source,target,,,,
RPSA,EIF3H,,,,
RPSA,EIF3I,,,,
RPSA,EIF3J,,,,
RPSA,EIF3K,,,,
RPSA,EIF4A2,,,,
RPSA,EIF4A3,,,,
RPSA,EIF4B,,,,
RPSA,EIF4E,,,,
RPSA,EIF4G1,,,,
RPSA,EIF5,,,,
RPSA,EIF5B,,,,
RPSA,ENO3,,,,
RPSA,ETF1,,,,
RPSA,FASLG,,,,
RPSA,FAU,,,,
RPSA,GFM1,,,,
RPSA,GFM2,,,,
RPSA,HSPA4,,,,
RPSA,HSPA5,,,,
RPSA,IMP3,,,,
RPSA,KARS1,,,,
RPSA,LAMA5,,,,
RPSA,LAMB1,,,,
RPSA,MAGOH,,,,
RPSA,MRPL1,,,,
RPSA,MRPL11,,,,
RPSA,MRPL12,,,,
RPSA,MRPL15,,,,
RPSA,MRPL16,,,,
RPSA,MRPL17,,,,
RPSA,MRPL2,,,,
RPSA,MRPL22,,,,
RPSA,MRPL24,,,,
RPSA,MRPL3,,,,
RPSA,MRPL4,,,,
RPSA,MRPS10,,,,
RPSA,MRPS11,,,,
RPSA,MRPS14,,,,
RPSA,MRPS15,,,,
RPSA,MRPS16,,,,
RPSA,MRPS18A,,,,
RPSA,MRPS18C,,,,
RPSA,MRPS5,,,,
RPSA,MRPS6,,,,
RPSA,MRPS7,,,,
RPSA,MRPS9,,,,
RPSA,MRRF,,,,
RPSA,MRTO4,,,,
RPSA,NCBP1,,,,
RPSA,NCBP2,,,,
RPSA,NSA2,,,,
RPSA,PLEC,,,,
RPSA,POLR1E,,,,
RPSA,POLR2C,,,,
RPSA,PPP1CC,,,,
RPSA,PPP1R16B,,,,
RPSA,PPP2CB,,,,
RPSA,PPP2R1A,,,,
RPSA,PPP2R2D,,,,
RPSA,PRNP,,,,
RPSA,PSEN1,,,,
RPSA,PTK2,,,,
RPSA,RACK1,,,,
RPSA,RLIM,,,,
RPSA,RNPS1,,,,
RPSA,RPL10,,,,
RPSA,RPL10A,,,,
RPSA,RPL11,,,,
RPSA,RPL12,,,,
RPSA,RPL13,,,,
RPSA,RPL13A,,,,
RPSA,RPL14,,,,
RPSA,RPL15,,,,
RPSA,RPL17,,,,
RPSA,RPL17-C18orf32,,,,
RPSA,RPL18,,,,
RPSA,RPL18A,,,,
RPSA,RPL19,,,,
RPSA,RPL21,,,,
RPSA,RPL22,,,,
RPSA,RPL23,,,,
RPSA,RPL23A,,,,
RPSA,RPL24,,,,
RPSA,RPL26,,,,
RPSA,RPL26L1,,,,
RPSA,RPL27,,,,
RPSA,RPL27A,,,,
RPSA,RPL28,,,,
RPSA,RPL29,,,,
RPSA,RPL3,,,,
RPSA,RPL30,,,,
RPSA,RPL31,,,,
RPSA,RPL32,,,,
RPSA,RPL34,,,,
RPSA,RPL35,,,,
RPSA,RPL35A,,,,
RPSA,RPL36,,,,
RPSA,RPL36A,,,,
RPSA,RPL36AL,,,,
RPSA,RPL37,,,,
RPSA,RPL37A,,,,
RPSA,RPL38,,,,
RPSA,RPL39,,,,
RPSA,RPL39L,,,,
RPSA,RPL4,,,,
RPSA,RPL41,,,,
RPSA,RPL5,,,,
RPSA,RPL6,,,,
RPSA,RPL7,,,,
RPSA,RPL7A,,,,
RPSA,RPL7L1,,,,
RPSA,RPL8,,,,
RPSA,RPL9P7,,,,
RPSA,RPLP0P6,,,,
RPSA,RPLP2,,,,
RPSA,RPN1,,,,
RPSA,RPN2,,,,
RPSA,RPS10-NUDT3,,,,
RPSA,RPS11,,,,
RPSA,RPS12,,,,
RPSA,RPS13,,,,
RPSA,RPS14,,,,
RPSA,RPS15,,,,
RPSA,RPS15A,,,,
RPSA,RPS16,,,,
RPSA,RPS17,,,,
RPSA,RPS18,,,,
RPSA,RPS19,,,,
RPSA,RPS2,,,,
RPSA,RPS20,,,,
RPSA,RPS21,,,,
RPSA,RPS23,,,,
RPSA,RPS24,,,,
RPSA,RPS25,,,,
RPSA,RPS26,,,,
RPSA,RPS27,,,,
RPSA,RPS27L,,,,
RPSA,RPS28,,,,
RPSA,RPS29,,,,
RPSA,RPS3,,,,
RPSA,RPS3A,,,,
RPSA,RPS4X,,,,
RPSA,RPS4Y1,,,,
RPSA,RPS5,,,,
RPSA,RPS6,,,,
RPSA,RPS7,,,,
RPSA,RPS8,,,,
RPSA,RPS9,,,,
RPSA,RPSA,,,,
RPSA,RRP1,,,,
RPSA,RSRC1,,,,
RPSA,SEC11A,,,,
RPSA,SEC11C,,,,
RPSA,SEC61B,,,,
RPSA,SEC61G,,,,
RPSA,SERBP1,,,,
RPSA,SMG1,,,,
RPSA,SMG5,,,,
RPSA,SMG6,,,,
RPSA,SMG7,,,,
RPSA,SMG8,,,,
RPSA,SMG9,,,,
RPSA,SNORA67,,,,
RPSA,SNU13,,,,
RPSA,SPCS1,,,,
RPSA,SPCS2,,,,
RPSA,SPCS3,,,,
RPSA,SRP14,,,,
RPSA,SRP19,,,,
RPSA,SRP54,,,,
RPSA,SRP68,,,,
RPSA,SRP72,,,,
RPSA,SRP9,,,,
RPSA,SRPRB,,,,
RPSA,SSR1,,,,
RPSA,SSR2,,,,
RPSA,SSR3,,,,
RPSA,TCP1,,,,
RPSA,TPT1,,,,
RPSA,TRAM1,,,,
RPSA,TUFM,,,,
RPSA,UBC,,,,
RPSA,UPF1,,,,
RPSA,UPF2,,,,
RPSA,UPF3A,,,,
RPSA,UPF3B,,,,
RPSA,WBP1,,,,
SFPQ,CDC5L,,,,
SFPQ,FUS,,,,
SFPQ,HDAC1,,,,
SFPQ,HNRNPA1,,,,
SFPQ,MATR3,,,,
SFPQ,NONO,,,,
SFPQ,PSPC1,,,,
SFPQ,PTBP1,,,,
SFPQ,SFPQ,,,,
SFPQ,SIN3A,,,,
SFPQ,SLTM,,,,
SFPQ,SNRPA,,,,
SFPQ,SUMO1,,,,
SFPQ,TCERG1,,,,
SFPQ,THRAP3,,,,
SFPQ,U2AF2,,,,
SFPQ,UBC,,,,
SNRPA1,ALYREF,,,,
SNRPA1,BUD31,,,,
SNRPA1,CCAR1,,,,
SNRPA1,CD2BP2,,,,
SNRPA1,CDC40,,,,
SNRPA1,CDC5L,,,,
SNRPA1,CLP1,,,,
SNRPA1,CPSF2,,,,
SNRPA1,CPSF3,,,,
SNRPA1,CPSF7,,,,
SNRPA1,CRNKL1,,,,
SNRPA1,CSTF1,,,,
SNRPA1,CSTF2,,,,
SNRPA1,CSTF3,,,,
SNRPA1,CWC25,,,,
SNRPA1,DDX23,,,,
SNRPA1,DHX38,,,,
SNRPA1,DHX9,,,,
SNRPA1,DNAJC8,,,,
SNRPA1,EFTUD2,,,,
SNRPA1,FUS,,,,
SNRPA1,GTF2F1,,,,
SNRPA1,GTF2F2,,,,
SNRPA1,HNRNPA0,,,,
SNRPA1,HNRNPA1,,,,
SNRPA1,HNRNPA2B1,,,,
SNRPA1,HNRNPA3,,,,
SNRPA1,HNRNPC,,,,
SNRPA1,HNRNPD,,,,
SNRPA1,HNRNPF,,,,
SNRPA1,HNRNPH1,,,,
SNRPA1,HNRNPK,,,,
SNRPA1,HNRNPL,,,,
SNRPA1,HNRNPM,,,,
SNRPA1,HNRNPR,,,,
SNRPA1,HNRNPU,,,,
SNRPA1,HNRNPUL1,,,,
SNRPA1,ISY1,,,,
SNRPA1,LSM6,,,,
SNRPA1,LUC7L,,,,
SNRPA1,LUC7L2,,,,
SNRPA1,MAGOH,,,,
SNRPA1,MFAP1,,,,
SNRPA1,NCBP1,,,,
SNRPA1,NCBP2,,,,
SNRPA1,NFX1,,,,
SNRPA1,NUDT21,,,,
SNRPA1,PABPN1,,,,
SNRPA1,PAPOLA,,,,
SNRPA1,PCBP1,,,,
SNRPA1,PCBP2,,,,
SNRPA1,PCF11,,,,
SNRPA1,PHF5A,,,,
SNRPA1,PLRG1,,,,
SNRPA1,POLR2A,,,,
SNRPA1,POLR2B,,,,
SNRPA1,POLR2C,,,,
SNRPA1,POLR2E,,,,
SNRPA1,POLR2F,,,,
SNRPA1,POLR2G,,,,
SNRPA1,POLR2H,,,,
SNRPA1,POLR2I,,,,
SNRPA1,POLR2J,,,,
SNRPA1,POLR2K,,,,
SNRPA1,POLR2L,,,,
SNRPA1,PRPF19,,,,
SNRPA1,PRPF39,,,,
SNRPA1,PRPF4,,,,
SNRPA1,PRPF40A,,,,
SNRPA1,PRPF6,,,,
SNRPA1,PRPF8,,,,
SNRPA1,PTBP1,,,,
SNRPA1,RBM22,,,,
SNRPA1,RBM25,,,,
SNRPA1,RBM5,,,,
SNRPA1,RBMX,,,,
SNRPA1,RBP4,,,,
SNRPA1,RNPC3,,,,
SNRPA1,RNPS1,,,,
SNRPA1,SART1,,,,
SNRPA1,SF3A1,,,,
SNRPA1,SF3A3,,,,
SNRPA1,SF3B1,,,,
SNRPA1,SF3B3,,,,
SNRPA1,SF3B4,,,,
SNRPA1,SF3B5,,,,
SNRPA1,SNRNP200,,,,
SNRPA1,SNRNP35,,,,
SNRPA1,SNRNP40,,,,
SNRPA1,SNRNP70,,,,
SNRPA1,SNRPA,,,,
SNRPA1,SNRPA1,,,,
SNRPA1,SNRPB,,,,
SNRPA1,SNRPB2,,,,
SNRPA1,SNRPC,,,,
SNRPA1,SNRPD1,,,,
SNRPA1,SNRPD2,,,,
SNRPA1,SNRPD3,,,,
SNRPA1,SNRPE,,,,
SNRPA1,SNRPF,,,,
SNRPA1,SNRPG,,,,
SNRPA1,SNRPN,,,,
SNRPA1,SNU13,,,,
SNRPA1,SNW1,,,,
SNRPA1,SRRM1,,,,
SNRPA1,SRRM2,,,,
SNRPA1,SRSF1,,,,
SNRPA1,SRSF11,,,,
SNRPA1,SRSF2,,,,
SNRPA1,SRSF3,,,,
SNRPA1,SRSF4,,,,
SNRPA1,SRSF5,,,,
SNRPA1,SRSF6,,,,
SNRPA1,SRSF7,,,,
SNRPA1,SRSF9,,,,
SNRPA1,SUGP1,,,,
SNRPA1,TCERG1,,,,
SNRPA1,TFIP11,,,,
SNRPA1,TXNL4A,,,,
SNRPA1,U2AF1L4,,,,
SNRPA1,U2AF2,,,,
SNRPA1,UBC,,,,
SNRPA1,UPF3B,,,,
SNRPA1,YBX1,,,,
SNRPA1,ZMAT2,,,,
SNRPB2,ALYREF,,,,
SNRPB2,CCAR1,,,,
SNRPB2,CD2BP2,,,,
SNRPB2,CDC40,,,,
SNRPB2,CLP1,,,,
SNRPB2,CPSF2,,,,
SNRPB2,CPSF3,,,,
SNRPB2,CPSF7,,,,
SNRPB2,CSTF1,,,,
SNRPB2,CSTF2,,,,
SNRPB2,CSTF3,,,,
SNRPB2,DDX23,,,,
SNRPB2,DHX38,,,,
SNRPB2,DHX9,,,,
SNRPB2,DNAJC8,,,,
SNRPB2,EFTUD2,,,,
SNRPB2,FUS,,,,
SNRPB2,GTF2F1,,,,
SNRPB2,GTF2F2,,,,
SNRPB2,HNRNPA0,,,,
SNRPB2,HNRNPA1,,,,
SNRPB2,HNRNPA2B1,,,,
SNRPB2,HNRNPA3,,,,
SNRPB2,HNRNPC,,,,
SNRPB2,HNRNPD,,,,
SNRPB2,HNRNPF,,,,
SNRPB2,HNRNPH1,,,,
SNRPB2,HNRNPK,,,,
SNRPB2,HNRNPL,,,,
SNRPB2,HNRNPM,,,,
SNRPB2,HNRNPR,,,,
SNRPB2,HNRNPU,,,,
SNRPB2,HNRNPUL1,,,,
SNRPB2,HRH1,,,,
SNRPB2,MAGOH,,,,
SNRPB2,NCBP1,,,,
SNRPB2,NCBP2,,,,
SNRPB2,NFX1,,,,
SNRPB2,NUDT21,,,,
SNRPB2,PABPN1,,,,
SNRPB2,PAPOLA,,,,
SNRPB2,PCBP1,,,,
SNRPB2,PCBP2,,,,
SNRPB2,PCF11,,,,
SNRPB2,PHF5A,,,,
SNRPB2,POLR2A,,,,
SNRPB2,POLR2B,,,,
SNRPB2,POLR2C,,,,
SNRPB2,POLR2E,,,,
SNRPB2,POLR2F,,,,
SNRPB2,POLR2G,,,,
SNRPB2,POLR2H,,,,
SNRPB2,POLR2I,,,,
SNRPB2,POLR2J,,,,
SNRPB2,POLR2K,,,,
SNRPB2,POLR2L,,,,
SNRPB2,PRPF4,,,,
SNRPB2,PRPF6,,,,
SNRPB2,PRPF8,,,,
SNRPB2,PTBP1,,,,
SNRPB2,RBM5,,,,
SNRPB2,RBMX,,,,
SNRPB2,RBP4,,,,
SNRPB2,RNPS1,,,,
SNRPB2,SF3A1,,,,
SNRPB2,SF3A3,,,,
SNRPB2,SF3B1,,,,
SNRPB2,SF3B3,,,,
SNRPB2,SF3B5,,,,
SNRPB2,SNRNP200,,,,
SNRPB2,SNRNP40,,,,
SNRPB2,SNRNP70,,,,
SNRPB2,SNRPA,,,,
SNRPB2,SNRPA1,,,,
SNRPB2,SNRPB,,,,
SNRPB2,SNRPB2,,,,
SNRPB2,SNRPC,,,,
SNRPB2,SNRPD1,,,,
SNRPB2,SNRPD2,,,,
SNRPB2,SNRPD3,,,,
SNRPB2,SNRPE,,,,
SNRPB2,SNRPF,,,,
SNRPB2,SNRPG,,,,
SNRPB2,SNRPN,,,,
SNRPB2,SNU13,,,,
SNRPB2,SRRM1,,,,
SNRPB2,SRSF1,,,,
SNRPB2,SRSF11,,,,
SNRPB2,SRSF2,,,,
SNRPB2,SRSF3,,,,
SNRPB2,SRSF4,,,,
SNRPB2,SRSF5,,,,
SNRPB2,SRSF6,,,,
SNRPB2,SRSF7,,,,
SNRPB2,SRSF9,,,,
SNRPB2,SUGP1,,,,
SNRPB2,TARDBP,,,,
SNRPB2,TXNL4A,,,,
SNRPB2,U2AF1L4,,,,
SNRPB2,U2AF2,,,,
SNRPB2,UBC,,,,
SNRPB2,UPF3B,,,,
SNRPB2,WBP4,,,,
SNRPB2,YBX1,,,,
SOD1,AKT1,,,,
SOD1,BCL2,,,,
SOD1,BRPF3,,,,
SOD1,CAT,,,,
SOD1,CCS,,,,
SOD1,DERL1,,,,
SOD1,DNAJB1,,,,
SOD1,GPX1,,,,
SOD1,GSTP1,,,,
SOD1,HABP4,,,,
SOD1,HSCB,,,,
SOD1,HSPA4,,,,
SOD1,MDH1,,,,
SOD1,NFS1,,,,
SOD1,NME1,,,,
SOD1,NME2,,,,
SOD1,NR4A1,,,,
SOD1,P4HB,,,,
SOD1,PARK7,,,,
SOD1,PCBP1,,,,
SOD1,PLEK,,,,
SOD1,PRDX1,,,,
SOD1,PRDX2,,,,
SOD1,PRDX6,,,,
SOD1,RNF19A,,,,
SOD1,SOD1,,,,
SOD1,SOD2,,,,
SOD1,STUB1,,,,
SOD1,TARDBP,,,,
SOD1,TLN1,,,,
SOD1,TRAM1,,,,
SOD1,TTN,,,,
SOD1,TUBA4A,,,,
SOD1,TXN,,,,
SOD1,UBC,,,,
SOD1,VCL,,,,
SOD1,WDR1,,,,
SOD2,AKT1,,,,
SOD2,CAT,,,,
SOD2,DECR1,,,,
SOD2,EGR1,,,,
SOD2,FOXO1,,,,
SOD2,FOXO3,,,,
SOD2,GPX1,,,,
SOD2,NFE2L2,,,,
SOD2,RAC2,,,,
SOD2,RELA,,,,
SOD2,SIRT1,,,,
SOD2,SOD1,,,,
SOD2,SOD2,,,,
SOD2,TNF,,,,
SOD2,TP53,,,,
SOD2,TXN2,,,,
SOD2,UBC,,,,
SRSF6,ALYREF,,,,
SRSF6,C1QBP,,,,
SRSF6,CCAR1,,,,
SRSF6,CD2BP2,,,,
SRSF6,CDC40,,,,
SRSF6,CLK1,,,,
SRSF6,CLP1,,,,
SRSF6,CPSF2,,,,
SRSF6,CPSF3,,,,
SRSF6,CPSF7,,,,
SRSF6,CSTF1,,,,
SRSF6,CSTF2,,,,
SRSF6,CSTF3,,,,
SRSF6,DDX23,,,,
SRSF6,DHX38,,,,
SRSF6,DHX9,,,,
SRSF6,DNAJC8,,,,
SRSF6,DYRK1A,,,,
SRSF6,EFTUD2,,,,
SRSF6,FUS,,,,
SRSF6,GALE,,,,
SRSF6,GTF2F1,,,,
SRSF6,GTF2F2,,,,
SRSF6,HNRNPA0,,,,
SRSF6,HNRNPA1,,,,
SRSF6,HNRNPA2B1,,,,
SRSF6,HNRNPA3,,,,
SRSF6,HNRNPC,,,,
SRSF6,HNRNPD,,,,
SRSF6,HNRNPF,,,,
SRSF6,HNRNPH1,,,,
SRSF6,HNRNPK,,,,
SRSF6,HNRNPL,,,,
SRSF6,HNRNPM,,,,
SRSF6,HNRNPR,,,,
SRSF6,HNRNPU,,,,
SRSF6,HNRNPUL1,,,,
SRSF6,MAGOH,,,,
SRSF6,MSI2,,,,
SRSF6,NCBP1,,,,
SRSF6,NCBP2,,,,
SRSF6,NFX1,,,,
SRSF6,NUDT21,,,,
SRSF6,NUP107,,,,
SRSF6,NUP133,,,,
SRSF6,NUP153,,,,
SRSF6,NUP155,,,,
SRSF6,NUP160,,,,
SRSF6,NUP188,,,,
SRSF6,NUP205,,,,
SRSF6,NUP210,,,,
SRSF6,NUP214,,,,
SRSF6,NUP35,,,,
SRSF6,NUP37,,,,
SRSF6,NUP43,,,,
SRSF6,NUP50,,,,
SRSF6,NUP54,,,,
SRSF6,NUP62,,,,
SRSF6,NUP85,,,,
SRSF6,NUP88,,,,
SRSF6,NUP93,,,,
SRSF6,NXF1,,,,
SRSF6,PABPN1,,,,
SRSF6,PAPOLA,,,,
SRSF6,PCBP1,,,,
SRSF6,PCBP2,,,,
SRSF6,PCF11,,,,
SRSF6,PHF5A,,,,
SRSF6,POLR2A,,,,
SRSF6,POLR2B,,,,
SRSF6,POLR2C,,,,
SRSF6,POLR2E,,,,
SRSF6,POLR2F,,,,
SRSF6,POLR2G,,,,
SRSF6,POLR2H,,,,
SRSF6,POLR2I,,,,
SRSF6,POLR2J,,,,
SRSF6,POLR2K,,,,
SRSF6,POLR2L,,,,
SRSF6,PRPF4,,,,
SRSF6,PRPF6,,,,
SRSF6,PRPF8,,,,
SRSF6,PTBP1,,,,
SRSF6,RAE1,,,,
SRSF6,RBM5,,,,
SRSF6,RBMX,,,,
SRSF6,RBP4,,,,
SRSF6,RGPD8,,,,
SRSF6,RNPS1,,,,
SRSF6,SF3A1,,,,
SRSF6,SF3A3,,,,
SRSF6,SF3B1,,,,
SRSF6,SF3B3,,,,
SRSF6,SF3B5,,,,
SRSF6,SNRNP200,,,,
SRSF6,SNRNP35,,,,
SRSF6,SNRNP40,,,,
SRSF6,SNRNP70,,,,
SRSF6,SNRPA,,,,
SRSF6,SNRPA1,,,,
SRSF6,SNRPB,,,,
SRSF6,SNRPB2,,,,
SRSF6,SNRPD1,,,,
SRSF6,SNRPD2,,,,
SRSF6,SNRPD3,,,,
SRSF6,SNRPE,,,,
SRSF6,SNRPF,,,,
SRSF6,SNRPG,,,,
SRSF6,SNU13,,,,
SRSF6,SREK1,,,,
SRSF6,SRPK1,,,,
SRSF6,SRPK2,,,,
SRSF6,SRRM1,,,,
SRSF6,SRSF1,,,,
SRSF6,SRSF11,,,,
SRSF6,SRSF2,,,,
SRSF6,SRSF3,,,,
SRSF6,SRSF4,,,,
SRSF6,SRSF5,,,,
SRSF6,SRSF6,,,,
SRSF6,SRSF7,,,,
SRSF6,SRSF9,,,,
SRSF6,SUGP1,,,,
SRSF6,TNPO3,,,,
SRSF6,TPR,,,,
SRSF6,TRA2B,,,,
SRSF6,TXNL4A,,,,
SRSF6,U2AF1L4,,,,
SRSF6,U2AF2,,,,
SRSF6,UBC,,,,
SRSF6,UPF3B,,,,
SRSF6,YBX1,,,,
STAT3,A2M,,,,
STAT3,ABL1,,,,
STAT3,ADIPOR1,,,,
STAT3,ADIPOR2,,,,
STAT3,ADSS2,,,,
STAT3,AKR1A1,,,,
STAT3,AKT1,,,,
STAT3,APEX1,,,,
STAT3,BATF,,,,
STAT3,BCL2,,,,
STAT3,BCL3,,,,
STAT3,BCL6,,,,
STAT3,BHLHE40,,,,
STAT3,BIRC5,,,,
STAT3,BLK,,,,
STAT3,CCND1,,,,
STAT3,CCNK,,,,
STAT3,CD44,,,,
STAT3,CDC42,,,,
STAT3,CDKN1A,,,,
STAT3,CDKN1B,,,,
STAT3,CEBPB,,,,
STAT3,CEBPD,,,,
STAT3,CFLAR,,,,
STAT3,CREBBP,,,,
STAT3,CSF2RA,,,,
STAT3,CTNNB1,,,,
STAT3,CTSB,,,,
STAT3,CXCL8,,,,
STAT3,CYLD,,,,
STAT3,DAP,,,,
STAT3,DECR1,,,,
STAT3,DHX9,,,,
STAT3,DNMT1,,,,
STAT3,DUSP22,,,,
STAT3,ECHS1,,,,
STAT3,EED,,,,
STAT3,EFL1,,,,
STAT3,EGFR,,,,
STAT3,EGR1,,,,
STAT3,EIF2AK2,,,,
STAT3,ELP2,,,,
STAT3,EMB,,,,
STAT3,EP300,,,,
STAT3,ERBB3,,,,
STAT3,EZH2,,,,
STAT3,FER,,,,
STAT3,FES,,,,
STAT3,FGFR1OP,,,,
STAT3,FGG,,,,
STAT3,FLOT2,,,,
STAT3,FOS,,,,
STAT3,FOXO1,,,,
STAT3,FOXO3,,,,
STAT3,FRK,,,,
STAT3,FXYD5,,,,
STAT3,GADD45GIP1,,,,
STAT3,GRB2,,,,
STAT3,GSK3B,,,,
STAT3,HCK,,,,
STAT3,HDAC1,,,,
STAT3,HDAC2,,,,
STAT3,HDAC3,,,,
STAT3,HDAC9,,,,
STAT3,HES1,,,,
STAT3,HIF1A,,,,
STAT3,HSP90AA4P,,,,
STAT3,HSPA4,,,,
STAT3,HSPB1,,,,
STAT3,ICAM1,,,,
STAT3,ICOS,,,,
STAT3,IFNG,,,,
STAT3,IGF1,,,,
STAT3,IKBKE,,,,
STAT3,IL10,,,,
STAT3,IL10RA,,,,
STAT3,IL18,,,,
STAT3,IL1B,,,,
STAT3,IL21R,,,,
STAT3,IL23A,,,,
STAT3,IL24,,,,
STAT3,IL27RA,,,,
STAT3,IL2RA,,,,
STAT3,IL2RB,,,,
STAT3,IL2RG,,,,
STAT3,IL32,,,,
STAT3,IL6R,,,,
STAT3,IL6ST,,,,
STAT3,IRAK1,,,,
STAT3,IRF1,,,,
STAT3,IRF4,,,,
STAT3,IRF9,,,,
STAT3,JAK1,,,,
STAT3,JAK2,,,,
STAT3,JAK3,,,,
STAT3,JUN,,,,
STAT3,JUNB,,,,
STAT3,KAT5,,,,
STAT3,KDM6B,,,,
STAT3,KLF11,,,,
STAT3,KLF4,,,,
STAT3,KPNA1,,,,
STAT3,LAP3,,,,
STAT3,LCK,,,,
STAT3,LDHB,,,,
STAT3,LMO4,,,,
STAT3,LRPPRC,,,,
STAT3,LYN,,,,
STAT3,MAP1LC3B,,,,
STAT3,MAP2K1,,,,
STAT3,MAP2K2,,,,
STAT3,MAP2K5,,,,
STAT3,MAP3K7,,,,
STAT3,MAP4K4,,,,
STAT3,MAPK1,,,,
STAT3,MAPK14,,,,
STAT3,MAPK3,,,,
STAT3,MAPK8,,,,
STAT3,MCL1,,,,
STAT3,ME2,,,,
STAT3,MET,,,,
STAT3,MIR3652,,,,
STAT3,MTA3,,,,
STAT3,MT-ND1,,,,
STAT3,MTOR,,,,
STAT3,MYC,,,,
STAT3,MYD88,,,,
STAT3,NAMPT,,,,
STAT3,NCOA1,,,,
STAT3,NDUFA13,,,,
STAT3,NEK6,,,,
STAT3,NFAT5,,,,
STAT3,NFATC1,,,,
STAT3,NFATC2,,,,
STAT3,NFKB1,,,,
STAT3,NFKBIA,,,,
STAT3,NNMT,,,,
STAT3,NOTCH1,,,,
STAT3,NR3C1,,,,
STAT3,OSM,,,,
STAT3,PDIA3,,,,
STAT3,PDLIM2,,,,
STAT3,PEMT,,,,
STAT3,PIAS1,,,,
STAT3,PIAS2,,,,
STAT3,PIAS3,,,,
STAT3,PIK3CA,,,,
STAT3,PIK3R1,,,,
STAT3,PIM1,,,,
STAT3,PKM,,,,
STAT3,PLAU,,,,
STAT3,PPIB,,,,
STAT3,PPIF,,,,
STAT3,PRKCD,,,,
STAT3,PRKCE,,,,
STAT3,PRKCQ,,,,
STAT3,PRMT2,,,,
STAT3,PTAFR,,,,
STAT3,PTGER4,,,,
STAT3,PTGS2,,,,
STAT3,PTK2,,,,
STAT3,PTPA,,,,
STAT3,PTPN1,,,,
STAT3,PTPN11,,,,
STAT3,PTPN13,,,,
STAT3,PTPN2,,,,
STAT3,PTPRD,,,,
STAT3,RAC1,,,,
STAT3,RAF1,,,,
STAT3,REL,,,,
STAT3,RELA,,,,
STAT3,RHOA,,,,
STAT3,RHOC,,,,
STAT3,RHOG,,,,
STAT3,RPS6KA5,,,,
STAT3,RUNX2,,,,
STAT3,S1PR1,,,,
STAT3,SETD7,,,,
STAT3,SIN3A,,,,
STAT3,SIRT1,,,,
STAT3,SLC39A4,,,,
STAT3,SLC39A6,,,,
STAT3,SLK,,,,
STAT3,SMAD7,,,,
STAT3,SOCS1,,,,
STAT3,SOCS2,,,,
STAT3,SOCS3,,,,
STAT3,SOCS4,,,,
STAT3,SOCS5,,,,
STAT3,SOCS7,,,,
STAT3,SP1,,,,
STAT3,SPI1,,,,
STAT3,STAT1,,,,
STAT3,STAT3,,,,
STAT3,STAT4,,,,
STAT3,STAT5A,,,,
STAT3,STAT5B,,,,
STAT3,STAT6,,,,
STAT3,STK11,,,,
STAT3,SYK,,,,
STAT3,TCF4,,,,
STAT3,TIFA,,,,
STAT3,TIMP1,,,,
STAT3,TLR7,,,,
STAT3,TNF,,,,
STAT3,TNFRSF10A,,,,
STAT3,TP53,,,,
STAT3,TRAM1,,,,
STAT3,TRIM28,,,,
STAT3,TRPS1,,,,
STAT3,TYK2,,,,
STAT3,TYROBP,,,,
STAT3,UBC,,,,
STAT3,USP7,,,,
STAT3,VEGFA,,,,
STAT3,VMP1,,,,
STAT3,YES1,,,,
STAT3,YWHAZ,,,,
STAT3,ZEB1,,,,
SYNCRIP,CSDE1,,,,
SYNCRIP,DHX9,,,,
SYNCRIP,GAPDH,,,,
SYNCRIP,HNRNPA1,,,,
SYNCRIP,HNRNPD,,,,
SYNCRIP,HNRNPH1,,,,
SYNCRIP,HNRNPK,,,,
SYNCRIP,HNRNPU,,,,
SYNCRIP,PAIP1,,,,
SYNCRIP,RLIM,,,,
SYNCRIP,RPL13A,,,,
SYNCRIP,RPS6,,,,
SYNCRIP,SMN2,,,,
SYNCRIP,SYNCRIP,,,,
SYNCRIP,SYT11,,,,
SYNCRIP,TARDBP,,,,
SYNCRIP,TP53,,,,
SYNCRIP,UBC,,,,
SYNCRIP,YBX1,,,,
SYNCRIP,ZBP1,,,,
TRA2B,HIPK3,,,,
TRA2B,HNRNPA1,,,,
TRA2B,HNRNPA1L2,,,,
TRA2B,MAGOH,,,,
TRA2B,RBMS2,,,,
TRA2B,RBMX,,,,
TRA2B,RBMXL1,,,,
TRA2B,RNPS1,,,,
TRA2B,SRSF1,,,,
TRA2B,SRSF2,,,,
TRA2B,SRSF3,,,,
TRA2B,SRSF4,,,,
TRA2B,SRSF5,,,,
TRA2B,SRSF6,,,,
TRA2B,SRSF7,,,,
TRA2B,SRSF9,,,,
TRA2B,TRA2B,,,,
TRA2B,UBC,,,,
UBE2I,ACTN1,,,,
UBE2I,ACTN4,,,,
UBE2I,AKT1,,,,
UBE2I,ATF3,,,,
UBE2I,BCL11A,,,,
UBE2I,BLM,,,,
UBE2I,CREBBP,,,,
UBE2I,CTBP1,,,,
UBE2I,CTBP2,,,,
UBE2I,CUL1,,,,
UBE2I,DAXX,,,,
UBE2I,DNMT1,,,,
UBE2I,DNMT3A,,,,
UBE2I,EMB,,,,
UBE2I,EP300,,,,
UBE2I,FAS,,,,
UBE2I,FBH1,,,,
UBE2I,FHIT,,,,
UBE2I,HDAC1,,,,
UBE2I,HDAC4,,,,
UBE2I,HIC1,,,,
UBE2I,HIPK2,,,,
