"","source","target"
"1715","POLR2G","CD2BP2"
"1716","POLR2G","CDC40"
"1717","POLR2G","CDK9"
"1718","POLR2G","CLP1"
"1719","POLR2G","CPSF2"
"1720","POLR2G","CPSF3"
"1721","POLR2G","CPSF7"
"1722","POLR2G","CSTF1"
"1723","POLR2G","CSTF2"
"1724","POLR2G","CSTF3"
"1725","POLR2G","CTDP1"
"1726","POLR2G","CTPS1"
"1727","POLR2G","CTPS2"
"1728","POLR2G","DDX23"
"1729","POLR2G","DGCR8"
"1730","POLR2G","DHX38"
"1731","POLR2G","DHX9"
"1732","POLR2G","DNAJC8"
"1733","POLR2G","EFTUD2"
"1734","POLR2G","ELL"
"1735","POLR2G","ELOA"
"1736","POLR2G","ELOB"
"1737","POLR2G","ELOC"
"1738","POLR2G","ENTPD1"
"1739","POLR2G","ERCC1"
"1740","POLR2G","ERCC3"
"1741","POLR2G","ERCC5"
"1742","POLR2G","ERCC6"
"1743","POLR2G","FLI1"
"1744","POLR2G","FUS"
"1745","POLR2G","GCH1"
"1746","POLR2G","GTF2A1"
"1747","POLR2G","GTF2A2"
"1748","POLR2G","GTF2B"
"1749","POLR2G","GTF2E1"
"1750","POLR2G","GTF2E2"
"1751","POLR2G","GTF2F1"
"1752","POLR2G","GTF2F2"
"1753","POLR2G","GTF2H1"
"1754","POLR2G","GTF2H3"
"1755","POLR2G","HNRNPA0"
"1756","POLR2G","HNRNPA1"
"1757","POLR2G","HNRNPA2B1"
"1758","POLR2G","HNRNPA3"
"1759","POLR2G","HNRNPC"
"1760","POLR2G","HNRNPD"
"1761","POLR2G","HNRNPF"
"1762","POLR2G","HNRNPH1"
"1763","POLR2G","HNRNPK"
"1764","POLR2G","HNRNPL"
"1765","POLR2G","HNRNPM"
"1766","POLR2G","HNRNPR"
"1767","POLR2G","HNRNPU"
"1768","POLR2G","HNRNPUL1"
"1769","POLR2G","INTS5"
"1770","POLR2G","INTS6"
"1771","POLR2G","ITPA"
"1772","POLR2G","MAGOH"
"1773","POLR2G","MED10"
"1774","POLR2G","METTL3"
"1775","POLR2G","MNAT1"
"1776","POLR2G","NCBP1"
"1777","POLR2G","NCBP2"
"1778","POLR2G","NELFA"
"1779","POLR2G","NELFCD"
"1780","POLR2G","NFX1"
"1781","POLR2G","NME1"
"1782","POLR2G","NME2"
"1783","POLR2G","NME2P1"
"1784","POLR2G","NME3"
"1785","POLR2G","NME4"
"1786","POLR2G","NME7"
"1787","POLR2G","NTPCR"
"1788","POLR2G","NUDT2"
"1789","POLR2G","NUDT21"
"1790","POLR2G","PABPN1"
"1791","POLR2G","PAPOLA"
"1792","POLR2G","PATL1"
"1793","POLR2G","PCBP1"
"1794","POLR2G","PCBP2"
"1795","POLR2G","PCF11"
"1796","POLR2G","PHF5A"
"1797","POLR2G","PKM"
"1798","POLR2G","PNPT1"
"1799","POLR2G","POLR1D"
"1800","POLR2G","POLR1E"
"1801","POLR2G","POLR2A"
"1802","POLR2G","POLR2B"
"1803","POLR2G","POLR2C"
"1804","POLR2G","POLR2E"
"1805","POLR2G","POLR2F"
"1806","POLR2G","POLR2H"
"1807","POLR2G","POLR2I"
"1808","POLR2G","POLR2J"
"1809","POLR2G","POLR2J2"
"1810","POLR2G","POLR2J3"
"1811","POLR2G","POLR2K"
"1812","POLR2G","POLR2L"
"1813","POLR2G","POLR3A"
"1814","POLR2G","POLR3F"
"1815","POLR2G","PRPF4"
"1816","POLR2G","PRPF6"
"1817","POLR2G","PRPF8"
"1818","POLR2G","PTBP1"
"1819","POLR2G","RAD1"
"1820","POLR2G","RBM5"
"1821","POLR2G","RBMX"
"1822","POLR2G","RBP4"
"1823","POLR2G","RNGTT"
"1824","POLR2G","RNMT"
"1825","POLR2G","RNPS1"
"1826","POLR2G","RPAP2"
"1827","POLR2G","SETD2"
"1828","POLR2G","SF3A1"
"1829","POLR2G","SF3A3"
"1830","POLR2G","SF3B1"
"1831","POLR2G","SF3B3"
"1832","POLR2G","SF3B5"
"1833","POLR2G","SLC7A6OS"
"1834","POLR2G","SNRNP200"
"1835","POLR2G","SNRNP40"
"1836","POLR2G","SNRNP70"
"1837","POLR2G","SNRPA"
"1838","POLR2G","SNRPA1"
"1839","POLR2G","SNRPB"
"1840","POLR2G","SNRPB2"
"1841","POLR2G","SNRPD1"
"1842","POLR2G","SNRPD2"
"1843","POLR2G","SNRPD3"
"1844","POLR2G","SNRPE"
"1845","POLR2G","SNRPF"
"1846","POLR2G","SNRPG"
"1847","POLR2G","SNU13"
"1848","POLR2G","SRRM1"
"1849","POLR2G","SRSF1"
"1850","POLR2G","SRSF11"
"1851","POLR2G","SRSF2"
"1852","POLR2G","SRSF3"
"1853","POLR2G","SRSF4"
"1854","POLR2G","SRSF5"
"1855","POLR2G","SRSF6"
"1856","POLR2G","SRSF7"
"1857","POLR2G","SRSF9"
"1858","POLR2G","SSRP1"
"1859","POLR2G","SUGP1"
"1860","POLR2G","SUPT16H"
"1861","POLR2G","SUPT4H1"
"1862","POLR2G","SUPT5H"
"1863","POLR2G","TAF1"
"1864","POLR2G","TAF10"
"1865","POLR2G","TAF11"
"1866","POLR2G","TAF12"
"1867","POLR2G","TAF13"
"1868","POLR2G","TAF4B"
"1869","POLR2G","TAF5"
"1870","POLR2G","TBP"
"1871","POLR2G","TCEA1"
"1872","POLR2G","TCEA2"
"1873","POLR2G","TXNL4A"
"1874","POLR2G","U2AF1L4"
"1875","POLR2G","U2AF2"
"1876","POLR2G","UBC"
"1877","POLR2G","UBXN7"
"1878","POLR2G","UPF3B"
"1879","POLR2G","URI1"
"1880","POLR2G","YBX1"
"1881","PSMA2","ADRM1"
"1882","PSMA2","CNOT4"
"1883","PSMA2","KLHL8"
"1884","PSMA2","NSF"
"1885","PSMA2","POMP"
"1886","PSMA2","PSMA1"
"1887","PSMA2","PSMA3"
"1888","PSMA2","PSMA4"
"1889","PSMA2","PSMA5"
"1890","PSMA2","PSMA6"
"1891","PSMA2","PSMA7"
"1892","PSMA2","PSMB1"
"1893","PSMA2","PSMB10"
"1894","PSMA2","PSMB2"
"1895","PSMA2","PSMB3"
"1896","PSMA2","PSMB4"
"1897","PSMA2","PSMB5"
"1898","PSMA2","PSMB6"
"1899","PSMA2","PSMB7"
"1900","PSMA2","PSMB8"
"1901","PSMA2","PSMB9"
"1902","PSMA2","PSMC1"
"1903","PSMA2","PSMC2"
"1904","PSMA2","PSMC3"
"1905","PSMA2","PSMC4"
"1906","PSMA2","PSMC5"
"1907","PSMA2","PSMC6"
"1908","PSMA2","PSMD11"
"1909","PSMA2","PSMD12"
"1910","PSMA2","PSMD13"
"1911","PSMA2","PSMD14"
"1912","PSMA2","PSMD3"
"1913","PSMA2","PSMD4"
"1914","PSMA2","PSMD5"
"1915","PSMA2","PSMD6"
"1916","PSMA2","PSMD7"
"1917","PSMA2","PSMD8"
"1918","PSMA2","PSME2"
"1919","PSMA2","PSME4"
"1920","PSMA2","PSMF1"
"1921","PSMA2","RPN1"
"1922","PSMA2","RPN2"
"1923","PSMA2","SEM1"
"1924","PSMA2","THUMPD1"
"1925","PSMA2","UBC"
"1926","PSMA2","UCHL5"
"1927","PSMA2","VCP"
"1928","PSMB6","ANAPC1"
"1929","PSMB6","ANAPC10"
"1930","PSMB6","ANAPC11"
"1931","PSMB6","ANAPC4"
"1932","PSMB6","ANAPC5"
"1933","PSMB6","AURKA"
"1934","PSMB6","AURKB"
"1935","PSMB6","AXIN1"
"1936","PSMB6","BLMH"
"1937","PSMB6","BTRC"
"1938","PSMB6","BUB3"
"1939","PSMB6","CCND1"
"1940","PSMB6","CDC16"
"1941","PSMB6","CDC20"
"1942","PSMB6","CDC23"
"1943","PSMB6","CDC26"
"1944","PSMB6","CDC27"
"1945","PSMB6","CDK1"
"1946","PSMB6","CDK2"
"1947","PSMB6","CDKN1A"
"1948","PSMB6","CDKN1B"
"1949","PSMB6","COP1"
"1950","PSMB6","CUL1"
"1951","PSMB6","CUL3"
"1952","PSMB6","DVL2"
"1953","PSMB6","DVL3"
"1954","PSMB6","EIF4G1"
"1955","PSMB6","FZR1"
"1956","PSMB6","GEM"
"1957","PSMB6","HSPA8"
"1958","PSMB6","HSPB1"
"1959","PSMB6","KLHL12"
"1960","PSMB6","LNPEP"
"1961","PSMB6","MAD2L1"
"1962","PSMB6","NPEPPS"
"1963","PSMB6","OAZ1"
"1964","PSMB6","OAZ2"
"1965","PSMB6","ODC1"
"1966","PSMB6","PAK2"
"1967","PSMB6","PARD6A"
"1968","PSMB6","POMP"
"1969","PSMB6","PSMA1"
"1970","PSMB6","PSMA2"
"1971","PSMB6","PSMA3"
"1972","PSMB6","PSMA4"
"1973","PSMB6","PSMA5"
"1974","PSMB6","PSMA6"
"1975","PSMB6","PSMA7"
"1976","PSMB6","PSMB1"
"1977","PSMB6","PSMB10"
"1978","PSMB6","PSMB2"
"1979","PSMB6","PSMB3"
"1980","PSMB6","PSMB4"
"1981","PSMB6","PSMB5"
"1982","PSMB6","PSMB7"
"1983","PSMB6","PSMB8"
"1984","PSMB6","PSMC1"
"1985","PSMB6","PSMC2"
"1986","PSMB6","PSMC3"
"1987","PSMB6","PSMC4"
"1988","PSMB6","PSMC5"
"1989","PSMB6","PSMC6"
"1990","PSMB6","PSMD10"
"1991","PSMB6","PSMD11"
"1992","PSMB6","PSMD12"
"1993","PSMB6","PSMD13"
"1994","PSMB6","PSMD14"
"1995","PSMB6","PSMD3"
"1996","PSMB6","PSMD4"
"1997","PSMB6","PSMD5"
"1998","PSMB6","PSMD6"
"1999","PSMB6","PSMD7"
"2000","PSMB6","PSMD8"
"2001","PSMB6","PSMD9"
"2002","PSMB6","PSME1"
"2003","PSMB6","PSME2"
"2004","PSMB6","PSME3"
"2005","PSMB6","PSME4"
"2006","PSMB6","PSMF1"
"2007","PSMB6","PTTG1"
"2008","PSMB6","RBX1"
"2009","PSMB6","RLIM"
"2010","PSMB6","RPN1"
"2011","PSMB6","RPN2"
"2012","PSMB6","SEC61A1"
"2013","PSMB6","SEC61A2"
"2014","PSMB6","SEC61B"
"2015","PSMB6","SEC61G"
"2016","PSMB6","SKP1"
"2017","PSMB6","SKP2"
"2018","PSMB6","SMURF1"
"2019","PSMB6","TNKS"
"2020","PSMB6","TNKS2"
"2021","PSMB6","TPP2"
"2022","PSMB6","UBC"
"2023","PSMB6","UBE2C"
"2024","PSMB6","UBE2D1"
"2025","PSMB6","UBE2E1"
"2026","PSMB6","UCHL5"
"2027","PSMB6","UQCRC2"
"2028","PSMB6","ZCCHC8"
"2029","PSMD8","ADRM1"
"2030","PSMD8","ANAPC1"
"2031","PSMD8","ANAPC10"
"2032","PSMD8","ANAPC11"
"2033","PSMD8","ANAPC4"
"2034","PSMD8","ANAPC5"
"2035","PSMD8","ANKRD42"
"2036","PSMD8","AURKA"
"2037","PSMD8","AURKB"
"2038","PSMD8","AXIN1"
"2039","PSMD8","BAP1"
"2040","PSMD8","BLMH"
"2041","PSMD8","BRCC3"
"2042","PSMD8","BTRC"
"2043","PSMD8","BUB3"
"2044","PSMD8","CCND1"
"2045","PSMD8","CDC16"
"2046","PSMD8","CDC20"
"2047","PSMD8","CDC23"
"2048","PSMD8","CDC26"
"2049","PSMD8","CDC27"
"2050","PSMD8","CDK1"
"2051","PSMD8","CDK2"
"2052","PSMD8","CDKN1A"
"2053","PSMD8","CDKN1B"
"2054","PSMD8","COP1"
"2055","PSMD8","CUL1"
"2056","PSMD8","CUL3"
"2057","PSMD8","DVL2"
"2058","PSMD8","DVL3"
"2059","PSMD8","EIF4G1"
"2060","PSMD8","FZR1"
"2061","PSMD8","GEM"
"2062","PSMD8","HSPA8"
"2063","PSMD8","HSPB1"
"2064","PSMD8","KLHL12"
"2065","PSMD8","LNPEP"
"2066","PSMD8","MAD2L1"
"2067","PSMD8","MYSM1"
"2068","PSMD8","NINJ1"
"2069","PSMD8","NOB1"
"2070","PSMD8","NPEPPS"
"2071","PSMD8","NSF"
"2072","PSMD8","OAZ1"
"2073","PSMD8","OAZ2"
"2074","PSMD8","ODC1"
"2075","PSMD8","PAAF1"
"2076","PSMD8","PAK2"
"2077","PSMD8","PARD6A"
"2078","PSMD8","PSMA1"
"2079","PSMD8","PSMA2"
"2080","PSMD8","PSMA3"
"2081","PSMD8","PSMA4"
"2082","PSMD8","PSMA5"
"2083","PSMD8","PSMA6"
"2084","PSMD8","PSMA7"
"2085","PSMD8","PSMB1"
"2086","PSMD8","PSMB10"
"2087","PSMD8","PSMB2"
"2088","PSMD8","PSMB3"
"2089","PSMD8","PSMB4"
"2090","PSMD8","PSMB5"
"2091","PSMD8","PSMB6"
"2092","PSMD8","PSMB7"
"2093","PSMD8","PSMB8"
"2094","PSMD8","PSMB9"
"2095","PSMD8","PSMC1"
"2096","PSMD8","PSMC2"
"2097","PSMD8","PSMC3"
"2098","PSMD8","PSMC4"
"2099","PSMD8","PSMC5"
"2100","PSMD8","PSMC6"
"2101","PSMD8","PSMD10"
"2102","PSMD8","PSMD11"
"2103","PSMD8","PSMD12"
"2104","PSMD8","PSMD13"
"2105","PSMD8","PSMD14"
"2106","PSMD8","PSMD3"
"2107","PSMD8","PSMD4"
"2108","PSMD8","PSMD5"
"2109","PSMD8","PSMD6"
"2110","PSMD8","PSMD7"
"2111","PSMD8","PSMD9"
"2112","PSMD8","PSME1"
"2113","PSMD8","PSME2"
"2114","PSMD8","PSME3"
"2115","PSMD8","PSME4"
"2116","PSMD8","PSMF1"
"2117","PSMD8","PTTG1"
"2118","PSMD8","RAD23A"
"2119","PSMD8","RAD23B"
"2120","PSMD8","RBX1"
"2121","PSMD8","RLIM"
"2122","PSMD8","RPLP2"
"2123","PSMD8","RPN1"
"2124","PSMD8","RPN2"
"2125","PSMD8","SEC61A1"
"2126","PSMD8","SEC61A2"
"2127","PSMD8","SEC61B"
"2128","PSMD8","SEC61G"
"2129","PSMD8","SEM1"
"2130","PSMD8","SKP1"
"2131","PSMD8","SKP2"
"2132","PSMD8","SMURF1"
"2133","PSMD8","TNKS"
"2134","PSMD8","TNKS2"
"2135","PSMD8","TPP2"
"2136","PSMD8","TUBG1"
"2137","PSMD8","UBC"
"2138","PSMD8","UBE2C"
"2139","PSMD8","UBE2D1"
"2140","PSMD8","UBE2E1"
"2141","PSMD8","UBLCP1"
"2142","PSMD8","UCHL5"
"2143","PSMD8","USP14"
"2144","RAB7A","ACTR1A"
"2145","RAB7A","ACTR1B"
"2146","RAB7A","AKT1"
"2147","RAB7A","CHM"
"2148","RAB7A","CTNNB1"
"2149","RAB7A","CXCL8"
"2150","RAB7A","DCTN1"
"2151","RAB7A","DCTN2"
"2152","RAB7A","DCTN3"
"2153","RAB7A","DCTN4"
"2154","RAB7A","DCTN5"
"2155","RAB7A","DCTN6"
"2156","RAB7A","DNM2"
"2157","RAB7A","DYNC1H1"
"2158","RAB7A","DYNC1I2"
"2159","RAB7A","DYNC1LI1"
"2160","RAB7A","DYNC1LI2"
"2161","RAB7A","DYNLL1"
"2162","RAB7A","DYNLL2"
"2163","RAB7A","EEA1"
"2164","RAB7A","FOXO1"
"2165","RAB7A","GABARAPL1"
"2166","RAB7A","GDI1"
"2167","RAB7A","GDI2"
"2168","RAB7A","HGS"
"2169","RAB7A","HLA-DRB1"
"2170","RAB7A","HLA-DRB5"
"2171","RAB7A","LAMP1"
"2172","RAB7A","MAPK14"
"2173","RAB7A","MFN2"
"2174","RAB7A","MON1A"
"2175","RAB7A","MON1B"
"2176","RAB7A","PIK3R4"
"2177","RAB7A","PLEKHM1"
"2178","RAB7A","PSMA7"
"2179","RAB7A","RAB11A"
"2180","RAB7A","RAB11B"
"2181","RAB7A","RAB1A"
"2182","RAB7A","RAB5A"
"2183","RAB7A","RAB8A"
"2184","RAB7A","RABAC1"
"2185","RAB7A","RUFY3"
"2186","RAB7A","TBC1D15"
"2187","RAB7A","TBC1D22A"
"2188","RAB7A","TBC1D22B"
"2189","RAB7A","TIFA"
"2190","RAB7A","TRAP1"
"2191","RAB7A","TUBA1B"
"2192","RAB7A","TUBA1C"
"2193","RAB7A","TUBA4A"
"2194","RAB7A","TUBB2A"
"2195","RAB7A","TUBB4A"
"2196","RAB7A","TUBB4B"
"2197","RAB7A","TUBB6"
"2198","RAB7A","UBC"
"2199","RAB7A","VAMP7"
"2200","RAB7A","VPS16"
"2201","RAB7A","VPS26A"
"2202","RAB7A","VPS26B"
"2203","RAB7A","VPS33A"
"2204","RAB7A","VPS39"
"2205","RAB7A","VPS41"
"2206","RPL10A","CASC3"
"2207","RPL10A","EEF1A1P5"
"2208","RPL10A","EEF1B2"
"2209","RPL10A","EEF2"
"2210","RPL10A","EFL1"
"2211","RPL10A","EFTUD2"
"2212","RPL10A","EIF1AX"
"2213","RPL10A","EIF2S1"
"2214","RPL10A","EIF2S2"
"2215","RPL10A","EIF2S3"
"2216","RPL10A","EIF3A"
"2217","RPL10A","EIF3B"
"2218","RPL10A","EIF3C"
"2219","RPL10A","EIF3D"
"2220","RPL10A","EIF3E"
"2221","RPL10A","EIF3F"
"2222","RPL10A","EIF3G"
"2223","RPL10A","EIF3H"
"2224","RPL10A","EIF3I"
"2225","RPL10A","EIF3J"
"2226","RPL10A","EIF3K"
"2227","RPL10A","EIF4A2"
"2228","RPL10A","EIF4A3"
"2229","RPL10A","EIF4B"
"2230","RPL10A","EIF4E"
"2231","RPL10A","EIF4G1"
"2232","RPL10A","EIF5"
"2233","RPL10A","EIF5B"
"2234","RPL10A","ETF1"
"2235","RPL10A","FAU"
"2236","RPL10A","GFM1"
"2237","RPL10A","GFM2"
"2238","RPL10A","IMP3"
"2239","RPL10A","MAGOH"
"2240","RPL10A","MRPL11"
"2241","RPL10A","MRPL12"
"2242","RPL10A","MRPL15"
"2243","RPL10A","MRPL16"
"2244","RPL10A","MRPL17"
"2245","RPL10A","MRPL19"
"2246","RPL10A","MRPL2"
"2247","RPL10A","MRPL20"
"2248","RPL10A","MRPL22"
"2249","RPL10A","MRPL24"
"2250","RPL10A","MRPL27"
"2251","RPL10A","MRPL3"
"2252","RPL10A","MRPL32"
"2253","RPL10A","MRPL33"
"2254","RPL10A","MRPL4"
"2255","RPL10A","MRPS10"
"2256","RPL10A","MRPS11"
"2257","RPL10A","MRPS14"
"2258","RPL10A","MRPS15"
"2259","RPL10A","MRPS16"
"2260","RPL10A","MRPS18A"
"2261","RPL10A","MRPS18C"
"2262","RPL10A","MRPS2"
"2263","RPL10A","MRPS5"
"2264","RPL10A","MRPS6"
"2265","RPL10A","MRPS7"
"2266","RPL10A","MRPS9"
"2267","RPL10A","MRTO4"
"2268","RPL10A","NAP1L1"
"2269","RPL10A","NCBP1"
"2270","RPL10A","NCBP2"
"2271","RPL10A","PLEC"
"2272","RPL10A","POLR1E"
"2273","RPL10A","POLR2B"
"2274","RPL10A","POLR2C"
"2275","RPL10A","PPP2CB"
"2276","RPL10A","PPP2R1A"
"2277","RPL10A","PPP2R2D"
"2278","RPL10A","RACK1"
"2279","RPL10A","RLIM"
"2280","RPL10A","RNPS1"
"2281","RPL10A","RPA2"
"2282","RPL10A","RPL10"
"2283","RPL10A","RPL11"
"2284","RPL10A","RPL12"
"2285","RPL10A","RPL13"
"2286","RPL10A","RPL13A"
"2287","RPL10A","RPL14"
"2288","RPL10A","RPL15"
"2289","RPL10A","RPL17"
"2290","RPL10A","RPL17-C18orf32"
"2291","RPL10A","RPL18"
"2292","RPL10A","RPL18A"
"2293","RPL10A","RPL19"
"2294","RPL10A","RPL21"
"2295","RPL10A","RPL22"
"2296","RPL10A","RPL22L1"
"2297","RPL10A","RPL23"
"2298","RPL10A","RPL23A"
"2299","RPL10A","RPL24"
"2300","RPL10A","RPL26"
"2301","RPL10A","RPL26L1"
"2302","RPL10A","RPL27"
"2303","RPL10A","RPL27A"
"2304","RPL10A","RPL28"
"2305","RPL10A","RPL29"
"2306","RPL10A","RPL3"
"2307","RPL10A","RPL30"
"2308","RPL10A","RPL31"
"2309","RPL10A","RPL32"
"2310","RPL10A","RPL34"
"2311","RPL10A","RPL35"
"2312","RPL10A","RPL35A"
"2313","RPL10A","RPL36"
"2314","RPL10A","RPL36A"
"2315","RPL10A","RPL36AL"
"2316","RPL10A","RPL37"
"2317","RPL10A","RPL37A"
"2318","RPL10A","RPL38"
"2319","RPL10A","RPL39"
"2320","RPL10A","RPL39L"
"2321","RPL10A","RPL4"
"2322","RPL10A","RPL41"
"2323","RPL10A","RPL5"
"2324","RPL10A","RPL6"
"2325","RPL10A","RPL7"
"2326","RPL10A","RPL7A"
"2327","RPL10A","RPL7L1"
"2328","RPL10A","RPL8"
"2329","RPL10A","RPL9P7"
"2330","RPL10A","RPLP0P6"
"2331","RPL10A","RPLP2"
"2332","RPL10A","RPN1"
"2333","RPL10A","RPN2"
"2334","RPL10A","RPS10-NUDT3"
"2335","RPL10A","RPS11"
"2336","RPL10A","RPS12"
"2337","RPL10A","RPS13"
"2338","RPL10A","RPS14"
"2339","RPL10A","RPS15"
"2340","RPL10A","RPS15A"
"2341","RPL10A","RPS16"
"2342","RPL10A","RPS17"
"2343","RPL10A","RPS18"
"2344","RPL10A","RPS19"
"2345","RPL10A","RPS2"
"2346","RPL10A","RPS20"
"2347","RPL10A","RPS21"
"2348","RPL10A","RPS23"
"2349","RPL10A","RPS24"
"2350","RPL10A","RPS25"
"2351","RPL10A","RPS26"
"2352","RPL10A","RPS27"
"2353","RPL10A","RPS27L"
"2354","RPL10A","RPS28"
"2355","RPL10A","RPS29"
"2356","RPL10A","RPS3"
"2357","RPL10A","RPS3A"
"2358","RPL10A","RPS4X"
"2359","RPL10A","RPS4Y1"
"2360","RPL10A","RPS5"
"2361","RPL10A","RPS6"
"2362","RPL10A","RPS7"
"2363","RPL10A","RPS8"
"2364","RPL10A","RPS9"
"2365","RPL10A","RPSA"
"2366","RPL10A","RPSAP58"
"2367","RPL10A","RRP1"
"2368","RPL10A","RSL24D1"
"2369","RPL10A","RSRC1"
"2370","RPL10A","SEC11A"
"2371","RPL10A","SEC11C"
"2372","RPL10A","SEC61A1"
"2373","RPL10A","SEC61A2"
"2374","RPL10A","SEC61B"
"2375","RPL10A","SEC61G"
"2376","RPL10A","SLC25A5"
"2377","RPL10A","SMG1"
"2378","RPL10A","SMG5"
"2379","RPL10A","SMG6"
"2380","RPL10A","SMG7"
"2381","RPL10A","SMG8"
"2382","RPL10A","SMG9"
"2383","RPL10A","SNORA67"
"2384","RPL10A","SPCS1"
"2385","RPL10A","SPCS2"
"2386","RPL10A","SPCS3"
"2387","RPL10A","SRP14"
"2388","RPL10A","SRP19"
"2389","RPL10A","SRP54"
"2390","RPL10A","SRP68"
"2391","RPL10A","SRP72"
"2392","RPL10A","SRP9"
"2393","RPL10A","SRPRB"
"2394","RPL10A","SSR1"
"2395","RPL10A","SSR2"
"2396","RPL10A","SSR3"
"2397","RPL10A","TRAM1"
"2398","RPL10A","TUFM"
"2399","RPL10A","UBC"
"2400","RPL10A","UPF1"
"2401","RPL10A","UPF2"
"2402","RPL10A","UPF3A"
"2403","RPL10A","UPF3B"
"2404","RPL10A","WBP1"
"2405","RPL8","CASC3"
"2406","RPL8","EEF1A1P5"
"2407","RPL8","EEF1G"
"2408","RPL8","EEF2"
"2409","RPL8","EFL1"
"2410","RPL8","EFTUD2"
"2411","RPL8","EIF1AX"
"2412","RPL8","EIF2S1"
"2413","RPL8","EIF2S2"
"2414","RPL8","EIF2S3"
"2415","RPL8","EIF3A"
"2416","RPL8","EIF3B"
"2417","RPL8","EIF3C"
"2418","RPL8","EIF3D"
"2419","RPL8","EIF3E"
"2420","RPL8","EIF3F"
"2421","RPL8","EIF3G"
"2422","RPL8","EIF3H"
"2423","RPL8","EIF3I"
"2424","RPL8","EIF3J"
"2425","RPL8","EIF3K"
"2426","RPL8","EIF4A2"
"2427","RPL8","EIF4A3"
"2428","RPL8","EIF4B"
"2429","RPL8","EIF4E"
"2430","RPL8","EIF4G1"
"2431","RPL8","EIF5"
"2432","RPL8","EIF5B"
"2433","RPL8","ETF1"
"2434","RPL8","FAU"
"2435","RPL8","GFM1"
"2436","RPL8","GFM2"
"2437","RPL8","IMP3"
"2438","RPL8","LSG1"
"2439","RPL8","MAGOH"
"2440","RPL8","MRPL1"
"2441","RPL8","MRPL11"
"2442","RPL8","MRPL12"
"2443","RPL8","MRPL15"
"2444","RPL8","MRPL16"
"2445","RPL8","MRPL17"
"2446","RPL8","MRPL19"
"2447","RPL8","MRPL20"
"2448","RPL8","MRPL22"
"2449","RPL8","MRPL24"
"2450","RPL8","MRPL27"
"2451","RPL8","MRPL3"
"2452","RPL8","MRPL32"
"2453","RPL8","MRPL33"
"2454","RPL8","MRPL36"
"2455","RPL8","MRPL4"
"2456","RPL8","MRPS10"
"2457","RPL8","MRPS11"
"2458","RPL8","MRPS14"
"2459","RPL8","MRPS15"
"2460","RPL8","MRPS18A"
"2461","RPL8","MRPS18C"
"2462","RPL8","MRPS2"
"2463","RPL8","MRPS5"
"2464","RPL8","MRPS6"
"2465","RPL8","MRPS7"
"2466","RPL8","MRPS9"
"2467","RPL8","MRTO4"
"2468","RPL8","NCBP1"
"2469","RPL8","NCBP2"
"2470","RPL8","NCL"
"2471","RPL8","NSA2"
"2472","RPL8","PA2G4"
"2473","RPL8","PLEC"
"2474","RPL8","POLR1E"
"2475","RPL8","POLR2A"
"2476","RPL8","POLR2B"
"2477","RPL8","POLR2C"
"2478","RPL8","POLR3A"
"2479","RPL8","PPP2CB"
"2480","RPL8","PPP2R1A"
"2481","RPL8","PPP2R2D"
"2482","RPL8","RACK1"
"2483","RPL8","RLIM"
"2484","RPL8","RNPS1"
"2485","RPL8","RPA1"
"2486","RPL8","RPA2"
"2487","RPL8","RPL10"
"2488","RPL8","RPL10A"
"2489","RPL8","RPL11"
"2490","RPL8","RPL12"
"2491","RPL8","RPL13"
"2492","RPL8","RPL13A"
"2493","RPL8","RPL14"
"2494","RPL8","RPL15"
"2495","RPL8","RPL17"
"2496","RPL8","RPL17-C18orf32"
"2497","RPL8","RPL18"
"2498","RPL8","RPL18A"
"2499","RPL8","RPL19"
"2500","RPL8","RPL21"
"2501","RPL8","RPL22"
"2502","RPL8","RPL22L1"
"2503","RPL8","RPL23"
"2504","RPL8","RPL23A"
"2505","RPL8","RPL24"
"2506","RPL8","RPL26"
"2507","RPL8","RPL26L1"
"2508","RPL8","RPL27"
"2509","RPL8","RPL27A"
"2510","RPL8","RPL28"
"2511","RPL8","RPL29"
"2512","RPL8","RPL3"
"2513","RPL8","RPL30"
"2514","RPL8","RPL31"
"2515","RPL8","RPL32"
"2516","RPL8","RPL34"
"2517","RPL8","RPL35"
"2518","RPL8","RPL35A"
"2519","RPL8","RPL36"
"2520","RPL8","RPL36A"
"2521","RPL8","RPL36AL"
"2522","RPL8","RPL37"
"2523","RPL8","RPL37A"
"2524","RPL8","RPL38"
"2525","RPL8","RPL39"
"2526","RPL8","RPL39L"
"2527","RPL8","RPL4"
"2528","RPL8","RPL41"
"2529","RPL8","RPL5"
"2530","RPL8","RPL6"
"2531","RPL8","RPL7"
"2532","RPL8","RPL7A"
"2533","RPL8","RPL7L1"
"2534","RPL8","RPL9P7"
"2535","RPL8","RPLP0P6"
"2536","RPL8","RPLP2"
"2537","RPL8","RPN1"
"2538","RPL8","RPN2"
"2539","RPL8","RPS10-NUDT3"
"2540","RPL8","RPS11"
"2541","RPL8","RPS12"
"2542","RPL8","RPS13"
"2543","RPL8","RPS14"
"2544","RPL8","RPS15"
"2545","RPL8","RPS15A"
"2546","RPL8","RPS16"
"2547","RPL8","RPS17"
"2548","RPL8","RPS18"
"2549","RPL8","RPS19"
"2550","RPL8","RPS2"
"2551","RPL8","RPS20"
"2552","RPL8","RPS21"
"2553","RPL8","RPS23"
