"","source","target"
"3402","STAT3","PTPN11"
"3403","STAT3","PTPN13"
"3404","STAT3","PTPN2"
"3405","STAT3","PTPRD"
"3406","STAT3","RAC1"
"3407","STAT3","RAF1"
"3408","STAT3","REL"
"3409","STAT3","RELA"
"3410","STAT3","RHOA"
"3411","STAT3","RHOC"
"3412","STAT3","RHOG"
"3413","STAT3","RPS6KA5"
"3414","STAT3","RUNX2"
"3415","STAT3","S1PR1"
"3416","STAT3","SETD7"
"3417","STAT3","SIN3A"
"3418","STAT3","SIRT1"
"3419","STAT3","SLC39A4"
"3420","STAT3","SLC39A6"
"3421","STAT3","SLK"
"3422","STAT3","SMAD7"
"3423","STAT3","SOCS1"
"3424","STAT3","SOCS2"
"3425","STAT3","SOCS3"
"3426","STAT3","SOCS4"
"3427","STAT3","SOCS5"
"3428","STAT3","SOCS7"
"3429","STAT3","SP1"
"3430","STAT3","SPI1"
"3431","STAT3","STAT1"
"3432","STAT3","STAT4"
"3433","STAT3","STAT5A"
"3434","STAT3","STAT5B"
"3435","STAT3","STAT6"
"3436","STAT3","STK11"
"3437","STAT3","SYK"
"3438","STAT3","TCF4"
"3439","STAT3","TIFA"
"3440","STAT3","TIMP1"
"3441","STAT3","TLR7"
"3442","STAT3","TNF"
"3443","STAT3","TNFRSF10A"
"3444","STAT3","TP53"
"3445","STAT3","TRAM1"
"3446","STAT3","TRIM28"
"3447","STAT3","TRPS1"
"3448","STAT3","TYK2"
"3449","STAT3","TYROBP"
"3450","STAT3","UBC"
"3451","STAT3","USP7"
"3452","STAT3","VEGFA"
"3453","STAT3","VMP1"
"3454","STAT3","YES1"
"3455","STAT3","YWHAZ"
"3456","STAT3","ZEB1"
"3457","SYNCRIP","CSDE1"
"3458","SYNCRIP","DHX9"
"3459","SYNCRIP","GAPDH"
"3460","SYNCRIP","HNRNPA1"
"3461","SYNCRIP","HNRNPD"
"3462","SYNCRIP","HNRNPH1"
"3463","SYNCRIP","HNRNPK"
"3464","SYNCRIP","HNRNPU"
"3465","SYNCRIP","PAIP1"
"3466","SYNCRIP","RLIM"
"3467","SYNCRIP","RPL13A"
"3468","SYNCRIP","RPS6"
"3469","SYNCRIP","SMN2"
"3470","SYNCRIP","SYT11"
"3471","SYNCRIP","TARDBP"
"3472","SYNCRIP","TP53"
"3473","SYNCRIP","UBC"
"3474","SYNCRIP","YBX1"
"3475","SYNCRIP","ZBP1"
"3476","TRA2B","HIPK3"
"3477","TRA2B","HNRNPA1"
"3478","TRA2B","HNRNPA1L2"
"3479","TRA2B","MAGOH"
"3480","TRA2B","RBMS2"
"3481","TRA2B","RBMX"
"3482","TRA2B","RBMXL1"
"3483","TRA2B","RNPS1"
"3484","TRA2B","SRSF1"
"3485","TRA2B","SRSF2"
"3486","TRA2B","SRSF3"
"3487","TRA2B","SRSF4"
"3488","TRA2B","SRSF5"
"3489","TRA2B","SRSF6"
"3490","TRA2B","SRSF7"
"3491","TRA2B","SRSF9"
"3492","TRA2B","UBC"
"3493","UBE2I","ACTN1"
"3494","UBE2I","ACTN4"
"3495","UBE2I","AKT1"
"3496","UBE2I","ATF3"
"3497","UBE2I","BCL11A"
"3498","UBE2I","BLM"
"3499","UBE2I","CREBBP"
"3500","UBE2I","CTBP1"
"3501","UBE2I","CTBP2"
"3502","UBE2I","CUL1"
"3503","UBE2I","DAXX"
"3504","UBE2I","DNMT1"
"3505","UBE2I","DNMT3A"
"3506","UBE2I","EMB"
"3507","UBE2I","EP300"
"3508","UBE2I","FAS"
"3509","UBE2I","FBH1"
"3510","UBE2I","FHIT"
"3511","UBE2I","HDAC1"
"3512","UBE2I","HDAC4"
"3513","UBE2I","HIC1"
"3514","UBE2I","HIPK2"
"3515","UBE2I","HMGA1"
"3516","UBE2I","HSF2"
"3517","UBE2I","HSPB1"
"3518","UBE2I","JUN"
"3519","UBE2I","MAF"
"3520","UBE2I","MAP3K1"
"3521","UBE2I","MDM2"
"3522","UBE2I","MEF2C"
"3523","UBE2I","MITF"
"3524","UBE2I","NFATC2IP"
"3525","UBE2I","NSMCE2"
"3526","UBE2I","NUP153"
"3527","UBE2I","NUP210"
"3528","UBE2I","NUP214"
"3529","UBE2I","NUP62"
"3530","UBE2I","PARP1"
"3531","UBE2I","PCNA"
"3532","UBE2I","PIAS1"
"3533","UBE2I","PIAS2"
"3534","UBE2I","PIAS3"
"3535","UBE2I","PML"
"3536","UBE2I","POT1"
"3537","UBE2I","PTENP1"
"3538","UBE2I","RAD18"
"3539","UBE2I","RAD21"
"3540","UBE2I","RAD51B"
"3541","UBE2I","RAD51D"
"3542","UBE2I","RAD52"
"3543","UBE2I","RANBP1"
"3544","UBE2I","RANGAP1"
"3545","UBE2I","RANP1"
"3546","UBE2I","RBMS1"
"3547","UBE2I","RBX1"
"3548","UBE2I","REC8"
"3549","UBE2I","RFFL"
"3550","UBE2I","RGPD2"
"3551","UBE2I","RGPD3"
"3552","UBE2I","RGPD4"
"3553","UBE2I","RGPD6"
"3554","UBE2I","RGPD8"
"3555","UBE2I","SAE1"
"3556","UBE2I","SATB1"
"3557","UBE2I","SCP2"
"3558","UBE2I","SENP1"
"3559","UBE2I","SENP2"
"3560","UBE2I","SENP5"
"3561","UBE2I","SENP6"
"3562","UBE2I","SENP7"
"3563","UBE2I","SF1"
"3564","UBE2I","SHMT1"
"3565","UBE2I","SIAH1"
"3566","UBE2I","SIAH2"
"3567","UBE2I","SKIL"
"3568","UBE2I","SKP1"
"3569","UBE2I","SMAD4"
"3570","UBE2I","SMC3"
"3571","UBE2I","SOX4"
"3572","UBE2I","SP100"
"3573","UBE2I","STAG2"
"3574","UBE2I","STAG3"
"3575","UBE2I","STAT1"
"3576","UBE2I","SUGP1"
"3577","UBE2I","SUMO1"
"3578","UBE2I","SUMO3"
"3579","UBE2I","SUN1"
"3580","UBE2I","SUN2"
"3581","UBE2I","SUZ12"
"3582","UBE2I","SYCP3"
"3583","UBE2I","SYNE1"
"3584","UBE2I","SYNE2"
"3585","UBE2I","TCERG1"
"3586","UBE2I","TERF1"
"3587","UBE2I","TERF2"
"3588","UBE2I","TERF2IP"
"3589","UBE2I","TINF2"
"3590","UBE2I","TOP1"
"3591","UBE2I","TP53"
"3592","UBE2I","TPP1"
"3593","UBE2I","TRAF3"
"3594","UBE2I","TRIM28"
"3595","UBE2I","TRIM33"
"3596","UBE2I","UBA1"
"3597","UBE2I","UBA2"
"3598","UBE2I","UBC"
"3599","UBE2I","UBE2K"
"3600","UBE2I","UBE2V2"
"3601","UBE2I","WRN"
"3602","UBE2I","YY1"
"3603","UBE2I","ZBTB16"
"3604","UBE2I","ZHX1"
"3605","UBE2I","ZMIZ1"
"3606","UBE2I","ZMIZ2"
"3607","UBE2I","ZNF148"
"3608","UQCRQ","BCS1L"
"3609","UQCRQ","COA6"
"3610","UQCRQ","COX4I1"
"3611","UQCRQ","COX5A"
"3612","UQCRQ","COX5B"
"3613","UQCRQ","COX6A1"
"3614","UQCRQ","COX6A1P2"
"3615","UQCRQ","COX6B1"
"3616","UQCRQ","COX6C"
"3617","UQCRQ","COX7A2L"
"3618","UQCRQ","COX7C"
"3619","UQCRQ","COX8A"
"3620","UQCRQ","CYC1"
"3621","UQCRQ","CYCS"
"3622","UQCRQ","GATC"
"3623","UQCRQ","MADD"
"3624","UQCRQ","MT-CO1"
"3625","UQCRQ","MT-CO2"
"3626","UQCRQ","MT-CO3"
"3627","UQCRQ","MT-CYB"
"3628","UQCRQ","MT-ND1"
"3629","UQCRQ","MT-ND2"
"3630","UQCRQ","MT-ND3"
"3631","UQCRQ","MT-ND4"
"3632","UQCRQ","MT-ND4L"
"3633","UQCRQ","MT-ND5"
"3634","UQCRQ","MT-ND6"
"3635","UQCRQ","NDUFA1"
"3636","UQCRQ","NDUFA10"
"3637","UQCRQ","NDUFA11"
"3638","UQCRQ","NDUFA12"
"3639","UQCRQ","NDUFA13"
"3640","UQCRQ","NDUFA2"
"3641","UQCRQ","NDUFA4"
"3642","UQCRQ","NDUFA5"
"3643","UQCRQ","NDUFA6"
"3644","UQCRQ","NDUFA8"
"3645","UQCRQ","NDUFA9"
"3646","UQCRQ","NDUFAB1"
"3647","UQCRQ","NDUFB1"
"3648","UQCRQ","NDUFB10"
"3649","UQCRQ","NDUFB11"
"3650","UQCRQ","NDUFB2"
"3651","UQCRQ","NDUFB3"
"3652","UQCRQ","NDUFB4"
"3653","UQCRQ","NDUFB5"
"3654","UQCRQ","NDUFB6"
"3655","UQCRQ","NDUFB7"
"3656","UQCRQ","NDUFB8"
"3657","UQCRQ","NDUFB9"
"3658","UQCRQ","NDUFC1"
"3659","UQCRQ","NDUFC2-KCTD14"
"3660","UQCRQ","NDUFS1"
"3661","UQCRQ","NDUFS2"
"3662","UQCRQ","NDUFS3"
"3663","UQCRQ","NDUFS4"
"3664","UQCRQ","NDUFS5"
"3665","UQCRQ","NDUFS6"
"3666","UQCRQ","NDUFS7"
"3667","UQCRQ","NDUFS8"
"3668","UQCRQ","NDUFV1"
"3669","UQCRQ","NDUFV2"
"3670","UQCRQ","NDUFV3"
"3671","UQCRQ","PMPCB"
"3672","UQCRQ","SDHA"
"3673","UQCRQ","SDHB"
"3674","UQCRQ","SDHC"
"3675","UQCRQ","SDHD"
"3676","UQCRQ","TAF7"
"3677","UQCRQ","UQCR10"
"3678","UQCRQ","UQCR11"
"3679","UQCRQ","UQCRB"
"3680","UQCRQ","UQCRC1"
"3681","UQCRQ","UQCRC2"
"3682","UQCRQ","UQCRFS1P1"
"3683","UQCRQ","UQCRHL"
