"","logFC","logCPM","PValue","qval"
"LRBA",-11.6661969378929,4.89098902492958,6.4335493188215e-11,1.7938119597319e-10
"BAZ1A",2.06776307608517,8.06489327333251,0.0170957967392608,0.00946635777236587
"COPS8",2.29128908351918,7.82921206912366,0.00881162691311833,0.00515227057678922
"CCDC69",-4.12069314668652,4.33956438418616,3.8363294678304e-05,3.24681829063385e-05
"TTC37",-3.55491877719999,5.3135026006481,0.000167721386818074,0.000130395280499156
"CEP290",10.9602535955847,7.35544589381746,1.14407819995196e-14,3.65012937206813e-13
"SLC5A3",-12.7511068224452,5.96916399336875,6.24727051275786e-13,4.98921841484163e-12
"RCSD1",4.04682868011725,5.88929409204643,2.34471922736362e-05,2.02767250294443e-05
"LRIG2",-8.44153737872533,1.77217509498655,2.84132996289398e-05,2.43415249407084e-05
"PNP",-9.64228001724816,2.90628879083562,2.75404304515074e-07,3.10176792366044e-07
"FOXJ3",-10.3520711524646,3.59587067546594,1.58662693819906e-08,2.22248791464566e-08
"INPP5F",4.08065191025457,5.85741419858179,2.0934043250936e-05,1.82463713525181e-05
"CD3E",-6.03331435714869,-0.201248667359454,0.0327642507582027,0.0170755083075983
"OSTC",-4.99450865702491,7.68689766859517,4.52990179111669e-07,4.92463052150913e-07
"TSEN15",13.6851757854936,6.9008999938823,1.13012799950523e-14,3.62429404254341e-13
"LTN1",-8.99123457491523,2.28472747273873,3.6951379299003e-06,3.5734649569776e-06
"TYW1",-7.54243852526941,0.970790806906235,0.0005999199118052,0.000430273855185101
"SMC5",-3.28190459787033,7.97044697690091,0.000318551714713785,0.000236799618330069
"TOP1",-3.13527343862526,6.0230147153637,0.000598250090373877,0.000429155332510184
"MAP3K3",11.0823907147992,4.31632599663598,7.53247719582451e-10,1.44422312405897e-09
"SREBF2",-2.4017786646361,2.99880241373317,0.0123151930380337,0.00702289388299283
"C1orf174",2.63100871712485,6.88817827514417,0.00310993944370169,0.00198437286220654
"SPOUT1",6.2826059787003,5.15057469723521,2.19395076649453e-08,2.99109603578311e-08
"CCDC167",-9.58285501781673,2.84904662250133,3.48016777670608e-07,3.86268066771217e-07
"KIFBP",-7.41193083351647,0.859534048462112,0.000900683527571793,0.000629680825302444
"SGMS1",-9.78094208490587,3.04019032716334,1.59000103780983e-07,1.86020552906462e-07
"INF2",2.22898621648852,3.52841126939057,0.0155276064551965,0.0086783158918441
"TATDN3",-3.25877407443811,6.61954119558471,0.000371865235542749,0.000274026392055446
"EEF1AKMT2",-13.9573828651961,7.17204554135557,3.49314499952262e-15,1.77597091999067e-13
"H2AC18",-3.74395956761118,4.59556177036174,0.00011416208212336,9.11316115182208e-05
