,stage2,stage3
ENSG00000006453.13,356.6938776,0.025641026
ENSG00000006459.10,544.4489796,165.8112061
ENSG00000006530.15,0.020408163,285.7323837
ENSG00000006576.16,1125.979592,229.1052232
ENSG00000006607.13,1379.571429,116.5308642
ENSG00000006625.17,0.142857143,0.037986705
ENSG00000006634.7,139.5038776,289.3880703
ENSG00000006652.13,1123.816327,353.531434
ENSG00000006695.10,250.1020408,97.52611586
ENSG00000006712.14,578.1836735,523.710921
ENSG00000006715.15,0.673469388,261.2864198
ENSG00000006744.18,0.12244898,159.8096866
ENSG00000006831.9,0.285714286,39.56049382
ENSG00000007080.10,7.632653061,1.483950617
ENSG00000007168.12,403.0204082,380.0283001
ENSG00000007202.14,0.081632653,0.04691358
ENSG00000007237.18,0.326530612,0.012345679
ENSG00000007255.10,567.244898,0.091358025
ENSG00000007306.14,158.1428571,0.025641026
ENSG00000007312.12,1121.44898,651.0622981
ENSG00000007341.18,63.69387755,126.8790123
ENSG00000007350.16,0.020408163,0.022222222
ENSG00000007392.16,1.244897959,547.1977209
ENSG00000007520.3,896.482449,0.158024691
ENSG00000007541.16,0.408163265,48.13333333
ENSG00000007545.15,219.4285714,19.35802469
ENSG00000007923.15,2.102040816,0.290883191
ENSG00000007944.14,325.6326531,271.6560304
ENSG00000008018.8,2590.061224,2317.723647
ENSG00000008083.13,373.6734694,543.1557456
ENSG00000008086.11,1.346938776,0.132763533
ENSG00000008128.22,672.6402041,354.7726724
ENSG00000008130.15,0.326530612,60.6148148
ENSG00000008256.15,2.285714286,0.171320038
ENSG00000008282.8,151.8367347,1118.330864
ENSG00000008294.20,633.3061224,728.5612535
ENSG00000008300.16,0.040816327,0.044444444
ENSG00000008324.11,313.4489796,713.6719848
ENSG00000008394.12,0.040816327,0.088888889
ENSG00000008405.11,1.326530612,0.267616334
ENSG00000008513.14,0.530612245,103.8433049
ENSG00000008517.16,258.8979592,848.043115
ENSG00000008710.19,0.064897959,16.86106363
ENSG00000008838.19,0.551020408,92.59525165
ENSG00000008952.16,2645.938776,1256.62982
ENSG00000008988.9,13569.55673,6019.970342
ENSG00000009307.15,1323.632653,1837.238177
ENSG00000009335.17,0.183673469,415.9555556
ENSG00000009413.15,821.7346939,1128.080864
ENSG00000009780.15,1009,248.8355176
ENSG00000009790.14,0.12244898,73.23582146
ENSG00000009844.15,2940.22449,602.74283
ENSG00000009954.10,727.8979592,530.2526116
ENSG00000010017.12,116.7142857,0.406267806
ENSG00000010072.15,52.20408163,0.025641026
ENSG00000010165.19,0.040816327,1.530864198
ENSG00000010219.13,0.020408163,0.139221273
ENSG00000010244.18,2649.660816,1167.099145
ENSG00000010256.10,1476.938776,151.0007597
ENSG00000010270.13,1187.959184,56.55213674
ENSG00000010278.12,1.244897959,32.38005698
ENSG00000010292.12,29.18367347,241.5234568
ENSG00000010295.19,0.081632653,0.088888889
ENSG00000010322.15,0.020408163,372.4945869
ENSG00000010404.17,546.3404082,2589.33423
ENSG00000010610.9,1.142857143,0.453751187
ENSG00000010671.15,77.93877551,1262.988604
ENSG00000010810.17,5.285714286,1039.302184
ENSG00000010818.9,195.5246939,2302.533987
ENSG00000011007.12,1.673469388,143.3956315
ENSG00000011009.10,0.265306122,23.56790124
ENSG00000011021.21,7.959183673,0.025641026
ENSG00000011052.21,20.29469388,0.254875594
ENSG00000011114.14,189.4285714,95.79221272
ENSG00000011132.11,0.020408163,14.64444444
ENSG00000011198.7,0.020408163,0.95308642
ENSG00000011243.17,0.020408163,22.64911111
ENSG00000011258.15,0.040816327,0.266666667
ENSG00000011260.13,16.93877551,1340.88585
ENSG00000011275.18,201.9387755,2356.123457
ENSG00000011295.15,559.5714286,1.37037037
ENSG00000011304.19,283.4897959,5.965811966
ENSG00000011405.13,0.06122449,69.21272554
ENSG00000011422.11,3.918367347,535.42868
ENSG00000011454.16,0.06122449,3.666666667
ENSG00000011523.13,0.163265306,0.160493827
ENSG00000011590.13,196.5714286,118.2271605
ENSG00000011600.11,1.734693878,0.421652422
ENSG00000011638.10,849.3265306,52.21766382
ENSG00000012061.15,104.2634694,293.0300095
ENSG00000012124.16,317.755102,66.96638178
ENSG00000012660.13,881.6326531,375.7504273
ENSG00000012779.10,0.142857143,339.6649571
ENSG00000012822.15,169.2244898,0.066666667
ENSG00000012963.14,962.122449,247.3963438
ENSG00000012983.11,258.877551,293.5920228
ENSG00000013275.7,452.4489796,618.3616333
ENSG00000013288.8,211.877551,210.5358025
ENSG00000013306.15,495.5510204,179.4712251
ENSG00000013364.18,41.85714286,0.175118709
ENSG00000013374.15,211.3877551,281.6115859
ENSG00000013375.15,0.306122449,0.095726496
ENSG00000013441.15,3700.142857,3609.094967
ENSG00000013561.17,1.040816327,0.279012346
ENSG00000013573.16,459.7318367,47.47609875
ENSG00000013588.7,0.081632653,0.024691358
ENSG00000013725.14,0.408163265,0.877872745
ENSG00000013810.18,615.4081633,268.0339981
ENSG00000014123.9,11.2244898,181.1703704
ENSG00000014216.15,0.285714286,0.066666667
ENSG00000014641.17,398.7755102,839.9018043
ENSG00000014824.13,23.36734694,48.68983856
ENSG00000014919.12,145.3061224,293.2098765
ENSG00000015133.18,4.591836735,170.1707502
ENSG00000015153.14,35.14285714,440.2360874
ENSG00000015171.19,1.183673469,26.87654321
ENSG00000015285.10,37.44897959,2.454700855
ENSG00000015475.18,833.7142857,584.1306741
ENSG00000015479.18,1407.628776,654.9099335
ENSG00000015568.12,209.2189796,101.328321
ENSG00000015676.17,122.8979592,28.06666667
ENSG00000016391.10,0.081632653,0.024691358
ENSG00000016864.18,14.28571429,3.219183286
ENSG00000017260.19,177.6734694,43.49290597
ENSG00000017427.15,0.020408163,0.099145299
ENSG00000017797.12,0.448979592,473.2535612
ENSG00000018189.12,1494.510204,1317.222602
ENSG00000018280.16,0.020408163,0.130864197
ENSG00000018408.14,24.41673469,5.777230769
ENSG00000018510.13,249.8367347,111.6624881
ENSG00000018610.13,0.142857143,163.2567901
ENSG00000018699.11,61.87755102,8.204938272
ENSG00000019582.14,138856.5714,86123.44636
ENSG00000019995.6,249.2334694,4.357844254
ENSG00000020129.15,0.020408163,0.088888889
ENSG00000020426.10,0.244897959,363.0165244
ENSG00000020577.13,0.020408163,0.088888889
ENSG00000020633.18,679.3061224,1991.951567
ENSG00000020922.12,0.428571429,340.8358973
ENSG00000021355.12,260.3673469,331.1716999
ENSG00000021574.11,110.3877551,0.391642925
ENSG00000021776.10,55.69387755,0.251851852
ENSG00000022277.12,181.2857143,20.69724597
ENSG00000022840.15,471.244898,158.9293447
ENSG00000023041.11,0.265306122,0.307369421
ENSG00000023191.16,39.53061224,10.07008547
ENSG00000023228.13,43.46938776,213.2790123
ENSG00000023287.12,286.1020408,316.2638177
ENSG00000023318.7,792.8367347,626.7071226
ENSG00000023330.14,833.7755102,79.27901236
ENSG00000023445.13,12633.16327,9066.064198
ENSG00000023516.8,2405.244898,211.1941121
ENSG00000023572.8,0.163265306,6.00493827
ENSG00000023608.4,323.8065306,0.056790123
ENSG00000023697.12,0.285714286,0.044444444
ENSG00000023734.10,702.3265306,757.2176638
ENSG00000023892.10,0.081632653,106.8026591
ENSG00000023902.13,54.83673469,319.9538461
ENSG00000023909.9,0.06122449,129.5792972
ENSG00000024048.10,163.9183673,56.35897437
ENSG00000024862.17,0.448979592,0.372839506
ENSG00000025156.12,0.020408163,405.965432
ENSG00000025293.16,1314.244898,300.1796771
ENSG00000025708.13,107.6718367,115.8174739
ENSG00000025770.18,0.06122449,0.333333333
ENSG00000025772.7,0.040816327,0.254320988
ENSG00000025796.13,223.4877551,962.4396811
ENSG00000025800.13,748.1689796,877.4102563
ENSG00000026025.15,5256.864286,6061.373789
ENSG00000026103.21,1.632653061,269.8355176
ENSG00000026297.15,2734.530612,904.7405507
ENSG00000026508.17,3939.387755,4481.415005
ENSG00000026751.16,1488.938776,712.305793
ENSG00000026950.16,13.91836735,52.20778726
ENSG00000027075.14,2.285714286,2.363532764
ENSG00000027697.13,28.10204082,403.8792023
ENSG00000027869.11,0.224489796,34.95897435
ENSG00000028116.16,4.102040816,2.763152896
ENSG00000028137.18,2258.102041,110.7861348
ENSG00000028203.17,788.1020408,344.8093068
ENSG00000028277.21,104.6326531,680.6123457
ENSG00000028310.17,8.367346939,0.204938272
ENSG00000028528.14,1.326530612,353.0942071
ENSG00000028839.9,0.489795918,44.99753085
ENSG00000029363.16,781.8720408,3694.382302
ENSG00000029364.11,118.3673469,0.775308642
ENSG00000029534.19,151.9795918,0.047863248
ENSG00000029639.10,225.6326531,1.911111111
ENSG00000029725.16,550.6734694,924.5160494
ENSG00000029993.14,41.30612245,0.074074074
ENSG00000030066.13,45.26530612,80.35555557
ENSG00000030419.16,73.32653061,1.48622982
ENSG00000030582.17,25.02040816,3.660588793
ENSG00000031003.10,562.3877551,247.8370655
ENSG00000031698.12,3.551020408,880.9982907
ENSG00000032219.18,586.2040816,794.0531814
ENSG00000032389.12,0.489795918,76.57644825
ENSG00000032444.15,0.020408163,0.04691358
ENSG00000033011.11,0.040816327,0.150427351
ENSG00000033030.13,237.3265306,22.06704653
ENSG00000033050.7,77.75510204,28.58347578
ENSG00000033100.16,0.040816327,112.4755043
ENSG00000033170.16,35.8244898,424.0942071
ENSG00000033178.12,2143.061224,1358.489839
ENSG00000033800.13,1029.101224,112.7068471
ENSG00000033867.16,435.9591837,3.312060779
ENSG00000034053.14,0.020408163,0.022222222
ENSG00000034152.18,12.2244898,133.7392213
ENSG00000034510.5,8709.142857,3507.268946
ENSG00000034533.11,0.142857143,0.191234568
ENSG00000034677.12,36.26857143,661.1639125
ENSG00000034693.14,1,27.47008547
ENSG00000034713.7,1631.204082,465.0157645
ENSG00000035115.21,0.040816327,5.828110161
ENSG00000035141.7,468.8477551,403.3508074
ENSG00000035403.17,74.10204082,0.060208927
ENSG00000035499.12,0.040816327,0.022222222
ENSG00000035664.11,0.020408163,0.498195632
ENSG00000035681.7,0.06122449,318.3099715
ENSG00000035687.9,27.46938776,195.225641
ENSG00000035720.7,1479.387755,59.73067425
ENSG00000035862.12,0.020408163,0.462419753
ENSG00000035928.15,54.55102041,87.82773028
ENSG00000036054.12,0.87755102,278.279962
ENSG00000036257.12,1060.848163,556.526264
ENSG00000036549.12,76.65306122,0.044444444
ENSG00000037241.7,294.8428571,307.1559829
ENSG00000037474.14,1195.408163,0.566381766
ENSG00000037637.10,182.0204082,0.227160494
ENSG00000037757.13,62.32653061,5.679012347
ENSG00000037897.16,2.408163265,0.381196581
ENSG00000038002.8,0.367346939,2.123836657
ENSG00000038210.12,2.612244898,115.4957265
ENSG00000038219.12,1297.163265,2180.712441
ENSG00000038274.16,3051.530612,1134.255081
ENSG00000038358.14,65.84897959,0.222222222
ENSG00000038382.18,379.9183673,5.434567902
ENSG00000039123.15,495.4818367,740.5990939
ENSG00000039319.16,1.489795918,128.1815764
ENSG00000039523.19,102.1428571,240.0977151
ENSG00000040341.17,0.326530612,0.09382716
ENSG00000040633.12,32.95918367,3.643684711
ENSG00000040933.15,0.163265306,0.279012346
ENSG00000041357.15,2032.734694,1176.096106
ENSG00000041802.10,0.408163265,41.88490028
ENSG00000041988.15,4.632653061,0.862962963
ENSG00000042062.11,0.020408163,0.022222222
ENSG00000042088.13,0.142857143,0.403418803
ENSG00000042286.14,98.87755102,0.177777778
ENSG00000042429.11,0.142857143,95.64465336
ENSG00000042493.15,544.7346939,204.440076
ENSG00000042753.11,308.8571429,78.58708452
ENSG00000042980.12,1520.938776,2886.673125
ENSG00000043093.13,2161.285714,741.7143398
ENSG00000043143.20,0.081632653,618.8301995
ENSG00000043462.11,0.448979592,1.235517569
ENSG00000043591.5,0.06122449,0.086419753
ENSG00000044012.3,43.16326531,0.025641026
ENSG00000044115.20,168.5714286,21.58803419
ENSG00000044574.7,3095.442857,572.7689117
ENSG00000046651.14,594.0408163,1594.493637
ENSG00000046653.14,0.428571429,0.256410256
ENSG00000047056.14,105.9183673,105.8888889
ENSG00000047188.15,718.1836735,825.9219372
ENSG00000047230.14,561.8163265,0.022222222
ENSG00000047249.17,0.163265306,0.460208927
ENSG00000047315.15,69.49714286,541.73868
ENSG00000047346.12,781.755102,497.9889838
ENSG00000047365.11,0.387755102,887.2586894
ENSG00000047410.13,682.7226531,3036.008044
ENSG00000047578.12,0.020408163,0.022222222
ENSG00000047579.19,1.06122449,14.27901235
ENSG00000047644.18,0.367346939,0.150997151
ENSG00000047849.21,177.1020408,24.04843305
ENSG00000047932.13,0.473673469,382.868376
ENSG00000048028.11,22.14285714,133.4666667
ENSG00000048052.21,31.87755102,46.65982905
ENSG00000048162.20,45.66795918,85.25052232
ENSG00000048392.11,734.2244898,1.148148148
ENSG00000048405.9,8.12244898,401.57132
ENSG00000048462.10,0.06122449,0.399810067
ENSG00000048471.13,619.3673469,13.74074074
ENSG00000048544.5,0.12244898,83.07654321
ENSG00000048649.13,406.7665306,800.0661062
ENSG00000048707.13,0.224489796,4.422222223
ENSG00000048740.18,1075.428571,510.0562204
ENSG00000048828.16,681.1020408,552.5517569
ENSG00000048991.16,0.306122449,0.234947768
ENSG00000049239.12,49.59183673,46.18803418
ENSG00000049245.12,0.530612245,2.249382716
ENSG00000049246.14,0.026326531,0.025641026
ENSG00000049247.13,0.565510204,0.079012346
ENSG00000049249.8,0.755102041,0.537132004
ENSG00000049449.8,3.510204082,216.5793428
ENSG00000049541.10,0.183673469,0.362962963
ENSG00000049618.22,3205.612245,708.2548908
ENSG00000049656.13,0.081632653,1.726875593
ENSG00000049759.17,222.877551,0.19297246
ENSG00000049860.13,19.55102041,10.35194682
ENSG00000049883.14,0.020408163,0.255270655
ENSG00000050130.17,0.714285714,20.81234568
ENSG00000050327.14,0.06122449,0.230769231
ENSG00000050393.11,0.122040816,0.202469136
ENSG00000050405.13,1396,0.227540361
ENSG00000050426.15,0.020408163,0.059259259
ENSG00000050438.16,0.040816327,0.082431149
ENSG00000050730.15,0.224489796,0.819373219
ENSG00000050748.17,0.12244898,0.069135802
ENSG00000051009.10,1092.734694,3.955555557
ENSG00000051108.14,9326.306122,8173.697436
ENSG00000051341.13,0.020408163,0.022222222
ENSG00000051382.8,196.4489796,0.213675214
ENSG00000051523.10,260.9591837,107.7363723
ENSG00000051596.9,1251.327551,21.86676164
ENSG00000051620.10,0.224489796,450.0676163
ENSG00000051825.14,0.12244898,0.414814815
ENSG00000052126.14,0.081632653,0.177777778
ENSG00000052723.11,235.6938776,1.509591643
ENSG00000052749.13,43.26530612,240.911491
ENSG00000052795.12,1.102040816,0.164862298
ENSG00000052802.12,1325.632653,0.735042735
ENSG00000052841.14,482.3469388,243.7377018
ENSG00000053254.15,739.4585714,442.0494795
ENSG00000053371.12,46.75510204,0.275973409
ENSG00000053372.4,0.183673469,79.33333333
ENSG00000053501.12,276.9591837,216.4336182
ENSG00000053524.12,0.020408163,2.490788224
ENSG00000053770.11,924.8571429,21.82222222
ENSG00000053900.10,0.265306122,46.16296296
ENSG00000054116.11,0.06122449,59.15555557
ENSG00000054118.13,4728.481224,1853.822769
ENSG00000054148.17,908.0816327,234.1177588
ENSG00000054219.10,0.163265306,0.27654321
ENSG00000054267.21,2900.786939,1532.132148
ENSG00000054277.13,89.97959184,148.7160494
ENSG00000054282.15,63.48979592,163.8082488
ENSG00000054523.17,15.04081633,0.135802469
ENSG00000054611.13,419.7346939,0.044444444
ENSG00000054654.16,1359.734694,1032.036847
ENSG00000054965.10,0.040816327,0.260208927
ENSG00000054967.12,80.86673469,48.24724596
ENSG00000054983.16,2.06122449,753.9530864
ENSG00000055044.10,5895.714286,2155.496866
ENSG00000055070.16,0.224489796,76.01329536
ENSG00000055130.15,733.7346939,561.945679
ENSG00000055163.19,17.40816327,548.9810065
ENSG00000055208.18,855.2040816,2580.984615
ENSG00000055211.12,217.2857143,279.6510921
ENSG00000055332.16,12.53061224,1088.426401
ENSG00000055483.19,234.0204082,261.9781576
ENSG00000055609.17,388.8367347,407.4431149
ENSG00000055917.15,1218.877551,1028.902944
ENSG00000055950.16,974.5510204,101.0733998
ENSG00000056050.6,1172.265306,0.504653371
ENSG00000056097.15,565,131.6710352
ENSG00000056558.10,188.8979592,975.7604938
ENSG00000056586.15,759.1020408,136.8472934
ENSG00000056972.18,0.469387755,0.111111111
ENSG00000057252.12,248.9591837,9.21614435
ENSG00000057608.16,2892.692041,914.4708642
ENSG00000057657.15,2374.469388,1564.640646
ENSG00000057663.14,386.6734694,158.862868
ENSG00000057704.12,0.040816327,1.090788224
ENSG00000057757.9,0.142857143,128.3253561
ENSG00000057935.13,0.081632653,0.073504274
ENSG00000058063.15,18.71285714,1118.057028
ENSG00000058091.16,0.489795918,0.034567901
ENSG00000058262.9,353.3091837,76.55962963
ENSG00000058272.16,950.6530612,141.4634378
ENSG00000058600.15,910.3877551,317.6208927
ENSG00000058668.14,0.285714286,0.632098766
ENSG00000058673.16,2168.624082,755.673922
ENSG00000058729.10,701.8571429,0.358024691
ENSG00000058799.14,79.51020408,0.044444444
ENSG00000058804.11,3.836734694,65.95422602
ENSG00000059377.16,0.040816327,134.0493827
ENSG00000059378.12,0.06122449,119.7703704
ENSG00000059573.8,661.7755102,0.160493827
ENSG00000059588.9,58.30612245,242.9654321
ENSG00000059728.10,4.469387755,4.306068375
ENSG00000059758.7,2.408163265,114.4567901
ENSG00000059769.19,0.06122449,76.07255462
ENSG00000059804.15,2598.724286,1376.518537
ENSG00000060069.16,0.06122449,149.7382716
ENSG00000060138.12,39.85714286,226.4482431
ENSG00000060237.16,233.7959184,690.2161443
ENSG00000060339.13,702.4285714,202.2826211
ENSG00000060491.16,0.367346939,0.120417854
ENSG00000060558.3,0.020408163,0.083950617
ENSG00000060688.12,1.142857143,170.7061728
ENSG00000060749.14,0.530612245,0.022222222
ENSG00000060762.18,550.6326531,198.4041785
ENSG00000060971.17,108.707551,0.294776828
ENSG00000060982.14,0.795918367,0.173789174
ENSG00000061273.17,148.7755102,90.7925926
ENSG00000061656.9,0.163265306,0.208357075
ENSG00000061794.12,10,0.758024691
ENSG00000061936.9,46.26530612,2.69382716
ENSG00000061938.17,302.122449,0.022222222
ENSG00000061987.15,2.87755102,1531.923837
ENSG00000062194.15,6185.55102,1767.245774
ENSG00000062282.14,43.57142857,0.05691358
ENSG00000062485.18,0.571428571,348.5206078
ENSG00000062582.13,100.8571429,114.0809117
ENSG00000062598.17,5.979591837,160.2296296
ENSG00000062650.18,493.1836735,710.4653372
ENSG00000062716.12,878.1428571,48.03076924
ENSG00000062725.9,0.020408163,73.17891736
ENSG00000063046.17,2437.718367,6282.618036
ENSG00000063177.12,2482.204082,4699.470086
ENSG00000063241.7,0.020408163,0.022222222
ENSG00000063244.12,0.326530612,29.87008547
ENSG00000063245.14,0.040816327,0.044444444
ENSG00000063322.13,277.6530612,0.160493827
ENSG00000063587.13,0.224489796,48.33770181
ENSG00000063601.16,0.06122449,264.2900285
ENSG00000063854.12,189.6122449,276.6017094
ENSG00000063978.15,65.02040816,321.297246
ENSG00000064012.21,1.020408163,150.4636278
ENSG00000064102.14,210,0.317758784
ENSG00000064115.10,0.020408163,0.496296296
ENSG00000064225.12,0.020408163,0.024691358
ENSG00000064313.11,199.8163265,35.13865147
ENSG00000064393.15,1017.285714,1632.152137
ENSG00000064419.13,4.673469388,14.7308642
ENSG00000064490.13,515.694898,0.412345679
ENSG00000064547.13,0.040816327,18.47103514
ENSG00000064601.16,0.224489796,0.486419753
ENSG00000064607.16,0.040816327,100.1012346
ENSG00000064651.13,3121.734694,2010.498006
ENSG00000064666.14,185.9546939,615.7606743
ENSG00000064687.12,0.020408163,2.345679012
ENSG00000064703.11,321.0204082,1.223931624
ENSG00000064726.9,503.4897959,30.70712251
ENSG00000064763.10,0.040816327,0.726
ENSG00000064886.13,0.285714286,0.307692308
ENSG00000064932.15,0.306122449,0.056790123
ENSG00000064933.17,122.8367347,0.624691358
ENSG00000064961.18,0.102040816,0.088888889
ENSG00000064995.16,1369.142857,411.5849952
ENSG00000065000.15,0.673469388,319.037037
ENSG00000065029.14,0.06122449,6.514529916
ENSG00000065057.7,0.020408163,0.022222222
ENSG00000065135.10,2376.122449,1156.6302
ENSG00000065150.18,0.448979592,9.231528966
ENSG00000065154.11,562.1632653,47.35897437
ENSG00000065183.15,0.12244898,14.92839506
ENSG00000065243.19,179.4897959,135.6
ENSG00000065268.10,0.102040816,475.4123457
ENSG00000065308.4,4.693877551,193.7160494
ENSG00000065357.19,0.020408163,1.244444444
ENSG00000065361.14,0.224489796,0.012345679
ENSG00000065413.18,177.7142857,1266.966952
ENSG00000065427.14,447.4489796,480.1337131
ENSG00000065457.10,0.040816327,0.012345679
ENSG00000065485.19,2.816326531,0.113010446
ENSG00000065491.8,0.102040816,0.037037037
ENSG00000065518.7,74.53040816,604.8593732
ENSG00000065526.10,222.5714286,1732.481291
ENSG00000065534.18,0.020408163,0.012345679
ENSG00000065548.17,954.1428571,2516.534283
ENSG00000065559.14,350.6938776,403.4528014
ENSG00000065600.12,849.5510204,0.044444444
ENSG00000065613.13,4.020408163,54.53789174
ENSG00000065615.13,0.755102041,23.07483381
ENSG00000065665.20,0.020408163,0.022222222
ENSG00000065675.14,362.7755102,0.180246914
ENSG00000065802.11,0.183673469,9.089838557
ENSG00000065809.13,5195.571429,2886.330294
ENSG00000065882.15,0.12244898,7.414814814
ENSG00000065883.14,70.95918367,547.1604938
ENSG00000065911.11,1196.947347,391.4191833
ENSG00000065923.9,10.83673469,7.022222223
ENSG00000065978.18,5525.876122,3631.678152
ENSG00000065989.15,90.40816327,2.59354226
ENSG00000066027.11,0.06122449,67.15289649
ENSG00000066044.14,52.40816327,42.67692309
ENSG00000066084.12,0.040816327,68.20569802
ENSG00000066117.14,1.795918367,121.1333333
ENSG00000066135.12,111.3297959,6.725925926
ENSG00000066136.20,2.326530612,84.95220514
ENSG00000066279.17,1.653061224,0.179487179
ENSG00000066294.14,3.346938776,150.77151
ENSG00000066322.14,11.44897959,16.13580247
ENSG00000066336.11,0.040816327,10.07901235
ENSG00000066379.14,247.4271429,45.86675024
ENSG00000066422.4,0.224489796,49.87027541
ENSG00000066427.21,10.10306122,916.9310198
ENSG00000066455.12,0.06122449,254.4207028
ENSG00000066557.5,54.63265306,82.91794872
ENSG00000066583.11,0.571428571,90.37037037
ENSG00000066651.18,13.08163265,257.0075973
ENSG00000066654.13,1169.857143,1231.204179
ENSG00000066697.14,19.42857143,289.1416904
ENSG00000066739.11,0.142857143,70.46305792
ENSG00000066777.8,91.36734694,201.1585945
ENSG00000066855.15,0.020408163,10.928585
ENSG00000066923.17,376.1740816,353.8599866
ENSG00000066926.10,0.081632653,0.07008547
ENSG00000066933.15,65,133.1337132
ENSG00000067048.16,0.040816327,173.4567901
ENSG00000067057.16,33.36734694,0.165432099
ENSG00000067064.10,1450.606735,1398.87207
ENSG00000067066.16,1336.795918,2002.875024
ENSG00000067082.14,5500.326531,3147.439506
ENSG00000067113.16,209.6610204,1.038702754
ENSG00000067167.7,1222.163265,2896.260589
ENSG00000067182.7,0.551020408,0.075973409
ENSG00000067191.15,0.020408163,0.022222222
ENSG00000067208.14,357.2653061,376.8180438
ENSG00000067225.17,1002.428571,102.3853751
ENSG00000067248.9,216.4081633,746.4972458
ENSG00000067334.13,2108.714286,2168.51453
ENSG00000067369.13,611.8020408,295.7576543
ENSG00000067533.5,426.244898,334.0617284
ENSG00000067560.10,2994.591837,1744.500285
ENSG00000067596.10,422.0204082,0.197530864
ENSG00000067646.11,0.020408163,0.044444444
ENSG00000067704.9,67.40816327,74.18898385
ENSG00000067715.13,7.775510204,0.024691358
ENSG00000067829.18,452.2816327,2.050522317
ENSG00000067900.7,965.122449,2426.418613
ENSG00000067955.13,1.102040816,741.68604
ENSG00000067992.12,0.102040816,117.9789174
ENSG00000068024.16,0.040816327,0.562962963
ENSG00000068028.17,289.5,49.25565052
ENSG00000068079.7,343.3061224,0.147008547
ENSG00000068097.14,0.183673469,0.086419753
ENSG00000068120.14,0.081632653,1.533333333
ENSG00000068305.17,860.3022449,30.22731244
ENSG00000068308.13,0.183673469,106.2374169
ENSG00000068323.16,0.244897959,0.075973409
ENSG00000068354.15,0.979591837,186.3950617
ENSG00000068366.19,0.408163265,139.165812
ENSG00000068383.18,36.08163265,201.2810921
ENSG00000068394.10,0.183673469,112.6049383
