"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000139505.11",203.587312361422,11.3884671335972,1.88408119790883,6.04457342190845,1.49805822997731e-09,4.51493091841956e-08
"ENSG00000106211.8",23.634081077675,-5.66925312624412,0.938314990963325,-6.04195092356327,1.52261784060758e-09,4.56147129135312e-08
"ENSG00000143727.15",63.3987896176746,5.72453114340709,0.949153618236691,6.03119561830461,1.62751034015509e-09,4.84668704273567e-08
"ENSG00000163728.10",147.93781688798,10.872645551928,1.80899151276398,6.01033530296425,1.85140008331751e-09,5.48080154842455e-08
"ENSG00000269893.6",628.761534128421,6.76279985010269,1.12679344060269,6.00180974295117,1.95130269595604e-09,5.74256905168709e-08
"ENSG00000197943.9",29.9329870666098,7.59145370946514,1.26727424051627,5.99037956170601,2.09351862723893e-09,6.12507233454758e-08
"ENSG00000159461.14",1823.10809767972,4.60317552366261,0.768601406678158,5.98902823188577,2.11098521721462e-09,6.14026688472369e-08
"ENSG00000077147.14",11.8493457641639,-7.00246295005328,1.17160910997426,-5.97679114172057,2.27575659642829e-09,6.5812776022721e-08
"ENSG00000105939.12",864.580850019327,4.54971443526218,0.76215066752595,5.96957350969881,2.37874569390973e-09,6.83171540048344e-08
"ENSG00000112339.14",26.8633642484708,6.28719844111313,1.05333919093639,5.96882608680303,2.38966659021507e-09,6.83171540048344e-08
"ENSG00000177455.12",28.1500322935557,10.2990818966752,1.7278104859561,5.96077057083961,2.51051240735193e-09,7.13641680339868e-08
"ENSG00000114423.18",27.2313553044145,-5.9883025005898,1.00866871516545,-5.93683774519322,2.90571975192387e-09,8.21317283552267e-08
"ENSG00000198814.12",46.3916485035994,-9.84298641442872,1.65939113519165,-5.93168554759812,2.99840460158153e-09,8.42753832680471e-08
"ENSG00000017797.12",117.72951582381,-8.67741306073266,1.46610857993918,-5.91867013089348,3.24555166496436e-09,9.07122624570766e-08
"ENSG00000121210.15",45.3333593326137,11.2918742841657,1.91144754522651,5.90749890697505,3.47340633244021e-09,9.65413993399911e-08
"ENSG00000230989.6",51.551689222851,7.29058881547099,1.23653989740683,5.89595922522212,3.72510959961815e-09,1.02965322248009e-07
"ENSG00000205531.12",186.042942403329,7.27085101958457,1.23632213995277,5.88103277019881,4.07714426658417e-09,1.12076663547915e-07
"ENSG00000138757.14",828.521930594462,5.41266650503281,0.920843703881698,5.87794267606588,4.15396706502331e-09,1.1356446571755e-07
"ENSG00000165672.6",30.8310692728794,5.24831804689365,0.893878659103448,5.87139875579719,4.32133468044657e-09,1.17498029381925e-07
"ENSG00000077238.13",54.7013002231826,9.56247007930248,1.63047124699799,5.86485048228161,4.49537593695921e-09,1.21569544933011e-07
"ENSG00000113648.16",59.0853534814134,7.18352631091718,1.22528941853771,5.86271798502116,4.5535123243157e-09,1.2247968902447e-07
"ENSG00000129657.14",207.996665847989,8.915465009937,1.52453999283675,5.84797056937011,4.97606564627446e-09,1.3312971352038e-07
"ENSG00000023909.9",12.9631152290964,-10.4562301212076,1.78915808369014,-5.84421813618708,5.08953001282974e-09,1.35441056671208e-07
"ENSG00000145779.7",72.1430343418917,6.80188059328291,1.16931395310199,5.81698403173816,5.99188632985695e-09,1.586106206787e-07
"ENSG00000162032.15",48.7189269213751,-8.52827211136642,1.46649622232977,-5.81540680535668,6.04866048251337e-09,1.59270781021128e-07
"ENSG00000112972.14",156.683640978305,7.70775140910457,1.32582138533163,5.8135669663954,6.11554906487799e-09,1.60188963202013e-07
"ENSG00000138758.11",91.8740743519639,7.7832733265121,1.3393234095824,5.81134718532168,6.19720880974232e-09,1.61482477474692e-07
"ENSG00000166822.12",39.1258261768019,-7.57582578703893,1.30626149312054,-5.79962421531771,6.64636909181015e-09,1.72289039203763e-07
"ENSG00000154473.17",59.0285760377425,5.03173318410953,0.869191443646266,5.78898149641391,7.08144973706488e-09,1.82621098116163e-07
"ENSG00000106399.11",58.9662876183056,6.91837440472835,1.1965925255173,5.78172958395966,7.39364895146255e-09,1.88919216528309e-07
"ENSG00000185862.6",160.961489610933,5.47335915687484,0.946692758945578,5.78155806639003,7.40119257236628e-09,1.88919216528309e-07
"ENSG00000008517.16",25.8621567063376,3.70142763762683,0.640650263144805,5.77761042266239,7.57689949263576e-09,1.92422477977953e-07
"ENSG00000147872.9",177.506612458061,6.15876910876696,1.06667595551835,5.77379575953235,7.75053761293235e-09,1.95838079179296e-07
"ENSG00000126756.11",71.5507183253181,8.60351301214915,1.49136955939528,5.76886725221729,7.98061360944374e-09,2.00638240643452e-07
"ENSG00000185905.3",1718.55677101356,5.28280283257902,0.918164023365977,5.75365914819047,8.73321543927998e-09,2.18172754013436e-07
"ENSG00000185651.14",312.188548384037,5.86845856830619,1.02006222884803,5.75303976791057,8.76528554001614e-09,2.18172754013436e-07
"ENSG00000281383.1",38.645608733541,-4.19344369553456,0.729320000248676,-5.7497993940996,8.93493997236005e-09,2.21294577632264e-07
"ENSG00000117505.12",54.9894271733219,6.46555418134155,1.12487291834748,5.74780855320078,9.04075190785438e-09,2.22812225591111e-07
"ENSG00000197102.10",36.1370588994919,-7.39405362264457,1.28726566058393,-5.74399974228356,9.24659282918958e-09,2.26768156492331e-07
"ENSG00000089006.16",56.0955557952275,9.128853203314,1.59306305649611,5.73037781906298,1.00207184553354e-08,2.44554411863625e-07
"ENSG00000145349.16",16.19812145702,7.78689909787992,1.35917642003926,5.72913051100093,1.00946709431568e-08,2.45163294799096e-07
"ENSG00000153310.19",716.628699512781,6.76571758021577,1.18207788197833,5.72358021697576,1.043022843946e-08,2.52089047742118e-07
"ENSG00000240230.5",15.8368152439272,7.34701556808753,1.28468993608595,5.71890178455947,1.07214741361563e-08,2.57882380303799e-07
"ENSG00000167515.10",22.7406468765606,8.2279912144597,1.43915624365897,5.71723275406186,1.08272766661983e-08,2.59181173019092e-07
