"","ensembl_gene_id","X","C473","C481","LC03","RC02","RC03","LC01","R03","R02","hgnc_symbol"
"994","ENSG00000136827","ENSG00000136827.11",1,1102.666667,1049.846154,0.1875,917.3076923,45.79310345,80.33333333,530.1298701,"TOR1A"
"995","ENSG00000136888","ENSG00000136888.6",4,3882.6875,13.23076923,998.625,6266.230769,1967,3908.25,2403.493506,"ATP6V1G1"
"996","ENSG00000136897","ENSG00000136897.7",1,154.6666667,0.076923077,671.375,0.692307692,53.72413793,0.416666667,308.6493506,"MRPL50"
"997","ENSG00000136936","ENSG00000136936.10",3394,50.95833333,2,140.3125,0.153846154,232.6896552,0.166666667,373.7922078,"XPA"
"998","ENSG00000136942","ENSG00000136942.14",6689.72,4648.274583,4398.805385,2805.851875,2352.051538,4164.277586,3614.33,2193.35013,"RPL35"
"999","ENSG00000136986","ENSG00000136986.9",1,343.7352083,0.230769231,956,85.69230769,303.0903448,1332.416667,210.1987013,"DERL1"
"1000","ENSG00000137076","ENSG00000137076.20",3320,440.5625,292.4615385,594.125,0.692307692,227.7931034,2.75,309.5064935,"TLN1"
"1001","ENSG00000137100","ENSG00000137100.15",1,1.229166667,0.230769231,63.25,8.692307692,364.9310345,0.166666667,319.5194805,"DCTN3"
"1002","ENSG00000137154","ENSG00000137154.12",6974,19782.84729,15783.76923,8961.1875,14861.07692,13534.21103,16813.16667,18645.54065,"RPS6"
"1003","ENSG00000137265","ENSG00000137265.14",2,1237.645833,1160.769231,1394.9375,0.230769231,1050.862069,2379.5,263.3246753,"IRF4"
"1004","ENSG00000137275","ENSG00000137275.13",1,22.4375,287.7692308,0.375,0.076923077,0.724137931,0.083333333,68.06493506,"RIPK1"
"1005","ENSG00000137502","ENSG00000137502.9",1,1354.0625,1748.153846,147.9375,1.076923077,630.137931,284.25,1527.883117,"RAB30"
"1006","ENSG00000137547","ENSG00000137547.8",1,311.125,0.153846154,503.5625,0.461538462,0.724137931,0.25,294.0649351,"MRPL15"
"1007","ENSG00000137575","ENSG00000137575.11",1,1183.333333,469.3846154,985.5625,3.692307692,2540.137931,2719,2559.467532,"SDCBP"
"1008","ENSG00000137710","ENSG00000137710.14",2,253.125,3.538461538,516.375,0.692307692,372.7217241,0.166666667,252.2207792,"RDX"
"1009","ENSG00000137776","ENSG00000137776.16",2,2159.1875,3276.307692,724.875,26709.30769,1795.275862,1976.916667,1045.38961,"SLTM"
"1010","ENSG00000137815","ENSG00000137815.14",3,240.3125,78.53846154,247.6875,1.307692308,379.4482759,1.333333333,340.974026,"RTF1"
"1011","ENSG00000137818","ENSG00000137818.11",13573,6028.825625,10312.30846,5181.845625,4895.846154,8738.128966,4932.620833,8172.774026,"RPLP1"
"1012","ENSG00000137845","ENSG00000137845.14",1,600.9375,255.3846154,138.0625,3764.692308,430.8965517,1.25,263.7272727,"ADAM10"
"1013","ENSG00000137876","ENSG00000137876.9",4,3438.208333,2217.846154,783.1875,2592.769231,1995.344828,0.916666667,3717.441558,"RSL24D1"
"1014","ENSG00000137970","ENSG00000137970.7",3126.41,1074.973542,566.87,574.49125,827.8653846,1257.602414,180.2241667,1070.304545,"RPL7P9"
"1015","ENSG00000138032","ENSG00000138032.20",2,378.0833333,523.5384615,344.6875,5316,3,0.416666667,157.2857143,"PPM1B"
"1016","ENSG00000138069","ENSG00000138069.16",6523,558.7916667,0.384615385,1166.5425,0.692307692,1082.527586,32.25,538.0622078,"RAB1A"
"1017","ENSG00000138071","ENSG00000138071.13",310,2384.95375,965.7215385,6043.2425,6.307692308,1764.927241,2840.734167,2118.774286,"ACTR2"
"1018","ENSG00000138081","ENSG00000138081.20",1,25.17541667,155.2307692,9.875,1538.973846,591.2868966,418.5833333,326.4803896,"FBXO11"
"1019","ENSG00000138182","ENSG00000138182.14",1,25.08333333,0.076923077,2633.3125,0.230769231,825.6896552,617.5833333,161.3376623,"KIF20B"
"1020","ENSG00000138279","ENSG00000138279.15",1,1189.103958,1.769230769,0.1875,10.07692308,924.4482759,5.75,248.012987,"ANXA7"
"1021","ENSG00000138286","ENSG00000138286.14",3,636.4916667,0.076923077,8.72875,0.153846154,116.8465517,0.25,153.2668831,"FAM149B1"
"1022","ENSG00000138326","ENSG00000138326.18",703,1705.377708,4038.357692,2513.675625,443.3176923,4792.830345,2709.966667,2876.905455,"RPS24"
"1023","ENSG00000138378","ENSG00000138378.17",15,27.35416667,1.846153846,4.1875,4.307692308,124.0689655,0.916666667,201.5324675,"STAT4"
"1024","ENSG00000138385","ENSG00000138385.15",14415,2210.710208,2906,1943.6425,2259.762308,2105.474138,3.333333333,2048.177403,"SSB"
"1025","ENSG00000138398","ENSG00000138398.15",34,1060.166667,3968.615385,282.5,1298.769231,763.4137931,1514.416667,1632.025974,"PPIG"
"1026","ENSG00000138433","ENSG00000138433.15",2,117.6458333,0.076923077,273.3125,0.615384615,368.6896552,0.083333333,556.6753247,"CIR1"
"1027","ENSG00000138495","ENSG00000138495.6",3558,1606.375,276.6153846,1219.8125,853.9230769,1275.151379,2584.890833,1166.116883,"COX17"
"1028","ENSG00000138496","ENSG00000138496.16",5,881.5,0.461538462,248.5625,34.46153846,124.2075862,559.0833333,178.2857143,"PARP9"
"1029","ENSG00000138592","ENSG00000138592.13",2,127.4583333,189.0769231,7,52.38461538,212.3103448,1085.104167,736.165974,"USP8"
"1030","ENSG00000138594","ENSG00000138594.13",1,1041.511875,1334.692308,3.5,1.230769231,11.72413793,1394.25,104.5163636,"TMOD3"
"1031","ENSG00000138600","ENSG00000138600.9",2,512.1666667,811.7692308,58.25,0.307692308,778.862069,25.5,438.4025974,"SPPL2A"
"1032","ENSG00000138670","ENSG00000138670.17",6,6600.958333,1510.769231,1126.1875,5548.461538,1305.655172,3385.25,3280.350649,"RASGEF1B"
"1033","ENSG00000138698","ENSG00000138698.14",3,261.4583333,1119.615385,59,0.230769231,33.93103448,16.41666667,72.53246753,"RAP1GDS1"
"1034","ENSG00000138757","ENSG00000138757.14",1,1402.833333,2161,208.6875,9.769230769,1399.172414,9083.75,2162.922078,"G3BP2"
"1035","ENSG00000138758","ENSG00000138758.11",2,2.625,232.7692308,0.0625,0.461538462,158.8275862,845.5,172.5194805,"SEPTIN11"
"1036","ENSG00000138767","ENSG00000138767.12",8,1131.729167,1878.415385,48.4375,29.53846154,1437.461379,1687.666667,827.7468831,"CNOT6L"
"1037","ENSG00000138768","ENSG00000138768.14",2,407.0416667,490.8461538,534.0625,1.692307692,907.3448276,2293,198.7792208,"USO1"
"1038","ENSG00000138814","ENSG00000138814.16",1737,4644.354167,22799.92308,7298.1875,41685.61538,1369,5049.75,4901.233766,"PPP3CA"
"1039","ENSG00000139112","ENSG00000139112.10",1,4.25,0.076923077,0.3125,13.53846154,0.75862069,0.416666667,12.79220779,"GABARAPL1"
"1040","ENSG00000139154","ENSG00000139154.14",2,182.75,703.5384615,2233.25,11427.30769,1067.517241,14.91666667,691.8311688,"AEBP2"
"1041","ENSG00000139180","ENSG00000139180.10",1,818.423125,252.6607692,592.489375,1.334615385,538.4637931,1480.276667,221.3185714,"NDUFA9"
"1042","ENSG00000139193","ENSG00000139193.3",2,427.693125,0.692307692,0.375,1401.654615,206.5868966,2.083333333,835.3362338,"CD27"
"1043","ENSG00000139218","ENSG00000139218.17",6106,1539.854167,6437.846154,3833.6875,2051.384615,1341.793103,1471.416667,2276.571429,"SCAF11"
"1044","ENSG00000139233","ENSG00000139233.6",1,1012.387292,0.153846154,4.875,1983.752308,672.237931,0.083333333,477.922987,"LLPH"
"1045","ENSG00000139239","ENSG00000139239.7",49.48,40.47791667,0.781538462,31.248125,165.2323077,53.92034483,4.975,27.33493506,"RPL14P1"
"1046","ENSG00000139278","ENSG00000139278.9",2,723.9704167,2506.837692,6.4375,2337.853846,984.2858621,322.6541667,2096.628312,"GLIPR1"
"1047","ENSG00000139350","ENSG00000139350.11",5,734.0416667,227.2307692,5.5,925.7692308,0.551724138,0.333333333,488.8311688,"NEDD1"
"1048","ENSG00000139372","ENSG00000139372.14",1,123.345625,0.153846154,284.930625,9760.946154,885.4282759,0.333333333,428.6105195,"TDG"
"1049","ENSG00000139597","ENSG00000139597.17",313,340.0208333,2421.153846,1168.299375,1,1061.137931,2.166666667,318.7272727,"N4BP2L1"
"1050","ENSG00000139644","ENSG00000139644.12",3555,10112.70833,1824.769231,3696.8125,3572.076923,4235.758621,7426.25,6460.584416,"TMBIM6"
"1051","ENSG00000140030","ENSG00000140030.5",4,239.4491667,1.769230769,862.8125,0.923076923,211.7586207,1.916666667,808.8467532,"GPR65"
"1052","ENSG00000140105","ENSG00000140105.17",2,423.1458333,136.2307692,173.0625,0.692307692,215.3103448,2,116.8961039,"WARS1"
"1053","ENSG00000140157","ENSG00000140157.14",2,802.4166667,2.230769231,179.4375,3.692307692,1258.586207,0.75,1143.753247,"NIPA2"
"1054","ENSG00000140264","ENSG00000140264.19",1309,9633.058333,13878.92308,8500.99,17262.01769,9129.974483,5245.981667,6928.632078,"SERF2"
"1055","ENSG00000140307","ENSG00000140307.10",2,474.7291667,20.92307692,0.125,679.2307692,1486.482759,0.916666667,325.2987013,"GTF2A2"
"1056","ENSG00000140319","ENSG00000140319.10",22163,6641.666667,3919,4161.875,1146.692308,4278.103448,5065.666667,4293.662338,"SRP14"
"1057","ENSG00000140350","ENSG00000140350.15",1,316.1666667,0.230769231,397.875,523.1538462,82.79310345,551.5833333,410.854026,"ANP32A"
"1058","ENSG00000140379","ENSG00000140379.7",2,5947.0625,1.307692308,2232.25,6963.076923,9744.37931,87.25,1163.467532,"BCL2A1"
"1059","ENSG00000140497","ENSG00000140497.16",2,814.0208333,7.538461538,0.125,35.46153846,53.51724138,0.25,424.4155844,"SCAMP2"
"1060","ENSG00000140526","ENSG00000140526.17",1,0.130833333,0.323846154,0.130625,0.230769231,0.282413793,0.166666667,41.78103896,"ABHD2"
"1061","ENSG00000140575","ENSG00000140575.12",2,842.5833333,838.6923077,3136.25,22.30769231,1203.482759,6475.666667,784.2987013,"IQGAP1"
"1062","ENSG00000140612","ENSG00000140612.13",2,968.2291667,64.53846154,887.75,0.307692308,202.8965517,877.0833333,159.3506494,"SEC11A"
"1063","ENSG00000140678","ENSG00000140678.16",1,320.3541667,1345.846154,3475.8125,13.84615385,321.4482759,1228.666667,22.53246753,"ITGAX"
"1064","ENSG00000140941","ENSG00000140941.12",1,1425.160208,53.15384615,737.515625,2.230769231,7055.763103,1.583333333,1479.73013,"MAP1LC3B"
"1065","ENSG00000140968","ENSG00000140968.10",8839,976.7291667,1249.384615,797.1875,35.92307692,3086.37931,6,1646.805195,"IRF8"
"1066","ENSG00000140988","ENSG00000140988.15",6,3556.541875,5694.597692,4950.23625,43.44461538,5284.862414,11626.915,3759.212727,"RPS2"
"1067","ENSG00000140990","ENSG00000140990.14",1,551.8541667,0.230769231,186.125,1.076923077,262.2758621,2776.833333,438.6623377,"NDUFB10"
"1068","ENSG00000140992","ENSG00000140992.18",1,91.78895833,456.0769231,36.9375,27.30846154,1003.297931,6.335833333,204.0309091,"PDPK1"
"1069","ENSG00000140995","ENSG00000140995.16",1,94.3025,0.153846154,387.625,8622.846154,1.896551724,0.25,289.2597403,"DEF8"
"1070","ENSG00000141002","ENSG00000141002.19",1,363.7708333,82,680.9375,0.769230769,309.3793103,1741.25,497.6103896,"TCF25"
"1071","ENSG00000141027","ENSG00000141027.20",10,2140.208333,3800.846154,319.8125,9934.076923,1343.206897,914.75,1489.675325,"NCOR1"
"1072","ENSG00000141232","ENSG00000141232.4",12,433.25,1152.461538,1293.5625,413.4615385,62.17241379,102.5,545.2077922,"TOB1"
"1073","ENSG00000141446","ENSG00000141446.10",1,431.5416667,1694.692308,0.0625,7757.692308,350.5172414,0.833333333,463.7532468,"ESCO1"
"1074","ENSG00000141552","ENSG00000141552.17",1,379.4583333,2.692307692,892.4375,2829.076923,228.6206897,1513.833333,428.1298701,"ANAPC11"
"1075","ENSG00000141580","ENSG00000141580.15",1,38.9375,93.07692308,39.1875,0.153846154,99.20689655,0.25,368.2467532,"WDR45B"
"1076","ENSG00000141682","ENSG00000141682.11",26,4658.375,1123.923077,2105.375,2930.923077,5726,974.25,3655.727273,"PMAIP1"
"1077","ENSG00000141741","ENSG00000141741.11",1,108.4583333,63.46153846,298.25,1.538461538,1.689655172,425.9166667,324.2048052,"MIEN1"
"1078","ENSG00000142089","ENSG00000142089.15",1429.88,140.2720833,156.4084615,362.00125,3222.736154,268.297931,239.7675,310.3977922,"IFITM3"
"1079","ENSG00000142208","ENSG00000142208.15",734,1.171458333,0.076923077,706.590625,0.384615385,0.137931034,0.166666667,15.24181818,"AKT1"
"1080","ENSG00000142227","ENSG00000142227.10",955,3019.791667,0.923076923,121.8125,2687.923077,729.0344828,833.8333333,908.5194805,"EMP3"
"1081","ENSG00000142507","ENSG00000142507.9",4,1979.458333,15.92307692,2278.0625,14.15384615,151.2758621,7279.5,942,"PSMB6"
"1082","ENSG00000142534","ENSG00000142534.6",15511.2,9389.758125,9927.113077,7052.689375,10572.42538,4468.661034,3190.180833,9091.653247,"RPS11"
"1083","ENSG00000142541","ENSG00000142541.16",11510.42,9975.457083,17144.48154,5948.4175,17337.47462,14319.59483,6646.343333,15614.51805,"RPL13A"
"1084","ENSG00000142657","ENSG00000142657.20",4,202.1041667,0.076923077,6.75,0.230769231,391.7586207,0.166666667,20.41558442,"PGD"
"1085","ENSG00000142669","ENSG00000142669.14",2989.71,4571.918958,4266.418462,4237.945,19.46153846,2808.468621,754.8891667,5356.903896,"SH3BGRL3"
"1086","ENSG00000142676","ENSG00000142676.12",3545,3222.895833,6012.692308,3260,2259.538462,6276.034483,4070,4504.168831,"RPL11"
"1087","ENSG00000142687","ENSG00000142687.17",1,87.29166667,0.230769231,223.5,0.076923077,107.8965517,0.083333333,122.1298701,"KIAA0319L"
"1088","ENSG00000142864","ENSG00000142864.14",3,3525.078958,617.6923077,4506.00875,1266.338462,5295.611034,71.75,1563.51,"SERBP1"
"1089","ENSG00000142867","ENSG00000142867.12",1,212.3333333,372.3846154,700.875,2,447.0689655,308.6666667,764.1818182,"BCL10"
"1090","ENSG00000142937","ENSG00000142937.11",4424,5303.709792,10296.00154,5972.333125,5197.048462,7845.124483,1427.083333,4233.566234,"RPS8"
"1091","ENSG00000143106","ENSG00000143106.12",1,613.5416667,1.076923077,852.0625,11.84615385,347.0689655,2,126.038961,"PSMA5"
"1092","ENSG00000143119","ENSG00000143119.12",2,3657.020833,4144.615385,878.1875,63.84615385,3680.241379,4443.583333,3891.714286,"CD53"
"1093","ENSG00000143149","ENSG00000143149.12",1289,362.2708333,0.076923077,0.0625,0.615384615,815.6551724,3.916666667,256.8581818,"ALDH9A1"
"1094","ENSG00000143155","ENSG00000143155.12",3,1309.604167,2074.230769,0.25,0.538461538,537.7241379,156.9166667,122.2987013,"TIPRL"
"1095","ENSG00000143158","ENSG00000143158.10",6384.84,645.2822917,0.153846154,17.728125,13.32230769,383.3848276,1.333333333,501.5863636,"MPC2"
"1096","ENSG00000143164","ENSG00000143164.15",463.16,331.9260417,0.153846154,0.146875,0.831538462,81.33931034,2762.25,103.4915584,"DCAF6"
"1097","ENSG00000143183","ENSG00000143183.16",6,646.8125,0.461538462,86.3125,3993.615385,313.9310345,5.166666667,419.4031169,"TMCO1"
"1098","ENSG00000143198","ENSG00000143198.12",1,266.2291667,0.384615385,0.5,0.769230769,456.9655172,1.25,253.1558442,"MGST3"
"1099","ENSG00000143222","ENSG00000143222.11",1,794.15875,0.950769231,138.125,75.69230769,115.3793103,22.91666667,710.7272727,"UFC1"
"1100","ENSG00000143314","ENSG00000143314.12",1494,116.2083333,1582.538462,0.1875,1.461538462,638.3793103,0.166666667,118.0779221,"MRPL24"
"1101","ENSG00000143319","ENSG00000143319.16",1,8.333333333,116.9230769,30.4375,0.846153846,459.9310345,0.083333333,192.9090909,"ISG20L2"
"1102","ENSG00000143322","ENSG00000143322.19",1,145.5208333,0.692307692,406,5.769230769,95.65517241,29.25,66.32467532,"ABL2"
"1103","ENSG00000143376","ENSG00000143376.12",1677,142.1875,0.307692308,606.875,0.153846154,175.3103448,6.333333333,174.3116883,"SNX27"
"1104","ENSG00000143384","ENSG00000143384.12",4,195.1041667,164.8461538,1213.4375,137.2307692,1507.517241,2655.083333,319.3636364,"MCL1"
"1105","ENSG00000143401","ENSG00000143401.14",6,5659.958333,2912.769231,1367.6875,1599.384615,550.9655172,1897.416667,2369.584416,"ANP32E"
"1106","ENSG00000143420","ENSG00000143420.18",1,456.509375,368.5384615,13.9375,1544.379231,258.4482759,655.9166667,529.2307792,"ENSA"
"1107","ENSG00000143436","ENSG00000143436.10",4,173.135,59.77692308,0.0625,46.18461538,69.08,0.083333333,221.8709091,"MRPL9"
"1108","ENSG00000143442","ENSG00000143442.21",128,557.8541667,3.076923077,239,3.384615385,207.0689655,33.5,1240.467532,"POGZ"
"1109","ENSG00000143443","ENSG00000143443.9",6,3453.198542,7915.409231,3999.849375,13278.09538,2017.313448,5396.971667,1946.814156,"C1orf56"
"1110","ENSG00000143543","ENSG00000143543.14",5,416,570.8461538,1661.5,1.769230769,9.310344828,3.416666667,775.1688312,"JTB"
"1111","ENSG00000143549","ENSG00000143549.19",10538.98,7314.432292,12431.24385,5848.15625,305.6923077,9142.483793,1409.321667,7141.906623,"TPM3"
"1112","ENSG00000143575","ENSG00000143575.14",1,246.0625,0.461538462,0.0625,7.230769231,209.8965517,0.25,857.1038961,"HAX1"
"1113","ENSG00000143621","ENSG00000143621.16",8,3611.5,2.076923077,1620.0625,1.769230769,2581.344828,1956.25,2302.363636,"ILF2"
"1114","ENSG00000143622","ENSG00000143622.10",4,299.625,3.769230769,419.125,1.769230769,602.7586207,15.58333333,455.2467532,"RIT1"
"1115","ENSG00000143669","ENSG00000143669.13",5,944.0416667,25.76923077,1799.75,4351.384615,1022.463103,1594.583333,565.8831169,"LYST"
"1116","ENSG00000143702","ENSG00000143702.15",1823.06,1302.887708,2418.093846,430.351875,0.307692308,95.31448276,1556,1152.219221,"CEP170"
"1117","ENSG00000143742","ENSG00000143742.12",9376.43,1120.772917,552.0992308,1225.634375,583.9253846,1321.136207,1203.5,905.5944156,"SRP9"
"1118","ENSG00000143753","ENSG00000143753.12",1,716.9375,0.307692308,1873.5625,0.538461538,622.7937931,0.5,1417.505455,"DEGS1"
"1119","ENSG00000143761","ENSG00000143761.15",3,1576.479167,1774.153846,162.625,3.384615385,1132.62069,20.5,2235.051948,"ARF1"
"1120","ENSG00000143774","ENSG00000143774.16",2,673.9583333,47.92307692,12.375,12.84615385,669.8965517,1286.833333,1479.480519,"GUK1"
"1121","ENSG00000143799","ENSG00000143799.12",6644,691.1458333,5,19.375,1.076923077,291.3793103,1187.916667,990.7532468,"PARP1"
"1122","ENSG00000143815","ENSG00000143815.14",1,2012.958333,524.6923077,5.125,5.461538462,379.2413793,3437.333333,562.2727273,"LBR"
"1123","ENSG00000143870","ENSG00000143870.12",1,566.1445833,1501.583077,1.9375,54.48153846,1826.386897,1489.233333,1455.73961,"PDIA6"
"1124","ENSG00000143891","ENSG00000143891.16",1,1.666666667,25.30769231,18.625,0.153846154,2.724137931,0.5,1.103896104,"GALM"
"1125","ENSG00000143924","ENSG00000143924.18",695,2295.10125,5631.954615,3218.423125,64.28615385,1852.845172,1630.8,2373.719221,"EML4"
"1126","ENSG00000143933","ENSG00000143933.16",5769,17834.77083,12251.53846,17839.715,52446.38462,7397.344828,11610.66667,12717.89714,"CALM2"
"1127","ENSG00000143947","ENSG00000143947.13",16277.47,7146.830625,9357.156923,5537.355625,3535.296154,7813.173448,4089.4925,8278.165844,"RPS27A"
"1128","ENSG00000143977","ENSG00000143977.13",1,1878.779792,2,2670.525625,7.153846154,1303.615862,166.7466667,1149.464026,"SNRPG"
"1129","ENSG00000144021","ENSG00000144021.2",433,425.5625,1141.153846,0.4375,0.230769231,121.2758621,1035.916667,59.92207792,"CIAO1"
"1130","ENSG00000144224","ENSG00000144224.16",3,806.0833333,4551.076923,689.4375,46.84615385,944.9310345,11,1359.103896,"UBXN4"
"1131","ENSG00000144381","ENSG00000144381.16",4,1941.404375,4998.014615,1256.63625,15004.87615,3219.637241,3129.621667,957.552987,"HSPD1"
"1132","ENSG00000144567","ENSG00000144567.10",1,225.1041667,46.76307692,124.875,0.538461538,5.379310345,9.333333333,441.5324675,"RETREG2"
"1133","ENSG00000144580","ENSG00000144580.13",2780,3534.541667,944.6923077,3065,33784.23077,1376.172414,3748.083333,1037.792208,"CNOT9"
"1134","ENSG00000144597","ENSG00000144597.13",2,1180.748333,3091,5.5,1.615384615,374.5917241,1447.1425,74.76571429,"EAF1"
"1135","ENSG00000144655","ENSG00000144655.14",1,253.6666667,312.0769231,72.375,0.153846154,213.9655172,724.0833333,74.37662338,"CSRNP1"
"1136","ENSG00000144674","ENSG00000144674.16",747,302.5208333,1913.615385,1504.6875,11.07692308,1010.466552,3825.666667,739.6476623,"GOLGA4"
"1137","ENSG00000144711","ENSG00000144711.13",5,408.0416667,1155.769231,0.0625,837.5384615,80.48275862,27.41666667,275.8701299,"IQSEC1"
"1138","ENSG00000144713","ENSG00000144713.12",15589,5627.199167,6176.83,2455.575,179.9230769,9167.054138,3781.285833,8116.203636,"RPL32"
"1139","ENSG00000144746","ENSG00000144746.6",6,1679.166667,2582.538462,6969.75,1515.846154,901.2068966,7014.25,2305.350649,"ARL6IP5"
"1140","ENSG00000144747","ENSG00000144747.15",1062.51,773.0466667,1390.673846,52.5,24.41923077,58.39931034,1814.8025,986.5316883,"TMF1"
"1141","ENSG00000144802","ENSG00000144802.11",8646,530.9166667,34.23076923,2349.8125,8.153846154,2102.034483,844.5,1089.376623,"NFKBIZ"
"1142","ENSG00000144867","ENSG00000144867.11",9750,869.7916667,0.923076923,892.8125,41,448.2068966,5.25,432.2207792,"SRPRB"
"1143","ENSG00000145012","ENSG00000145012.13",1,1005.020833,80.69230769,12.375,0.538461538,20.79310345,1612.083333,478.9350649,"LPP"
"1144","ENSG00000145216","ENSG00000145216.15",116,302.5647917,0.153846154,431.179375,0.153846154,0.551724138,2.833333333,31.24675325,"FIP1L1"
"1145","ENSG00000145241","ENSG00000145241.10",1,1.416666667,19.38461538,523,2136.153846,841.3448276,124.8333333,871.3506494,"CENPC"
"1146","ENSG00000145246","ENSG00000145246.13",2,7.215208333,0.384615385,192.620625,3.307692308,36.93103448,322.6666667,97.8961039,"ATP10D"
"1147","ENSG00000145247","ENSG00000145247.11",4420,1244.583333,1344.461538,12.9375,474.6153846,1177.137931,650.6666667,1110.766234,"OCIAD2"
"1148","ENSG00000145388","ENSG00000145388.14",2,220.2083333,1844.615385,1.4375,0.153846154,180.1724138,0.083333333,113.0519481,"METTL14"
"1149","ENSG00000145425","ENSG00000145425.9",6265.19,9000.670208,24854.61077,6219.385625,33518.24308,19124.2731,11747.2175,12553.33519,"RPS3A"
"1150","ENSG00000145494","ENSG00000145494.11",2632,86.85416667,243.4615385,202.6875,4.230769231,40.34482759,19.66666667,216.6233766,"NDUFS6"
"1151","ENSG00000145495","ENSG00000145495.15",331,8043.208333,5372.153846,2831.6875,36782.76923,738.7586207,3738.666667,2889.246753,"MARCHF6"
"1152","ENSG00000145592","ENSG00000145592.13",7442,1087.166667,1537.230769,2617.1875,14406.69231,5011.413793,637.75,2232.792208,"RPL37"
"1153","ENSG00000145649","ENSG00000145649.7",12,282.2291667,28.23076923,3.9375,3.230769231,826.3448276,30.25,95.58441558,"GZMA"
"1154","ENSG00000145675","ENSG00000145675.14",3,5.270833333,0.846153846,38.875,0.307692308,118.3793103,4.75,74.32467532,"PIK3R1"
"1155","ENSG00000145725","ENSG00000145725.19",3,96.04166667,49.84615385,0.3125,0.230769231,107.0344828,4.833333333,363.1298701,"PPIP5K2"
"1156","ENSG00000145741","ENSG00000145741.15",6,3534.64625,4181.92,775.0625,2009.692308,3936,3736.333333,3256.618701,"BTF3"
"1157","ENSG00000145779","ENSG00000145779.7",5,3897.75,11.76923077,2271.75,1.153846154,2259.724138,2596.75,846.2987013,"TNFAIP8"
"1158","ENSG00000145782","ENSG00000145782.12",1,1039.840417,110.8461538,298,0.076923077,885.6896552,592.75,850.2212987,"ATG12"
"1159","ENSG00000145817","ENSG00000145817.16",1,313.9166667,1563.538462,0.5625,3.230769231,302.3103448,1,290.2207792,"YIPF5"
"1160","ENSG00000145833","ENSG00000145833.15",2,440.0833333,252.3846154,57.125,74.38461538,4.517241379,135.785,471.458961,"DDX46"
"1161","ENSG00000145901","ENSG00000145901.14",20,298.0416667,158.7692308,893.6875,55.15384615,332.862069,225.3333333,244.9090909,"TNIP1"
"1162","ENSG00000145907","ENSG00000145907.14",1,3218.895833,265.6153846,1053.25,141.8461538,877,479.6666667,1243.064935,"G3BP1"
"1163","ENSG00000145912","ENSG00000145912.8",1,1652.427083,465.4392308,1532.07375,1.152307692,2.137931034,518.9633333,712.2280519,"NHP2"
"1164","ENSG00000146066","ENSG00000146066.2",1,656.66125,0.384615385,581.161875,2.230769231,1828.037586,2286.2675,1111.378571,"HIGD2A"
"1165","ENSG00000146223","ENSG00000146223.14",1,1045.955417,2.307692308,1516.9375,437,8.896551724,1768.83,629.6150649,"RPL7L1"
"1166","ENSG00000146247","ENSG00000146247.13",5,298.3083333,2229.756154,1304.1875,418.4553846,1218.545172,534.0866667,537.0277922,"PHIP"
"1167","ENSG00000146278","ENSG00000146278.10",2,734.0833333,2717.692308,2773.1875,957.4615385,2329.551724,5808.25,1399.324675,"PNRC1"
"1168","ENSG00000146386","ENSG00000146386.7",2,567.5,36.15384615,1401,881.2307692,232.5517241,4.416666667,445.8181818,"ABRACL"
"1169","ENSG00000146414","ENSG00000146414.15",1,33.29166667,3.615384615,0.0625,0.153846154,329.2413793,0.186666667,336.8571429,"SHPRH"
"1170","ENSG00000146425","ENSG00000146425.10",2,455.0625,0.538461538,1690.875,1.923076923,949.1724138,1720.083333,357.9480519,"DYNLT1"
"1171","ENSG00000146433","ENSG00000146433.8",1,0.0625,7.923076923,1201.375,0.153846154,0.344827586,691.25,0.168831169,"TMEM181"
"1172","ENSG00000146457","ENSG00000146457.14",5,2875.040417,3267.384615,5717.0625,44958.76923,1301.034483,6816.255,1789.731818,"WTAP"
"1173","ENSG00000146677","ENSG00000146677.7",61.99,35.876875,13.70846154,8.9875,0.538461538,22.75827586,11.5475,21.33,""
"1174","ENSG00000146701","ENSG00000146701.11",6309,290.0625,494.3846154,0.1875,2.692307692,583.6896552,2092.166667,827.974026,"MDH2"
"1175","ENSG00000146731","ENSG00000146731.10",1,1832.979167,2113.231538,193.8125,3.769230769,1100.034483,3733.75,853.3506494,"CCT6A"
"1176","ENSG00000147065","ENSG00000147065.16",4,2222.020833,225.9230769,2206.9375,98.69230769,655.5858621,1451.25,1237.597403,"MSN"
"1177","ENSG00000147123","ENSG00000147123.10",2,500.1875,8.384615385,631.1875,1.769230769,756.4482759,4.333333333,999.038961,"NDUFB11"
"1178","ENSG00000147140","ENSG00000147140.15",3,1215.935625,1,391.5625,46.76923077,439.862069,745.25,559.3887013,"NONO"
"1179","ENSG00000147155","ENSG00000147155.10",1,459.5625,0.538461538,0.3125,8591.692308,23.72413793,1339.666667,372.5064935,"EBP"
"1180","ENSG00000147162","ENSG00000147162.13",4,788.6875,1938.076923,1744.6875,2.230769231,526.2758621,34.08333333,432.8311688,"OGT"
"1181","ENSG00000147168","ENSG00000147168.12",11949,5639.9375,1.846153846,1330.125,2.230769231,2767.517241,2591.25,2109.480519,"IL2RG"
"1182","ENSG00000147403","ENSG00000147403.16",12203.98,8456.641875,16529.59462,9534.41875,11014.40462,14137.74586,8595.586667,11337.56675,"RPL10"
