hgnc_symbol,C473,C481,LC03,RC02,RC03,LC01,R03,R02
PSMD6,424.2666667,1017.740741,479.6666667,9.076923077,2,662.3877551,0.148148148,595.2321429
PSMD7,1697.676,810.0088889,980.8906452,652.5053846,669.4289189,298.8987755,7.07037037,794.4880357
PSMD8,247.2,822.9814815,193.0860215,0.076923077,8.459459459,945.2653061,1736.62963,674.8571429
PSMD9,287.8466667,436.9559259,65.27645161,0.538461538,116.7635135,137.5087755,474.3333333,313.6444643
PSME1,2851.266667,2292.555556,1305.129032,531.0769231,1835.432432,4252.040816,2033.851852,2436.428571
PSME2,4108.133333,3132.685185,1837.182796,4434.923077,1992.756757,3167.530612,2671.259259,1312.821429
PSME2P2,106.312,86.24611111,24.14462366,66.17769231,54.95054054,76.23163265,72.63259259,31.28767857
PSME2P6,0.333333333,0.163703704,0.050860215,0.56,0.054594595,0.163469388,0.154814815,0.066785714
PSME3,408.7333333,463.7962963,845.5913978,20.53846154,44.16216216,171.5510204,73.44444444,286.125
PSME4,110.7333333,1178.703704,43.78494624,0.307692308,1138.918919,0.408163265,814.2222222,110.5357143
PSMG2,68.2,311,49.13978495,1162.076923,61.18918919,1190.770612,0.666666667,205
PSMG3,0.333333333,295.8518519,341.688172,0.384615385,239.7837838,3.795918367,0.037037037,2.732142857
PSMG4,0.533333333,22.44444444,27.67741935,0.076923077,141.7713514,217.7346939,128.91,0.625
PSPC1,447.6666667,268.7962963,955.4274194,0.153846154,536.1589189,300.2077551,605.9603704,300.1139286
PTBP1,9,50.55555556,0.419354839,0.230769231,134.3243243,283.4897959,8.666666667,6.410714286
PTBP2,59.86666667,521.5185185,382.6021505,3133.076923,1433.351351,156.122449,0.074074074,295.75
PTBP3,385.2,382.6666667,1305.741935,1.461538462,9.459459459,781.4897959,253.7777778,147.6071429
PTCD3,13,24.62962963,279.7419355,0.230769231,41.62162162,227.0204082,0.222222222,189.1428571
PTDSS1,1035.2,501.1481481,425.4516129,0.230769231,9.162162162,229.2040816,713.8518519,693.25
PTEN,965.1026667,887.1274074,2664.800753,79.58230769,3476.243243,1920.122245,388.7859259,181.3742857
PTENP1,14.164,1.835555556,2.597096774,62.64846154,0.027027027,135.1838776,0.102962963,0.536428571
PTGER4,65.4,1.259259259,176.3763441,1.307692308,0.297297297,1.408163265,1151.814815,444.0357143
PTGES3,537.1333333,3800.277778,1414.808065,3772.153846,2171.162162,993.755102,2645.201481,1077.035714
PTGES3P1,0.333333333,3.117037037,2.97688172,4.456923077,1.648648649,0.116938776,5.092592593,1.153571429
PTGS2,0.2,0.555555556,0.010752688,0.384615385,0.810810811,0.224489796,0.074074074,0.035714286
PTK2B,126.4666667,145.7407407,0.172043011,74.30769231,61,110.4897959,45.55555556,106.3035714
PTMA,19733.68067,29703.62167,23449.85409,20031.14846,16728.35892,27090.48857,20139.44926,23885.61732
PTMAP12,0.603333333,0.111296296,0.168924731,0.230769231,0.135135135,0.12244898,0.037037037,0.133928571
PTMAP2,24.172,41.81759259,24.4088172,22.43846154,12.22216216,15.21959184,20.37962963,18.50160714
PTMAP5,64.544,103.587963,62.67967742,71.56461538,45.49891892,111.5438776,53.98555556,67.90035714
PTMAP8,0.066666667,0.370555556,0.251290323,1.003076923,0.164054054,0.238571429,0.185185185,0.266785714
PTMAP9,0.066666667,0.018518519,0.097204301,0.076923077,0.108108108,0.020408163,0.037037037,0.035714286
PTP4A1,1.466666667,1509.833333,992.9032258,264.7692308,3009.297297,1115,6.592592593,275.6428571
PTP4A2,5213.933333,3160.87037,2336.688172,1746.230769,4602.03027,2530.877551,341.0740741,1568.535714
PTP4A2P1,0.2,2.258333333,0.774193548,0.076923077,2.614594595,0.489795918,0.222222222,0.553571429
PTPMT1,0.266666667,138.2846296,164.7576344,363.3592308,0.350810811,422.1153061,0.222222222,111.5
PTPN1,258.4,1028.129259,1920.870968,1277.923077,2838.486486,1433.305918,3921.592593,655.3028571
PTPN11,14.6,3.166666667,104.4301075,0.076923077,380.4594595,1082.816327,1633.259259,281.5178571
PTPN18,265.8666667,34.75925926,110.6666667,1797.615385,0.135135135,0.346938776,880.6296296,57.98214286
PTPN2,0.733333333,96.05055556,385.1817204,3.307692308,76.40459459,136.2642857,3.222222222,807.6282143
PTPN22,5.133333333,301.0740741,1804.784946,486.8461538,1365.432432,561.755102,669.8888889,340.1428571
PTPN7,1.2,293.462963,141.827957,0.230769231,22.83783784,553.1428571,471.1481481,285.2678571
PTPRC,5111.8,4959.555556,4171.784946,7880.615385,5831.594595,7297.55102,4882.925926,4699.642857
PTPRCAP,104.5333333,89.0512963,112.3472043,825.7192308,860.3894595,365.6914286,1000.481481,529.8591071
PTRH2,29.33333333,0.314814815,340.311828,0.39,128.5405405,2.714285714,304.6296296,2.482678571
PTRHD1,263.0666667,4.074074074,207.8817204,0.153846154,249.8378378,401.6122449,0.962962963,246.8392857
PTTG1,2.2,77,387.344086,0.769230769,1005.27027,1650.530612,374.3333333,195.1964286
PTTG1IP,176.8666667,0.407407407,0.290322581,0.538461538,1.378378378,32.32653061,0.037037037,28.80357143
PUF60,50,421.462963,101.7634409,9,200.3513514,713.2040816,6.592592593,411.5178571
PUM1,369.4666667,45.75925926,262.8602151,2776.307692,41.54054054,959.1428571,154.2222222,167.4464286
PUM2,1510.8,1067.407407,377.8494624,71.53846154,696.5135135,1218.877551,1504.37037,330.9642857
PUM3,212.8,807.5740741,1004.569892,685,134.5945946,760.5918367,0.074074074,320.9285714
PURA,4.533333333,0.944444444,1.376344086,0.307692308,270.9459459,0.06122449,0.222222222,19.17857143
PUS10,108.9333333,622.962963,182.7419355,30.23076923,0.459459459,484.3673469,357.2962963,5.285714286
PWP1,137.9333333,467.5555556,1026,173.6153846,1705.567568,330.244898,2782.703704,416.2678571
PWWP2A,0.333333333,3.87037037,84.5483871,0.153846154,457.9189189,292.877551,100.8518519,138.4642857
PWWP3A,0.066666667,1.703703704,282,604.1538462,16.08108108,2286.897959,166.4074074,29.78571429
PXDC1,1.866666667,0.592592593,122.8709677,1.846153846,110.9459459,0.020408163,199.7777778,108.2142857
PXK,551.2,704.1851852,763,11.92307692,2395.567568,347.1428571,73.96296296,202.0178571
PYCARD,2.666666667,293.3788889,86.86,54.84615385,0.351351351,0.142857143,0.074074074,6.089285714
PYM1,115.2,0.5,497.9677419,88.69230769,20.45945946,17.7755102,468.8888889,22.35714286
PYROXD1,2.979333333,448.3501852,60.86010753,0.230769231,0.594594595,3.281428571,229.1148148,27.04017857
PYURF,358.954,991.8748148,183.8543011,424.9884615,20.82864865,287.4740816,64.96296296,403.6353571
QARS1,10.06666667,6.444444444,257.1827957,966.0769231,0.972972973,1308.44898,273.3333333,152.9285714
QKI,1123,544.8333333,590.4193548,0.769230769,1711.567568,427.6530612,6.185185185,81.32142857
QPCT,0.266666667,0.148148148,286.8817204,25.61538462,357.0540541,647.8367347,26.74074074,81.33928571
QRICH1,1065.666667,243.1296296,294.0537634,8.846153846,856.1891892,998.5918367,0.481481481,111.375
QRSL1,0.133333333,0.407407407,323.8817204,0.153846154,8.189189189,217.4897959,405.037037,434.3035714
QSOX2,36.06666667,77.5,212.8602151,0.076923077,0.108108108,52.73469388,32.77777778,0.267857143
QTRT2,15.73333333,838.0740741,578.8304301,1308.692308,0.027027027,1.926938776,702.2222222,325.9544643
R3HDM1,0.4,2.833333333,95.41935484,0.230769231,0.054054054,0.306122449,0.074074074,66.10714286
R3HDM2,0.933333333,754.4444444,1990.184839,32.38461538,3008.756757,2650.979592,1922.851852,793.5892857
RAB10,716.3333333,609.2962963,630.8172043,1988.769231,576.972973,0.714285714,1906.037037,178.1964286
RAB11A,244.4,48.61111111,1186.677419,0.076923077,1.162162162,161.2244898,0.185185185,381.5
RAB11FIP1,0.133333333,164.492037,532.8283871,0.352307692,95.17324324,642.4922449,49.92592593,260.7991071
RAB12,0.4,54.61111111,74.03225806,37.46153846,91.86486486,76.6122449,37.37037037,11.5
RAB14,436,206.8518519,372.827957,3.461538462,47.48648649,869.8979592,23.48148148,81.39285714
RAB18,1065.466667,821.6666667,514.688172,143.3846154,994.6756757,280.3265306,0.62962963,413.2142857
RAB1A,1104.466667,151.0925926,387.4623656,30.07692308,911.5135135,386.1836735,505.8518519,591.3932143
RAB21,64.73333333,1848.259259,909.0537634,24.15384615,931.9459459,804.6122449,243.3703704,138.3928571
RAB22A,0.4,582.9814815,272,0.384615385,0.648648649,1.714285714,189.2222222,234.0357143
RAB27A,6,245.8703704,0.666666667,0.769230769,0.324324324,219.5306122,1.407407407,0.785714286
RAB29,1070.733333,143.6111111,182.3870968,1711.923077,31.10810811,354.1020408,461.1111111,78.23214286
RAB2A,33.2,652.4259259,376.9247312,250.3076923,121.7837838,216.8571429,147.1111111,114.0535714
RAB30,498.0666667,870.1111111,1352.602151,13.61538462,386.3513514,1244.897959,3.62962963,1009.214286
RAB31,99.4,110.6851852,911.5591398,0.538461538,342.027027,1955.469388,1682.296296,476.25
RAB33B,2.933333333,19.98851852,557.3548387,2.307692308,138.4324324,149.5102041,117.8851852,73.73214286
RAB3GAP1,58.73333333,271.6851852,255.3225806,243.7692308,56.72972973,33.55102041,756.1481481,110.5357143
RAB3GAP2,205.4,201.3518519,170.516129,0.230769231,0.486486486,109.3265306,0.185185185,17.44642857
RAB5A,11.53333333,90.74074074,153.8494624,4,378.9189189,50.67346939,773.2222222,223.5535714
RAB5C,8.612,440.2037037,153.9892473,14.61538462,0.027027027,0.183673469,499.9259259,137.0601786
RAB5IF,0.786666667,77.71703704,286.5931183,0.076923077,22.07783784,0.346938776,415.5848148,131.34875
RAB6A,0.466666667,290.8512963,471.438172,1.769230769,17.78378378,1092.192653,1282.479259,91.59071429
RAB7A,1.6,700.5740741,540.0860215,935.8461538,499.8918919,1698.877551,21.40740741,683.0714286
RAB8A,88.00133333,543.322963,375.2183871,648.4646154,18.19027027,1032.398163,22.14814815,851.3330357
RAB8B,2219.133333,1980.240741,2526.139785,2562.384615,473.3783784,3373.244898,1211.259259,470.8928571
RAB9A,750.6,275.4259259,196.5483871,0.153846154,1.432432432,3.387755102,10.14814815,367.4464286
RABAC1,743.1333333,767.4259259,817.4193548,2033.230769,1138.108108,38.34693878,0.666666667,536.875
RABEP1,7.733333333,251.1666667,1283.821398,809,233.8108108,550.6734694,1956.814815,302.8614286
RABGAP1L,3.133333333,355,473,1346.615385,383.2972973,721.6530612,79.77777778,284.7678571
RABGGTB,1663.533333,442.9814815,97.46236559,83.38461538,357.5945946,500.3061224,146.2592593,115.1785714
RABIF,46.13333333,218,305.5483871,0.384615385,0.486486486,29.42857143,43.14814815,244.0178571
RAC1,706.8213333,523.9357407,1.64516129,9.846153846,344.8648649,1246.197755,604.052963,143.3878571
RAC1P2,22.912,20.43462963,0.021505376,0.076923077,1.135135135,27.31244898,25.65074074,6.058571429
RAC2,540.1333333,511.537037,409.3870968,884.8461538,643.7837838,1216.755102,1072.185185,1745.410714
RACK1,5749.266667,3697.62963,2701.043011,5624.574615,5194.648649,5972.653061,3131.925926,2371.910714
RAD1,532.602,404.3216667,142.6092473,0.230769231,1.882162162,2.515102041,5.385185185,520.9478571
RAD17,3.466666667,0.888888889,100.1290323,0.538461538,39.91891892,513.122449,0.296296296,8.821428571
RAD21,2101,853.0735185,1290.336667,7036.153846,933.2702703,1164.918367,727.5185185,331.2389286
RAD23A,1150.8,456.6372222,222.9593548,1181.153846,667.6816216,496.5008163,422.6296296,175.4282143
RAD50,1.4,331.6011111,480.5722581,0.230769231,0.361891892,10.2244898,35.25222222,142.5405357
RADX,0.066666667,0.018518519,46.31182796,0.076923077,0.081081081,0.040816327,0.296296296,0.25
RAF1,160,85.72222222,233.6344086,8.384615385,173.7567568,458.0540816,4.444444444,97.41071429
RALA,1140.666667,673.7777778,291.6451613,3.307692308,670.0810811,596.1632653,733.2592593,284.75
RALBP1,410.3333333,552.6111111,244.6129032,864.5384615,401.2162162,0.448979592,144.8888889,18.33928571
RALGAPA1,601.1933333,70.25833333,249.4704301,1.846153846,11.95756757,9.489795918,8.436296296,17.68303571
RALGPS2,6.733333333,282.9814815,505.7789247,2.615384615,17.51351351,490.0169388,82.62962963,1347.468571
RALY,262.4666667,570.4814815,144.8387097,0.076923077,0.702702703,65.02040816,0.333333333,184.25
RAMAC,2.666666667,625.0385185,867.4906452,203.7892308,3.918918919,224.7183673,1.037037037,170.6791071
RAN,6083.8,9543.193519,5073.497957,3309.888462,5431.204054,1885.637347,2725.541852,5553.919464
RANBP1,1807.685333,1167.127593,341.918172,37.60538462,7.405405405,563.0757143,2032.477037,20.98214286
RANBP2,259.174,2149.955926,1462.141935,893.9830769,5546.574054,2500.496939,3477.69963,973.6530357
RANBP9,0.8,2.961481481,71.00473118,0.307692308,1.129459459,116.7142857,0.111111111,55.23142857
RANGAP1,7.933333333,27,0.010752688,493.6153846,102.4054054,0.142857143,0.185185185,82.55357143
RANGRF,0.733333333,142.485,1.989247312,7.384615385,0.459459459,20.32489796,1.037037037,263.0830357
RANP1,11.2,18.23240741,7.835376344,6.188461538,8.228378378,1.995306122,2.495185185,6.723392857
RAP1A,2961.466667,312.5740741,273.6021505,7,13.40540541,699.6530612,189.1481481,77.125
RAP1B,2703.323333,1157.247037,3252.656237,71.17846154,53.45945946,3866.85551,979.3985185,911.8680357
RAP1GDS1,82.26666667,436.4444444,2418.526882,485.7692308,83.51351351,559.0204082,474.5925926,160.0853571
RAP2B,451.6666667,1894.888889,3295.698925,559.8461538,1352.351351,1661.204082,1643.222222,846.8571429
RAP2C,203.6,163.3703704,2430.462366,317.9230769,1359.27027,386.9387755,129.5185185,165.6071429
RAPGEF1,20.13333333,156,2.569892473,725.6153846,259.6486486,238.4285714,542.7777778,318.0535714
RAPGEF2,0.133333333,187.2592593,73.56989247,2.307692308,175,9.571428571,0.407407407,41.96428571
RASA2,7.533333333,244.0740741,711.1075269,139.3076923,49.56756757,51.10204082,11.51851852,301.625
RASA4,0.1,0.098148148,3.968817204,2.642307692,0.027027027,0.020408163,92.55962963,48.01071429
RASAL3,1.6,99.83333333,80.97849462,0.153846154,2.783783784,24.02040816,0.185185185,4.303571429
RASGEF1B,19.26666667,4161.481481,7727.11828,1131.846154,11773.81081,6030.020408,2885.111111,3421.785714
RASGRP1,221.6666667,278.5555556,1.580645161,1,5.324324324,0.836734694,193.8888889,8.392857143
RASGRP3,1.4,294.1296296,334.5053763,3837,302.2972973,56.34693878,0.222222222,171.0535714
RASSF1,0.2,11.64814815,82.4516129,146.3076923,0.216216216,289.5,1.259259259,155
RASSF2,221.2666667,316.2222222,930.7204301,2618.769231,962.4054054,1746.428571,320.8148148,700.75
RASSF3,253.6666667,873.8148148,2177.193548,1960.846154,4600.135135,4385.959184,1762.740741,847.0714286
RASSF5,760.9333333,689.537037,631.8817204,1309.461538,221.4324324,836.4693878,186.0740741,417.125
RASSF6,0.466666667,277.9444444,330.2795699,0.538461538,149,38.57142857,1773.592593,628.4464286
RB1,0.4,203.4444444,73.88172043,133.5384615,2.540540541,750.5714286,457.8148148,18.58928571
RB1CC1,0.8,430.9814815,665.0107527,5.769230769,316.0810811,286.1020408,942.2222222,119.4642857
RBBP4,781.096,313.2144444,860.3770968,88.62,694.9062162,247.2202041,219.3440741,429.2971429
RBBP5,232.9333333,62.11111111,2766.086022,171.4615385,1721.513514,919.3265306,1844.703704,412.1428571
RBBP6,136.9333333,541.0185185,489.3548387,1862.384615,895.9189189,138.1836735,4.703703704,184.75
RBBP7,1085.171333,786.7777778,222.5707527,310.8461538,73.83783784,271.4285714,0.074074074,313.8032143
RBCK1,8.466666667,476.5,0.225806452,1.153846154,114.6486486,159.5102041,1.444444444,127.6964286
RBIS,101.7066667,172.1157407,814.2282796,56.76923077,156.3481081,238.8291837,276.0677778,147.8532143
RBL2,3.444666667,1134.889444,56.40924731,2134.645385,4.767027027,25.24020408,0.407407407,276.6976786
RBM10,0.6,0.962962963,53.11827957,0.153846154,1.135135135,2.204081633,0.333333333,5.142857143
RBM12,555,324.5524074,242.7956989,10.84615385,52.54540541,0.326530612,244.5555556,165.8571429
RBM14,0.256666667,96.25,73.78494624,203.3846154,0.044054054,118.0816327,0.074074074,2.739285714
RBM15,0.266666667,81.37037037,86.47311828,14.84615385,115.4324324,245.8163265,0.37037037,148.9642857
RBM15B,89,314.6666667,0.344086022,0.153846154,3.016486486,305.5510204,0.074074074,0.089285714
RBM17,1843.6,2078.703704,165.0752688,300.2307692,322.6216216,513.2040816,1114,549.625
RBM18,0.2,152.2218519,88.60215054,322.3076923,6.351351351,20.16326531,0.481481481,76.92857143
RBM22,572.1333333,645.3888889,1403.075269,1.230769231,0.675675676,321.2653061,445,226.2857143
RBM25,1381.32,1873.923519,2139.022366,2259.769231,1117.104324,1398.805714,3999.62963,1533.532679
RBM26,223.4,972.4259259,1480.311828,362.1538462,575.5675676,1036.265306,170.9259259,162.9464286
RBM27,564.724,3.776296296,119.9372043,0.153846154,86.2972973,648.3026531,82.30444444,187.3728571
RBM3,961.7333333,1946.981481,1051.72043,2056,1805.135135,3263.408163,1046.62963,1098.053571
RBM33,129.3333333,22.53703704,944.6666667,2375.538462,537.1621622,0.755102041,302.962963,254.6428571
RBM34,1044.181333,1563.811296,798.0107527,0.153846154,624.8918919,323.4783673,0.259259259,368.4101786
RBM39,1307.666667,3466.444444,7737.344086,8107.538462,9584.162162,5809.979592,3118.222222,3829.160714
RBM4,2.722,341.5753704,776.6611828,0.230769231,952.6056757,11.03469388,1.683333333,318.7096429
RBM47,0.533333333,8.055555556,69.69892473,0.538461538,0.054054054,0.020408163,0.444444444,185.4821429
RBM48,441.8666667,198.5,915.1182796,9.076923077,1061.702703,307.1836735,574.4444444,497
RBM5,201.0666667,425.5803704,743.2567742,1.846153846,852.1891892,812.6830612,37.55555556,116.5857143
RBM6,1657.333333,3308.973889,6812.09086,3005.230769,12736.54054,1191.755102,2264.148148,1426.506786
RBM7,0.8,531.2859259,377.8350538,5144.692308,15.05405405,6.142857143,0.074074074,128.7439286
RBM8A,3898.656667,6001.319444,3589.770538,1523.352308,769.4862162,6357.068163,382.3333333,3036.108571
RBM8B,21.53533333,29.16537037,7.892365591,5.846153846,2.702972973,18.45020408,1.518518519,7.121071429
RBMS1,14.06666667,103.7962963,210.6463441,0.076923077,165.0810811,0.265306122,0.777777778,138.4285714
RBMX,987.4666667,1678.288889,2037.583763,1621.615385,1558.783514,1366.227143,2458.031111,1800.623929
RBMX2,0.733333333,0.648148148,242.3010753,0.153846154,0.081081081,1.612244898,242.9262963,28.625
RBMXL1,0.604,3.314814815,126.0209677,3.417692308,0.324594595,22.00285714,36.7037037,123.8757143
RBMXP2,0.196,0.871851852,0.752688172,0.936923077,0.054054054,0.367346939,0.117037037,0.660714286
RBPJ,1052.273333,497.1481481,293.6989247,2.230769231,531.1351351,1175.511429,2051.328519,310.7285714
RBX1,617.8666667,902.6481481,110.7096774,395.5384615,1842.243243,673.2244898,243.1111111,921.4285714
RC3H1,3012.133333,439.9259259,3135.462366,1002.769231,948.3243243,407.4081633,29.66666667,785.9642857
RC3H2,290.2,316.537037,221.8172043,0.230769231,222,759.1020408,120.1111111,312.2678571
RCAN3,239.8666667,2.359444444,44.1055914,1.09,4.35,189.5677551,32.8162963,242.0842857
RCC2,276.6713333,450.4885185,227.5869892,0.08,0.91,504.4093878,691.5507407,28.03142857
RCC2-AS1,96.12866667,88.19666667,5.767849462,0.073846154,0.035945946,146.3661224,51.52333333,7.807857143
RCHY1,1,436.0555556,162.4627957,0.153846154,0.516216216,0.06122449,0.518518519,48.31
RCN2,44.4,0.740740741,340.311828,0.307692308,89.24324324,1914.530612,1766.518519,174.6607143
RCOR1,0.133333333,2.611111111,410.7956989,2128.538462,271.4594595,0.571428571,315,32.57142857
RCOR3,0.133333333,196.0740741,85.03225806,0.230769231,0.918918919,48.79591837,170.2222222,58.21428571
RCSD1,28.66666667,1169.407407,451.0537634,0.307692308,0.027027027,45.69387755,495.2592593,31.92857143
RDH10,0.066666667,1.037037037,0.204301075,0.538461538,0.297297297,0.020408163,0.074074074,0.071428571
RDH11,358.2666667,332.8518519,83.21505376,1.615384615,195.3243243,666.52,0.703703704,165.1071429
RDX,28.4,1.537037037,30.72043011,0.538461538,551.2162162,992.9591837,0.37037037,256.1964286
RECQL,11.42066667,20.92611111,1916.033118,0.615384615,0.493243243,1117.657347,119.9962963,330.4241071
REEP5,1028.666667,183.4777778,253.2905376,795.3076923,1.567567568,1033.306122,152.7407407,754.4464286
REL,5463.57,3782.220741,4837.977957,8370.79,4004.337568,2693.512245,2601.744815,1643.910179
RELA,1,238.7037037,158.7419355,80.76923077,19.72972973,137.5714286,0.074074074,0.482142857
RELT,144.48,127.0024074,64.78494624,0.076923077,59.76459459,80.86673469,0.184814815,8.535714286
RER1,3.266666667,378.4074074,262.9784946,4.846153846,1.459459459,104.7142857,1,127.2321429
RERE,482.2,1039.075,383.2764516,0.230769231,19.72972973,2578.938776,0.407407407,204.7142857
RESF1,1071.133333,381.7592593,1257.892473,1117.615385,744.1891892,1307.061224,3099.296296,712.5357143
REST,229.3333333,291.7222222,531.4946237,101.7692308,0.432432432,26.91836735,305.7407407,328.5
RETREG2,465.2,12.55555556,3.301075269,127.4615385,1088.513514,55.06122449,0.555555556,253.0451786
REV1,267.9873333,584.5374074,295.5234409,2.230769231,0.162162162,5.714285714,51.07407407,79.56785714
REV3L,191,1610.203704,1129.236559,96,106.4864865,821.7346939,3097.242593,638.4764286
REX1BD,0.4,167.2222222,184.7419355,0.076923077,0.108108108,0.204081633,6.148148148,184.4821429
REXO2,647.8666667,171.3148148,290.8602151,3.538461538,1.972972973,1234.040816,513.9259259,221.6867857
RFC1,255.9333333,29.27777778,26.56989247,0.846153846,943.2162162,54.55102041,6.703703704,199.4107143
RFLNB,0.533333333,0.037037037,0.215053763,0.153846154,0.054054054,26.24489796,202.7777778,0.017857143
RFTN1,2037.066667,1833.222222,0.215053763,2256.384615,940.3243243,1733.959184,1.074074074,13.16071429
RFX1,0.066666667,97.77777778,28.23655914,42.15384615,164.0810811,0.06122449,0.222222222,21.01785714
RFX7,141.4666667,267.7037037,53.50537634,2328.153846,165.8648649,567.7959184,43.62962963,9.464285714
RGCC,797.6,1.962962963,348.8064516,0.769230769,16.51351351,54.59183673,6.518518519,212.5892857
RGPD1,0.85,3.874444444,37.09451613,0.63,1.021891892,344.5087755,2839.307407,1.023214286
RGPD2,0.2,0.262222222,3.62172043,0.230769231,0.071081081,9.782244898,710.4707407,0.684285714
RGPD4,0.246,0.287962963,0.361612903,0.076923077,0.268108108,0.250816327,4.453703704,0.025178571
RGPD5,163.6053333,342.8877778,1105.84043,0.5,1653.304054,209.2189796,139.8796296,142.7832143
RGPD6,30.262,319.5696296,247.5223656,0.560769231,1620.587297,220.2681633,158.0840741,123.5258929
RGPD8,0.092666667,5.792592593,22.52075269,0.326153846,0.467567568,0.134285714,69.16666667,3.122142857
RGS1,1294.4,2333.259259,1396.827957,1090.923077,261.972973,3845.979592,542.4074074,1172.75
RGS10,616.5333333,166.2962963,99.90322581,0.076923077,413.8108108,697.0816327,0.37037037,167.2678571
RGS16,506.7333333,402.4444444,1133.548387,3493.230769,897.5135135,1585.265306,0.666666667,712.4107143
RGS2,1685.8,2718.333333,3038.419355,30.69230769,5061.675676,4315.653061,561.5555556,7760.857143
RHBDF2,404.6666667,25.53703704,163.9677419,18.69230769,0.72972973,245.3469388,49.81481481,127.375
RHEB,653.6253333,1094.875741,358.5065591,13.76923077,709.0540541,86.51367347,0.259259259,254.1428571
RHOA,1627.466667,4016.425926,1810.376344,1761.923077,2512.351351,2994.591837,1844.111111,2344.035714
RHOB,382,60.22222222,359.2043011,0.076923077,0.108108108,87.6122449,0.777777778,40.03571429
RHOC,0.466666667,3.074074074,0.806451613,0.153846154,0.945945946,0.530612245,6.407407407,36.19642857
RHOF,651.45,1567.978333,1291.959785,1248.885385,1176.124324,1685.213265,801.3533333,740.89375
RHOG,721.6,1555.351852,423.6666667,2758.153846,619.8918919,802.8367347,1.37037037,331.8928571
RHOH,525,517.0740741,845.6989247,2403.538462,1126.297297,1445.693878,40.7037037,882.8928571
RHOQ,6.866666667,28.88037037,149.0443011,4485.153846,142.0337838,2138.774898,202.0848148,229.5591071
RIC8A,82.46666667,2.740740741,66.22580645,834.8461538,0.108108108,67.87755102,88.44444444,28.28571429
RICTOR,0.8,670.537037,2120.494624,0.230769231,1597.594595,2132.428571,0.259259259,163.625
RIF1,62.26666667,591.962963,623.2903226,72.92307692,238.8108108,583.3265306,313.8148148,417.5178571
RILPL2,45.8,202.6111111,761.1290323,70.07692308,487.8918919,287.3673469,1438.185185,956.3571429
RIMKLB,40.13266667,504.537037,515.2043011,0.076923077,192,0.020408163,275.9259259,70.07089286
RIN2,1.2,0.185185185,354.3763441,0.307692308,29.94594595,0.040816327,1.555555556,111.3571429
RIOK3,10.26666667,365.9814815,460.2258065,0.076923077,32.91891892,389.0612245,0.074074074,409
RIOX1,41.73333333,29.77777778,62.93548387,568.8461538,82.56756757,50.16326531,608.8148148,26.41071429
RIPOR1,59.32733333,63.87037037,45.49677419,0.076923077,53.72972973,102.1428571,660.8888889,14.4275
RIPOR2,564.0666667,723.6998148,569.0307527,1,337.4594595,324,769.962963,497.5758929
RIT1,12.4,608.5925926,1766.731183,0.384615385,1517.243243,626.3469388,3.296296296,334.1785714
RMC1,0.2,119.3694444,245.4737634,1.076923077,35.10675676,28.2222449,407.1766667,229.96375
RMDN1,42.13333333,82.37037037,1.849462366,551,0.135135135,1022.367347,1054.740741,346.5
RMND5A,28.2,132.1666667,290.0860215,97.30769231,1433.459459,521.0612245,292.8888889,189.6785714
RN7SK,0.621333333,42.19185185,15.11741935,1.374615385,1.471621622,3.819591837,28.33703704,8.530892857
RNA5-8SN1,12.25666667,50.37888889,129.8878495,37.17384615,37.62486486,85.24918367,40.71666667,29.40089286
RNA5-8SN2,12.25666667,50.37888889,129.8878495,37.17384615,37.62486486,85.24918367,40.71666667,29.40089286
RNA5-8SN3,12.25666667,50.37888889,129.8878495,37.17384615,37.62486486,85.24918367,40.71666667,29.40089286
RNA5-8SN4,12.25666667,50.37888889,129.8878495,37.17384615,37.62486486,85.24918367,40.71666667,29.40089286
RNA5-8SN5,12.25666667,50.37888889,129.8878495,37.17384615,37.62486486,85.24918367,40.71666667,29.40089286
RNASE1,3.6,1.703703704,0.591397849,0.153846154,3.891891892,0.06122449,0.111111111,2.357142857
RNASE6,0.066666667,0.333333333,425.6021505,0.307692308,148,196.4081633,0.074074074,82.60714286
RNASEH2B,37,1.407407407,489.7419355,1.153846154,599.1081081,0.204081633,1368.074074,552.0178571
RNASEH2C,544.2486667,39.7162963,0.510645161,379.0976923,7.189189189,171.2663265,212.5925926,95.25410714
RNASEK,1396.124667,592.2077778,695.5313978,0.327692308,1925.32,215.1455102,136.7855556,560.9571429
RNASEK-C17orf49,57.80066667,20.81574074,20.74817204,0.589230769,96.30162162,6.23244898,18.10333333,13.31589286
RNASET2,669.1333333,473.0838889,725.1075269,1478.384615,509.342973,2734.530612,566.7037037,346.9576786
RNF10,240.9333333,1067.111111,655.8924731,4.076923077,223.4864865,471.244898,231.7777778,108.6785714
RNF103,181.198,87.38888889,368.7256989,316.6153846,0.135135135,24.30612245,85.25925926,29.82821429
RNF11,3.266666667,1.925925926,42.48387097,29.76923077,0.135135135,0.836734694,2.185185185,153.6428571
RNF113A,1.333333333,2.579259259,142.7569892,3.384615385,0.027027027,692.1373469,1458.074074,103.025
RNF114,356.8666667,994.2222222,501.8709677,75.23076923,1876.756757,878.3877551,435.2592593,1058.857143
RNF13,181.6666667,191.0185185,269.1182796,1,0.351351351,19.34693878,14.74074074,318.5
