hgnc_symbol,stage1,stage2,stage3,stage4
SELENOW,356.9138514,258.8571429,1140.211966,375.1415771
RAD23A,421.554918,496.5008163,918.1944919,339.7982885
MYADM,133.7934194,666.9459184,18.67787275,66.83060336
PAK2,602.3011581,67.10204082,1373.036467,847.3720015
HIGD1A,136.7897515,2547.457959,900.5696105,707.0939638
ZBTB20,930.5709216,1233.769388,689.0602222,1202.747312
IST1,797.4418437,275.3877551,614.3217473,541.4106273
ARL6IP4,295.082751,1035.746735,592.4619279,731.7475598
ATP6AP2,446.418195,17.08163265,111.7380817,618.619773
KPNA2,691.5980092,1695.383061,444.5511871,1247.40664
SATB1,851.8330118,626.6734694,495.0588794,1299.572282
TTC3,1112.416631,1839.124694,2951.367056,2438.813118
ANXA2,364.3313634,149.9791837,1746.291848,902.1749462
RPS17,1392.326979,2198.943469,3348.538792,2547.781682
LCK,532.9382239,885.0408163,98.03950618,241.655914
SRPRA,105.7285231,747.755102,265.9339031,646.3611114
DAZAP2,3452.479488,4317.693878,1407.774739,3843.764746
ALYREF,287.0844595,3.693877551,50.46058879,55.15621268
EIF3C,602.6425676,522.2432653,792.4224311,633.9586291
PPP1R2,628.7220222,2240.375102,514.0766192,768.3696207
TSPYL2,48.69739382,57.53061224,648.9283951,827.6989249
PDE4B,2892.295367,790.5510204,2940.048053,1718.113799
IFITM2,666.22243,958.8053061,886.8186459,1000.039501
PRPF39,207.7121501,228.9065306,359.6698101,708.301138
UBE2L3,621.1030479,2647.18551,1059.681088,1464.300938
BRWD1,291.4133133,1169.356531,200.7215442,800.0041816
IKZF1,691.1030405,287.2040816,693.9838557,446.3288531
NDUFA13,1987.79868,5148.090204,1049.48604,1782.029869
GNG2,362.9858736,1919.923673,977.8067675,834.6411022
FNBP1,2041.980936,1631.346939,2363.167901,3256.275389
ARL4C,107.7362452,148.5102041,919.0499526,228.6624851
SRSF10,2293.977558,1891.612245,1925.063248,2106.842593
TMEM120B,122.328651,296.8085714,134.0693257,240.3767055
LITAF,1340.631274,1638.204082,774.0469136,2851.800478
MPHOSPH8,349.3977582,308.2089796,393.9517569,891.3769683
EVL,224.6312693,165.0612245,48.64986325,689.1895312
PRPF40A,1080.666988,1396.591837,2661.699335,1823.468638
TRAPPC4,112.6042471,452.0408163,173.814245,560.7672103
CD47,1068.104971,5731.428571,1560.470655,6813.478794
STRN3,2660.660246,1047.384082,2436.80094,1836.985998
PELI1,548.4331564,2.204081633,906.6993353,552.6780168
CDC42SE1,609.9046911,64.83530612,218.031339,1031.261948
S100A10,730.30333,542.1020408,1105.282811,569.6857826
S100A6,387.9785232,455.7755102,596.3623932,417.7341697
SVIP,384.7451738,217.6059184,68.99943019,407.6705496
YTHDF2,796.3060715,2428.996939,832.9454759,998.4100476
TLK1,2355.447394,4130.428571,3035.558784,5436.719236
RPL10A,3218.294457,6106.28551,2772.404912,3151.62411
CNOT7,810.1906008,1848.301429,1187.922384,1959.778611
SFT2D1,1051.451737,2838.244898,665.5642924,859.8808246
UBE2J1,429.5060329,1506.55102,623.8127254,372.8757467
APRT,577.2094595,688.3469388,165.8334283,252.385902
COX20,233.2418219,703.4722449,335.2214929,243.3097282
BRD2,1286.89397,1691.29551,604.6041785,1105.557365
PSMB8-AS1,192.8647804,4.83244898,186.0538158,415.5069534
SDHD,557.302973,934.5202041,242.2366591,1356.380714
HSPA1A,153.8974059,0.489795918,141.9828623,1813.936356
CARD16,379.3222104,418.9591837,122.269943,273.4016219
HLA-F,414.3535377,769.6842857,228.7300855,642.266377
PSMB10,356.5038779,533.23,694.0954873,571.1022282
SARNP,466.8577076,526.8677551,211.8779392,1173.681464
NAP1L4,185.0439189,910.4285714,114.0518519,600.5922938
HLA-H,32.89807191,11.77530612,5.702222223,2.409820789
DNAJC9,610.8938417,1568.14551,1562.490722,279.6597073
VDAC1,444.1674711,118.7142857,1045.382716,811.6242085
LBH,754.8921332,169.3877551,625.7924025,620.6526284
TOMM6,779.86875,851.0002041,394.8399772,807.1602628
DDX3X,1755.694624,10947.00367,2311.031149,5928.044057
TSTD1,415.5656371,605.7346939,293.6100665,435.2162485
FNIP1,707.9423262,2127.653061,330.3523267,966.5047789
CKLF,268.3570367,122.9183673,34.7377018,374.5061768
RPL21P28,1.037528958,3.323265306,1.723492877,1.114904421
CYTOR,62.36726834,343.7287755,194.7279107,394.3106452
NOL7,399.0130888,632.0816327,590.6465338,1042.947599
HLA-DRB6,405.0591892,90.92326531,6.209196582,195.8279898
HSBP1,542.734556,1160.877551,1714.883001,817.9139785
HLA-B,7294.524086,12627.41776,15522.65035,11549.0607
PSMB9,651.0456081,1362.714286,1030.439696,862.2791548
MRPL33,88.32043919,1643.194898,424.9516315,414.0233214
MRPS6,852.1118511,534.6116327,1094.891548,1272.066816
APOBEC3C,2740.629103,3335.285714,699.6586895,1668.893071
PCED1B-AS1,670.4191603,2994.345306,152.8039886,1572.20908
PRKDC,867.2471041,2404.693878,746.7627729,1221.999104
LYN,1190.256999,2284.755102,477.9527067,1433.996416
CHMP4A,344.2357022,283.5057143,910.3522034,658.3196267
IGLL5,169.5508398,195.5642857,688.7198138,545.53204
LSM14A,201.4239865,707.877551,411.2438747,804.3757467
CHURC1,257.7345198,2000.838776,141.5773713,321.3730944
CCL5,522.102558,3680.122449,990.5808166,2926.291816
DCP1A,117.8296332,171.6326531,576.8759733,740.448626
LINC01578,693.4179247,819,520.2879392,953.902512
TAF9,593.3597056,360.3746939,131.7304843,266.9137724
CCL4,60.6045415,1.081632653,42.1579962,209.4621416
MARCKS,2340.969836,1391.408163,1182.516049,8344.485664
CCL3,1.191602317,8.752857143,517.8339448,398.1819056
GGNBP2,378.4169884,1133.938776,449.7648623,376.1290323
