node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
SNRPB2,9.22E+13,0.9115,32,33,64.415,2,0.19924,219.05,6.2955,608.05799,9338,0.625
HSPE1,539196,0.4299,33,33,53.638,2,0.19924,231.93333,6.46974,1747.55977,27698,0.31061
RSRC1,6.75E+09,0.58306,31,32,54.855,3,0.19924,217.48333,6.27277,1212.29904,16924,0.40323
U2AF1L4,9.22E+13,0.895,31,32,59.197,2,0.19924,216.5,6.26709,974.19485,9840,0.61895
PCF11,9.22E+13,0.78997,32,32,55.236,1,0.16604,214.73333,6.233,692.38673,8688,0.57661
RAB7A,1302,0.27035,28,32,25.527,2,0.19924,219.7,6.31255,4149.99011,35240,0.15726
VDAC1,133298,0.40072,30,32,41.996,4,0.19924,228.35,6.43186,2765.13791,34274,0.26411
PSMD8,3992418,0.45928,30,32,48.912,4,0.19924,236.65,6.53414,1587.47959,23544,0.30242
PTGES3,524856,0.35918,29,31,48.604,5,0.19924,237.65,6.55118,2767.79939,31270,0.23656
RHOA,401,0.22194,30,31,24.241,7,0.19924,223.3,6.36747,6051.88467,60176,0.15484
SMARCA5,1170,0.28279,31,31,32.4,4,0.16604,221.28333,6.31823,2974.00541,33034,0.2086
ANXA5,6524,0.32674,30,30,32.297,6,0.19924,229.2,6.44512,3589.72503,37888,0.24368
CFL1,388,0.2752,26,30,29.315,4,0.19924,219.76667,6.33906,4211.4777,41366,0.16322
PSMD6,3871235,0.48748,25,30,41.909,2,0.19924,234.01667,6.5133,3242.36407,30042,0.26667
EIF3M,1.76E+10,0.77677,30,30,61.832,1,0.19924,230.91667,6.46217,409.85664,9314,0.57931
SNRPN,9.22E+13,0.92735,29,29,59.097,1,0.19924,210.91667,6.19891,227.69055,3554,0.69951
RBM5,9.22E+13,1.02132,27,28,53.508,1,0.16604,207.31667,6.1383,385.76204,4420,0.7328
ATP5J,6.03E+08,0.69686,27,28,35.78,1,0.19924,215.96667,6.29171,1038.86493,15920,0.5
PSMB6,3871288,0.41939,28,28,43.995,2,0.19924,234.11667,6.52656,1429.27655,21122,0.32011
ACTR2,498,0.25554,26,28,21.74,3,0.19924,224.18333,6.39967,4802.49156,36348,0.17196
ANAPC11,3992457,0.37608,27,28,32.469,1,0.19924,219,6.32202,2798.61247,24382,0.26984
PGK1,24993,0.49614,22,27,45.644,6,0.19924,232.78333,6.5152,3685.0051,37900,0.27066
CCAR1,9.22E+13,1.06322,25,26,51.493,2,0.16604,207.56667,6.16671,543.91659,5884,0.77846
IRF8,41489,0.33199,25,26,20.564,5,0.19924,212.18333,6.24815,2762.07613,23198,0.24308
MDH2,923694,0.60543,26,26,37.7,1,0.19924,212.85,6.25383,680.24842,10206,0.47385
RBM17,9.22E+13,1.07583,25,26,51.776,1,0.16604,206.56667,6.14398,461.27771,5108,0.78769
SQSTM1,2663,0.32779,25,26,27.37,2,0.19924,218,6.32012,2712.17849,27960,0.24
RAB1A,329,0.23113,25,26,24.684,3,0.19924,216.43333,6.30308,3766.46376,29342,0.16923
SEC61B,6.75E+09,0.5386,26,26,41.441,2,0.19924,214.58333,6.28035,1822.98163,25428,0.42154
CWC15,9.22E+13,0.95926,26,26,53.732,1,0.19924,213.21667,6.25951,178.34929,3932,0.75077
ANXA2,690,0.30272,26,26,30.628,1,0.19924,225.46667,6.42239,2714.3823,26130,0.23692
RANBP1,1402,0.40214,22,26,47.735,1,0.19924,229.81667,6.47543,1994.7384,26096,0.24
EIF3C,1.35E+10,0.70269,24,26,50.936,1,0.19924,219.18333,6.33906,1301.63456,16092,0.48
SRSF10,2.62E+12,0.74383,25,25,46.952,1,0.16604,207.4,6.1705,415.62131,5894,0.59
IRF4,41285,0.33333,24,25,21.297,2,0.19924,210.88333,6.24058,2290.25863,19868,0.24667
CD3D,443,0.26715,17,25,15.06,3,0.19924,207.56667,6.18376,3429.18009,27360,0.14667
LCK,164,0.21012,25,25,18.921,1,0.19924,212.86667,6.25762,2577.82046,26050,0.16667
NDUFS6,6.02E+08,0.63963,24,25,34.604,2,0.19924,208.61667,6.18376,1382.0824,16010,0.47333
C14orf166,19577,0.43582,23,24,46.99,2,0.19924,219.13333,6.34664,1186.33528,13674,0.32609
IKZF1,168,0.22979,22,24,17.878,5,0.19924,214.63333,6.28792,4670.43906,35900,0.15942
HINT1,10491,0.37871,21,24,39.286,6,0.19924,226.03333,6.43944,1775.81118,20758,0.24638
PRKDC,130,0.19323,22,24,33.705,5,0.19924,230.71667,6.49815,4096.6759,39474,0.13406
VDAC2,62410,0.46846,24,24,37.07,1,0.19924,218.21667,6.33148,885.71685,13070,0.37681
ATP5G3,3.64E+08,0.72071,24,24,36.724,1,0.19924,210.1,6.23868,496.54713,10368,0.57971
NDUFB10,6.02E+08,0.70269,24,24,33.461,1,0.19924,193.85,5.96785,391.80518,5432,0.56522
PSMB9,3870770,0.51703,22,24,30.835,1,0.19924,219.6,6.35232,1565.74264,16440,0.3587
THOC2,449533,0.56523,21,24,40.031,1,0.16604,210.85,6.22164,1253.52432,11670,0.36232
SMC3,392,0.27928,24,24,32.208,1,0.16604,216.46667,6.30118,1407.83627,16458,0.22464
GZMB,517,0.3238,22,23,23.721,6,0.19924,219.6,6.36747,2954.10417,29374,0.24506
VAPA,130,0.22782,19,23,24.682,4,0.19924,217.96667,6.33717,2460.25738,21632,0.13834
DDX3X,8582,0.42129,23,23,44.434,1,0.19924,215.05,6.27656,537.51615,7092,0.34387
CPSF6,158044,0.64437,21,23,48.672,1,0.19924,216.3,6.30876,962.37087,12208,0.45059
KPNA2,330,0.31088,21,23,38.12,2,0.19924,229.51667,6.48868,2134.46044,24948,0.21739
RBM22,9.22E+13,1.18155,23,23,51.509,1,0.16604,202.15,6.09285,2.22768,58,0.96443
WDR43,1372903,0.64237,22,23,48.734,1,0.19924,207.81667,6.17429,423.28108,6390,0.48617
ATP5E,4.39E+08,0.72071,22,23,30.146,2,0.19924,203.55,6.13641,1347.18138,11998,0.54545
EIF3L,1.44E+10,0.75542,23,23,53.707,1,0.19924,216.3,6.31633,258.30472,4758,0.6166
NDUFB9,6.03E+08,0.81393,21,23,33.447,1,0.19924,207.36667,6.18565,1007.00183,9404,0.57312
UBE2B,363643,0.43715,17,22,20.849,2,0.19924,211.21667,6.24247,2181.07122,16648,0.23377
ANXA1,1148,0.31335,22,22,23.087,3,0.19924,208.7,6.21217,1505.22347,17450,0.25974
IRF1,41508,0.38125,22,22,22.358,3,0.19924,211.85,6.26709,1344.08346,16150,0.31602
SSR1,6.71E+09,0.71237,20,22,41.536,2,0.19924,212.36667,6.25951,1952.17124,28036,0.50216
MCL1,1020,0.34525,18,22,28.437,3,0.19924,224.18333,6.42997,2037.86703,21656,0.20346
SEC11C,6.71E+09,0.8346,16,22,34.721,1,0.19924,206.68333,6.17807,1990.33373,26454,0.40693
FUBP1,15499,0.5923,16,21,38.024,3,0.19924,210.05,6.23489,2080.15131,18304,0.31905
SDHD,1.64E+08,0.78398,19,21,28.507,3,0.19924,194.06667,6.00004,1292.85201,13464,0.55714
RUNX3,40425,0.31934,20,21,29.457,1,0.19924,221.18333,6.39209,1796.56803,19812,0.24762
DDX24,726001,0.47747,18,21,34.56,3,0.19924,213.88333,6.28035,2699.13354,27056,0.30952
CCL5,1002,0.30523,21,21,18.071,1,0.19924,201.1,6.11179,1284.72824,14948,0.25714
PSME2,3870736,0.62316,19,21,28.45,3,0.19924,212.65,6.28224,912.3782,9348,0.44286
SRP9,6.27E+09,0.7713,18,21,40.82,4,0.19924,211.35,6.24815,1945.98146,17550,0.5
GDI2,406,0.28827,21,21,28.023,2,0.19924,218.61667,6.36936,2147.53307,24312,0.24286
NDUFA1,1.60E+08,0.63306,21,21,26.268,2,0.19924,204.51667,6.15345,500.09659,7434,0.53333
ETFA,94591,0.54276,19,20,29.054,3,0.19924,208.21667,6.21785,1047.23697,11536,0.42632
PDHB,129650,0.69785,18,20,31.153,1,0.19924,207.2,6.19891,442.16628,5760,0.5
SLC25A3,35554,0.45444,20,20,32.206,5,0.19924,210.91667,6.25194,746.68765,11144,0.38947
CHD4,600,0.30118,18,20,25.895,1,0.19924,213.21667,6.27467,1610.49754,15902,0.22105
NR3C1,175,0.28813,19,20,30.795,4,0.16604,224.81667,6.43755,1090.57592,15416,0.22632
SRPR,6.23E+09,0.62986,19,20,38.834,4,0.19924,215.41667,6.32391,1264.56781,14456,0.49474
XBP1,4764,0.39303,20,20,24.578,4,0.19924,216.3,6.3258,1621.70858,18074,0.33684
ATF4,3178,0.36233,20,20,27.638,1,0.19924,220.63333,6.3883,1150.78601,14594,0.31053
SUPT16H,448,0.30706,20,20,25.319,1,0.16604,199.28333,6.06444,708.8092,8276,0.26316
ARF1,84,0.23333,16,20,17.58,4,0.19924,212.73333,6.29171,3527.27162,27720,0.13684
DERL1,130,0.23336,20,20,26.542,5,0.19924,217.15,6.34285,2239.73044,26066,0.2
RAD23A,6561,0.34844,19,20,36.001,1,0.19924,218.63333,6.358,1274.81107,18218,0.27368
PSMB10,3870853,0.63656,19,20,26.27,1,0.19924,211.26667,6.2633,552.15857,6556,0.5
PTTG1,3628847,0.56083,15,20,29.781,3,0.19924,212.08333,6.27656,1636.41006,17330,0.3
KRR1,1375976,0.63868,20,20,40.514,2,0.19924,203.98333,6.13641,201.97072,3980,0.54737
TWISTNB,443702,0.55049,17,19,35.432,3,0.19924,213.23333,6.28224,1032.07873,10704,0.39766
DCP1A,363162,0.44895,19,19,39.657,3,0.19924,213.51667,6.28224,605.70237,12332,0.39181
TGOLN2,257,0.30852,18,19,14.426,4,0.19924,203.61667,6.16292,1843.41894,13282,0.24561
LYN,114,0.22667,17,19,15.022,5,0.16604,207.66667,6.21974,2495.33925,23132,0.16374
ASF1A,356,0.33191,17,19,17.96,4,0.16604,195.61667,6.01709,2602.04351,28088,0.23977
COX6A1,2.79E+08,0.82573,17,19,24.005,3,0.19924,184.06667,5.84474,1333.30809,17358,0.59649
RSL1D1,1313545,0.79334,18,19,41.159,2,0.19924,203.48333,6.13451,1005.11605,13210,0.63158
NUTF2,384,0.52506,9,19,33.563,2,0.19924,221.46667,6.40156,1676.03566,17090,0.18129
NDUFA13,2.40E+08,0.7713,18,19,26.27,1,0.19924,201.95,6.14398,924.122,8442,0.61404
HIST2H2AA3,759,0.41286,17,18,17.864,2,0.19924,204.23333,6.1705,1026.94119,12180,0.33333
TNFRSF1B,40342,0.4054,14,18,21.69,2,0.19924,208.3,6.23868,1569.44498,17182,0.24183
ADAR,41172,0.42179,16,18,25.077,3,0.19924,211.93333,6.27845,2354.01912,19812,0.30719
SARNP,454467,0.72107,15,18,39.484,1,0.19924,207.61667,6.21217,550.63959,5934,0.47059
GABARAPL2,1037,0.38056,15,18,12.932,4,0.19924,197.65,6.07391,1628.31486,12166,0.24837
UFD1L,247,0.34999,16,17,22.094,2,0.19924,200.8,6.12315,704.44117,8070,0.28676
CD2,334,0.32048,15,17,12.514,4,0.19924,199.6,6.12504,1540.12287,12866,0.23529
GLTSCR2,766639,0.66409,16,17,35.561,2,0.19924,201.03333,6.11368,262.60071,3068,0.54412
CCL4,979,0.43076,16,17,14.874,1,0.19924,195,6.03792,519.10152,7518,0.35294
ATP5G2,1.20E+08,0.80954,17,17,28.29,2,0.19924,195.76667,6.06065,161.98149,3254,0.73529
MRPL33,7476,0.44525,17,17,32.304,1,0.19924,201.11667,6.11936,688.12935,14352,0.40441
PDIA6,334,0.29143,17,17,28.312,1,0.19924,209.35,6.2652,995.78213,12318,0.26471
SPCS3,4.79E+08,0.75111,15,17,36.556,2,0.19924,201.61667,6.12504,1810.78694,24058,0.55147
SAFB,7962,0.42179,16,16,29.681,3,0.16604,199.83333,6.10232,375.00442,4612,0.39167
FKBP1A,40,0.36588,7,16,20.724,4,0.19924,209.36667,6.26141,2172.88143,19026,0.11667
PAK2,40352,0.69213,9,16,20.166,2,0.19924,204.08333,6.19512,927.90373,12522,0.31667
RPF1,1211161,0.82122,15,16,33.893,1,0.19924,198.65,6.0758,65.52006,1300,0.68333
