,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
2886,ENSG00000163161,-10.47929644,3.722000334,9.40E-09,1.59E-08,2,ERCC3
269,ENSG00000063854,10.48210442,3.757062248,9.40E-09,1.59E-08,16,HAGH
2206,ENSG00000140749,10.47449657,3.749680954,9.40E-09,1.59E-08,16,IGSF6
3101,ENSG00000166439,10.47449657,3.749680954,9.40E-09,1.59E-08,11,RNF169
2581,ENSG00000152128,10.48210442,3.757062248,9.40E-09,1.59E-08,2,TMEM163
4112,ENSG00000198498,-7.849504299,4.184424931,9.62E-09,1.62E-08,4,TMA16
1902,ENSG00000134717,-10.47063767,3.713448183,9.73E-09,1.63E-08,1,BTF3L4
91,ENSG00000013016,-10.47063767,3.713448183,9.73E-09,1.63E-08,2,EHD3
2339,ENSG00000144357,-10.47063767,3.713448183,9.73E-09,1.63E-08,2,UBR3
3063,ENSG00000165861,10.46684839,3.742261557,9.73E-09,1.63E-08,14,ZFYVE1
3392,ENSG00000171824,6.53950551,5.504659957,1.00E-08,1.67E-08,1,EXOSC10
3646,ENSG00000178980,7.674490165,4.198152274,1.01E-08,1.69E-08,19,SELENOW
3367,ENSG00000171425,-6.659978104,5.177540853,1.01E-08,1.69E-08,19,ZNF581
349,ENSG00000069966,6.380912121,5.753747643,1.02E-08,1.70E-08,15,GNB5
3221,ENSG00000168385,-6.222510231,5.860354977,1.02E-08,1.70E-08,2,SEPTIN2
1278,ENSG00000115540,6.602012197,5.001046616,1.03E-08,1.72E-08,2,MOB4
3561,ENSG00000176020,-10.45316264,3.696190851,1.04E-08,1.73E-08,3,AMIGO3
1435,ENSG00000119929,10.45142931,3.727306861,1.04E-08,1.73E-08,10,CUTC
4195,ENSG00000204392,7.668912001,4.192723739,1.04E-08,1.73E-08,6,LSM2
2975,ENSG00000164169,10.45142931,3.727306861,1.04E-08,1.73E-08,4,PRMT9
2245,ENSG00000141985,10.45142931,3.727306861,1.04E-08,1.73E-08,19,SH3GL1
4678,ENSG00000244274,10.44365753,3.719770749,1.08E-08,1.79E-08,20,DBNDD2
1938,ENSG00000135414,-6.55293944,5.327926576,1.08E-08,1.79E-08,12,GDF11
3211,ENSG00000168268,10.44365753,3.719770749,1.08E-08,1.79E-08,3,NT5DC2
2040,ENSG00000137106,7.65769055,4.181804848,1.09E-08,1.80E-08,9,GRHPR
293,ENSG00000065613,-6.762312106,4.967039244,1.10E-08,1.82E-08,10,SLK
2248,ENSG00000142039,10.43584366,3.71219491,1.11E-08,1.83E-08,19,CCDC97
495,ENSG00000083097,-10.4443451,3.687484449,1.11E-08,1.83E-08,6,DOP1A
3405,ENSG00000172071,-5.999851469,6.924717469,1.11E-08,1.83E-08,2,EIF2AK3
4065,ENSG00000197903,10.43584366,3.71219491,1.11E-08,1.83E-08,6,H2BC12
669,ENSG00000100139,-10.4443451,3.687484449,1.11E-08,1.83E-08,22,MICALL1
2084,ENSG00000138018,-10.4443451,3.687484449,1.11E-08,1.83E-08,2,SELENOI
2294,ENSG00000143418,7.646381132,4.170802477,1.12E-08,1.85E-08,1,CERS2
2022,ENSG00000136824,6.109385356,6.378735944,1.12E-08,1.85E-08,9,SMC2
1202,ENSG00000113391,7.640693003,4.165269585,1.14E-08,1.88E-08,5,FAM172A
4193,ENSG00000204386,-7.811388829,4.146775082,1.14E-08,1.88E-08,6,NEU1
3289,ENSG00000169718,-7.804937186,4.140403699,1.17E-08,1.92E-08,17,DUS1L
964,ENSG00000106460,7.634982358,4.159715337,1.17E-08,1.92E-08,7,TMEM106B
1789,ENSG00000132153,-10.42654669,3.669913032,1.19E-08,1.95E-08,3,DHX30
164,ENSG00000037637,10.42008779,3.696922354,1.19E-08,1.95E-08,1,FBXO42
3357,ENSG00000171155,7.629249019,4.154139567,1.20E-08,1.96E-08,X,C1GALT1C1
1554,ENSG00000124177,7.629249019,4.154139567,1.20E-08,1.96E-08,20,CHD6
4820,ENSG00000257093,7.034407728,4.478481905,1.23E-08,2.00E-08,7,DENND11
110,ENSG00000018510,7.623492805,4.148542108,1.24E-08,2.01E-08,2,AGPS
2582,ENSG00000152219,7.623492805,4.148542108,1.24E-08,2.01E-08,11,ARL14EP
954,ENSG00000106266,-7.791946696,4.127576106,1.24E-08,2.01E-08,7,SNX8
3611,ENSG00000177683,-6.736523817,4.941592303,1.24E-08,2.01E-08,7,THAP5
1108,ENSG00000111145,6.043625065,6.492604432,1.26E-08,2.04E-08,12,ELK3
3747,ENSG00000182919,-10.40852595,3.652125815,1.28E-08,2.07E-08,11,C11orf54
2370,ENSG00000145386,10.40415794,3.681485732,1.28E-08,2.07E-08,4,CCNA2
1261,ENSG00000115232,7.025222445,4.469534549,1.28E-08,2.07E-08,2,ITGA4
441,ENSG00000077616,-10.40852595,3.652125815,1.28E-08,2.07E-08,11,NAALAD2
230,ENSG00000055917,6.057780947,6.420071724,1.28E-08,2.07E-08,2,PUM2
1390,ENSG00000118600,10.40415794,3.681485732,1.28E-08,2.07E-08,12,RXYLT1
3897,ENSG00000187049,-7.199639667,4.449109128,1.28E-08,2.07E-08,11,TMEM216
1556,ENSG00000124201,-6.291703897,5.287769802,1.29E-08,2.08E-08,20,ZNFX1
4386,ENSG00000224137,-7.778838172,4.114633723,1.30E-08,2.10E-08,2,LINC01857
2988,ENSG00000164300,6.543665469,4.944078195,1.31E-08,2.11E-08,5,SERINC5
402,ENSG00000074266,-10.39943046,3.643149616,1.33E-08,2.14E-08,11,EED
3135,ENSG00000167106,7.015978307,4.460531248,1.33E-08,2.14E-08,9,FAM102A
2996,ENSG00000164347,-10.39943046,3.643149616,1.33E-08,2.14E-08,5,GFM2
2445,ENSG00000147421,-10.39943046,3.643149616,1.33E-08,2.14E-08,8,HMBOX1
3626,ENSG00000178104,-10.39943046,3.643149616,1.33E-08,2.14E-08,1,PDE4DIP
2702,ENSG00000156876,7.606085064,4.131617887,1.33E-08,2.14E-08,1,SASS6
2834,ENSG00000161888,-10.39943046,3.643149616,1.33E-08,2.14E-08,19,SPC24
3158,ENSG00000167515,7.015978307,4.460531248,1.33E-08,2.14E-08,16,TRAPPC2L
3938,ENSG00000188706,-10.39943046,3.643149616,1.33E-08,2.14E-08,X,ZDHHC9
3083,ENSG00000166167,-10.39027727,3.634117446,1.37E-08,2.19E-08,10,BTRC
1477,ENSG00000121570,-10.39027727,3.634117446,1.37E-08,2.19E-08,3,DPPA4
1148,ENSG00000111906,10.38805024,3.665881471,1.37E-08,2.19E-08,6,HDDC2
2851,ENSG00000162510,-10.39027727,3.634117446,1.37E-08,2.19E-08,1,MATN1
3512,ENSG00000174946,-7.75894932,4.095000379,1.40E-08,2.23E-08,3,GPR171
137,ENSG00000028203,6.250383866,5.792130901,1.40E-08,2.23E-08,12,VEZT
1400,ENSG00000119041,6.076952069,6.248755998,1.41E-08,2.25E-08,2,GTF3C3
4210,ENSG00000204677,-10.38106563,3.625028603,1.42E-08,2.26E-08,5,FAM153CP
207,ENSG00000050748,-10.38106563,3.625028603,1.42E-08,2.26E-08,5,MAPK9
365,ENSG00000070759,10.37992844,3.658015327,1.42E-08,2.26E-08,1,TESK2
1332,ENSG00000116857,10.37992844,3.658015327,1.42E-08,2.26E-08,1,TMEM9
3721,ENSG00000182173,-10.38106563,3.625028603,1.42E-08,2.26E-08,17,TSEN54
71,ENSG00000009844,5.87505929,7.688561129,1.47E-08,2.33E-08,6,VTA1
2351,ENSG00000144655,-7.745536108,4.081761851,1.48E-08,2.34E-08,3,CSRNP1
2726,ENSG00000157869,-10.37179479,3.615882374,1.48E-08,2.34E-08,4,RAB28
817,ENSG00000103043,-10.37179479,3.615882374,1.48E-08,2.34E-08,16,VAC14
955,ENSG00000106299,-10.37179479,3.615882374,1.48E-08,2.34E-08,7,WASL
4471,ENSG00000229833,6.086468325,6.152717297,1.51E-08,2.38E-08,19,PET100
1703,ENSG00000129467,-10.362464,3.606678032,1.53E-08,2.41E-08,14,ADCY4
4786,ENSG00000255112,-5.839245024,7.984454634,1.53E-08,2.41E-08,18,CHMP1B
601,ENSG00000091592,10.36354638,3.642152646,1.53E-08,2.41E-08,17,NLRP1
3616,ENSG00000177868,10.36354638,3.642152646,1.53E-08,2.41E-08,1,SVBP
70,ENSG00000009790,-10.362464,3.606678032,1.53E-08,2.41E-08,1,TRAF3IP3
1475,ENSG00000121486,-10.362464,3.606678032,1.53E-08,2.41E-08,1,TRMT1L
3893,ENSG00000186834,-5.922748484,6.794775719,1.56E-08,2.45E-08,17,HEXIM1
1712,ENSG00000129636,-6.169974488,5.523585356,1.57E-08,2.46E-08,16,ITFG1
4172,ENSG00000204116,10.34697615,3.626112863,1.59E-08,2.49E-08,X,CHIC1
554,ENSG00000088766,10.35528505,3.63415514,1.59E-08,2.49E-08,20,CRLS1
4932,ENSG00000262814,10.35528505,3.63415514,1.59E-08,2.49E-08,17,MRPL12
2958,ENSG00000164040,10.34697615,3.626112863,1.59E-08,2.49E-08,4,PGRMC2
3836,ENSG00000185278,10.35528505,3.63415514,1.59E-08,2.49E-08,1,ZBTB37
1683,ENSG00000128626,7.564631062,4.09133624,1.60E-08,2.50E-08,19,MRPS12
1906,ENSG00000134779,6.341019468,5.526651101,1.60E-08,2.50E-08,18,TPGS2
453,ENSG00000078403,7.552564941,4.07961697,1.64E-08,2.55E-08,10,MLLT10
3876,ENSG00000186106,-10.34361939,3.58809203,1.65E-08,2.57E-08,8,ANKRD46
3195,ENSG00000168010,-10.34361939,3.58809203,1.65E-08,2.57E-08,11,ATG16L2
4755,ENSG00000253552,10.33861912,3.61802531,1.65E-08,2.57E-08,7,HOXA-AS2
3145,ENSG00000167216,-10.34361939,3.58809203,1.65E-08,2.57E-08,18,KATNAL2
4719,ENSG00000248672,-10.34361939,3.58809203,1.65E-08,2.57E-08,2,LY75-CD302
1578,ENSG00000125089,10.33861912,3.61802531,1.65E-08,2.57E-08,4,SH3TC1
2423,ENSG00000146802,10.33861912,3.61802531,1.65E-08,2.57E-08,7,TMEM168
1018,ENSG00000108312,-10.34361939,3.58809203,1.65E-08,2.57E-08,17,UBTF
991,ENSG00000107341,6.664843137,4.666838827,1.68E-08,2.61E-08,9,UBE2R2
1811,ENSG00000132436,-10.33410397,3.578708846,1.71E-08,2.64E-08,7,FIGNL1
1129,ENSG00000111653,-10.33410397,3.578708846,1.71E-08,2.64E-08,12,ING4
1208,ENSG00000113643,-7.130064434,4.38045716,1.71E-08,2.64E-08,5,RARS1
715,ENSG00000100711,10.33021339,3.609891966,1.71E-08,2.64E-08,14,ZFYVE21
2302,ENSG00000143543,6.201987537,5.744750008,1.72E-08,2.66E-08,1,JTB
78,ENSG00000010810,-6.531321353,5.050656623,1.73E-08,2.67E-08,6,FYN
1687,ENSG00000128815,-6.531321353,5.050656623,1.73E-08,2.67E-08,10,WDFY4
1311,ENSG00000116199,-10.32452537,3.569264498,1.77E-08,2.72E-08,1,FAM20B
4801,ENSG00000256039,-10.32452537,3.569264498,1.77E-08,2.72E-08,12,LINC02446
966,ENSG00000106484,10.32175841,3.601712309,1.77E-08,2.72E-08,7,MEST
517,ENSG00000085274,10.32175841,3.601712309,1.77E-08,2.72E-08,3,MYNN
999,ENSG00000107672,-10.32452537,3.569264498,1.77E-08,2.72E-08,10,NSMCE4A
1546,ENSG00000123739,-10.32452537,3.569264498,1.77E-08,2.72E-08,4,PLA2G12A
4803,ENSG00000256053,7.534274405,4.061857098,1.78E-08,2.73E-08,14,COA8
2238,ENSG00000141664,6.3989024,5.366999936,1.79E-08,2.75E-08,18,ZCCHC2
2931,ENSG00000163739,-7.697582752,4.034448955,1.83E-08,2.80E-08,4,CXCL1
3074,ENSG00000166016,-10.31488275,3.559758186,1.84E-08,2.81E-08,11,ABTB2
89,ENSG00000012822,10.31325358,3.593485806,1.84E-08,2.81E-08,12,CALCOCO1
175,ENSG00000040933,-10.31488275,3.559758186,1.84E-08,2.81E-08,2,INPP4A
1774,ENSG00000131669,-6.132114059,5.486349116,1.84E-08,2.81E-08,9,NINJ1
2843,ENSG00000162241,-10.31488275,3.559758186,1.84E-08,2.81E-08,11,SLC25A45
139,ENSG00000028839,-10.31488275,3.559758186,1.84E-08,2.81E-08,6,TBPL1
1382,ENSG00000118412,-6.207191097,5.204624889,1.85E-08,2.82E-08,6,CASP8AP2
388,ENSG00000072778,-7.690600281,4.02756186,1.88E-08,2.86E-08,17,ACADVL
377,ENSG00000071794,7.521950604,4.049894195,1.88E-08,2.86E-08,3,HLTF
1395,ENSG00000118855,-7.690600281,4.02756186,1.88E-08,2.86E-08,3,MFSD1
4356,ENSG00000215908,10.30469831,3.585211917,1.91E-08,2.90E-08,1,CROCCP2
1796,ENSG00000132294,-10.30517525,3.550189094,1.91E-08,2.90E-08,8,EFR3A
3875,ENSG00000186088,-10.30517525,3.550189094,1.91E-08,2.90E-08,7,GSAP
2987,ENSG00000164292,-10.30517525,3.550189094,1.91E-08,2.90E-08,5,RHOBTB3
3098,ENSG00000166401,10.30469831,3.585211917,1.91E-08,2.90E-08,18,SERPINB8
4345,ENSG00000215218,10.30469831,3.585211917,1.91E-08,2.90E-08,5,UBE2QL1
2475,ENSG00000148688,6.294017098,5.480668338,1.96E-08,2.96E-08,10,RPP30
2980,ENSG00000164219,6.624101631,4.627165239,1.98E-08,2.99E-08,5,PGGT1B
519,ENSG00000085377,10.29609201,3.57689009,1.98E-08,2.99E-08,6,PREP
5143,ENSG00000277209,10.29609201,3.57689009,1.98E-08,2.99E-08,14,RPPH1
1991,ENSG00000136213,-7.676533129,4.013688528,1.99E-08,3.00E-08,7,CHST12
1849,ENSG00000133193,6.437292899,4.840355523,2.04E-08,3.07E-08,17,FAM104A
2821,ENSG00000161395,-10.29540199,3.540556391,2.06E-08,3.09E-08,17,PGAP3
807,ENSG00000102893,10.28743407,3.568519764,2.06E-08,3.09E-08,16,PHKB
2147,ENSG00000139351,-10.29540199,3.540556391,2.06E-08,3.09E-08,12,SYCP3
2812,ENSG00000160803,-10.29540199,3.540556391,2.06E-08,3.09E-08,1,UBQLN4
4905,ENSG00000260916,6.607477325,4.610984674,2.13E-08,3.18E-08,15,CCPG1
1473,ENSG00000121310,-10.28556206,3.530859227,2.14E-08,3.19E-08,1,ECHDC2
4075,ENSG00000198018,10.27872384,3.56010037,2.14E-08,3.19E-08,10,ENTPD7
4619,ENSG00000241106,6.356440164,5.325481167,2.14E-08,3.19E-08,6,HLA-DOB
4024,ENSG00000197147,-10.28556206,3.530859227,2.14E-08,3.19E-08,1,LRRC8B
3667,ENSG00000179889,-10.28556206,3.530859227,2.14E-08,3.19E-08,16,PDXDC1
3869,ENSG00000185989,10.27872384,3.56010037,2.14E-08,3.19E-08,13,RASA3
4527,ENSG00000233885,-10.28556206,3.530859227,2.14E-08,3.19E-08,3,YEATS2-AS1
3596,ENSG00000177125,10.27872384,3.56010037,2.14E-08,3.19E-08,9,ZBTB34
2062,ENSG00000137547,7.490672513,4.019544308,2.16E-08,3.22E-08,8,MRPL15
672,ENSG00000100220,7.490672513,4.019544308,2.16E-08,3.22E-08,22,RTCB
1513,ENSG00000122882,-10.27565457,3.521096737,2.22E-08,3.30E-08,10,ECD
2519,ENSG00000149781,-10.27565457,3.521096737,2.22E-08,3.30E-08,11,FERMT3
925,ENSG00000105619,-10.27565457,3.521096737,2.22E-08,3.30E-08,19,TFPT
1639,ENSG00000126953,10.26996072,3.551631328,2.22E-08,3.30E-08,X,TIMM8A
4824,ENSG00000257267,-7.068453387,4.319706639,2.23E-08,3.31E-08,18,ZNF271P
2399,ENSG00000146007,-7.062719687,4.31405515,2.28E-08,3.37E-08,5,ZMAT2
2997,ENSG00000164366,-10.26567856,3.511268038,2.31E-08,3.41E-08,5,CCDC127
2513,ENSG00000149646,10.26114403,3.543112045,2.31E-08,3.41E-08,20,CNBD2
3790,ENSG00000184047,-10.26567856,3.511268038,2.31E-08,3.41E-08,12,DIABLO
3638,ENSG00000178607,-10.26567856,3.511268038,2.31E-08,3.41E-08,17,ERN1
228,ENSG00000055147,-10.26567856,3.511268038,2.31E-08,3.41E-08,5,FAM114A2
4503,ENSG00000232300,10.26114403,3.543112045,2.31E-08,3.41E-08,17,FAM215B
3849,ENSG00000185507,-10.26567856,3.511268038,2.31E-08,3.41E-08,11,IRF7
3400,ENSG00000171960,-10.26567856,3.511268038,2.31E-08,3.41E-08,1,PPIH
3122,ENSG00000166887,-5.957412661,6.041654579,2.36E-08,3.47E-08,15,VPS39
1896,ENSG00000134539,-5.998474077,5.763824717,2.39E-08,3.51E-08,12,KLRD1
3421,ENSG00000172409,10.25227314,3.534541921,2.40E-08,3.52E-08,11,CLP1
1920,ENSG00000135116,-10.25563309,3.501372228,2.40E-08,3.52E-08,12,HRK
970,ENSG00000106554,-7.626189007,3.964056702,2.42E-08,3.54E-08,7,CHCHD3
781,ENSG00000101966,-6.358308506,5.136117865,2.43E-08,3.56E-08,X,XIAP
2772,ENSG00000159579,-7.045380579,4.296966913,2.44E-08,3.57E-08,16,RSPRY1
590,ENSG00000090661,10.24334736,3.525920343,2.49E-08,3.63E-08,19,CERS4
528,ENSG00000086065,-7.618851403,3.956825398,2.49E-08,3.63E-08,9,CHMP5
468,ENSG00000079432,-10.24551718,3.491408388,2.49E-08,3.63E-08,19,CIC
1834,ENSG00000132912,10.24334736,3.525920343,2.49E-08,3.63E-08,5,DCTN4
3816,ENSG00000184911,10.24334736,3.525920343,2.49E-08,3.63E-08,X,DMRTC1B
1548,ENSG00000123992,-10.24551718,3.491408388,2.49E-08,3.63E-08,2,DNPEP
4123,ENSG00000198746,10.24334736,3.525920343,2.49E-08,3.63E-08,1,GPATCH3
1863,ENSG00000133731,7.452221086,3.982258377,2.49E-08,3.63E-08,8,IMPA1
904,ENSG00000105258,10.24334736,3.525920343,2.49E-08,3.63E-08,19,POLR2I
2471,ENSG00000148606,-10.24551718,3.491408388,2.49E-08,3.63E-08,10,POLR3A
3311,ENSG00000170185,-10.24551718,3.491408388,2.49E-08,3.63E-08,4,USP38
4603,ENSG00000239779,-10.24551718,3.491408388,2.49E-08,3.63E-08,2,WBP1
438,ENSG00000077420,-5.782216245,7.201482458,2.55E-08,3.70E-08,10,APBB1IP
4382,ENSG00000223799,-7.611476289,3.949557777,2.56E-08,3.72E-08,21,IL10RB-DT
2480,ENSG00000148773,7.445711685,3.975948985,2.56E-08,3.72E-08,10,MKI67
2700,ENSG00000156873,-10.23532985,3.481375579,2.59E-08,3.75E-08,16,PHKG2
4368,ENSG00000221923,10.23436602,3.517246688,2.59E-08,3.75E-08,19,ZNF880
562,ENSG00000089053,7.439172781,3.969611791,2.63E-08,3.80E-08,12,ANAPC5
3364,ENSG00000171302,-7.60406328,3.942253471,2.63E-08,3.80E-08,17,CANT1
3032,ENSG00000165233,-7.60406328,3.942253471,2.63E-08,3.80E-08,9,CARD19
4077,ENSG00000198042,-5.734721246,7.520306832,2.63E-08,3.80E-08,8,MAK16
3441,ENSG00000172936,-10.22507006,3.471272842,2.70E-08,3.89E-08,3,MYD88
730,ENSG00000100918,-10.22507006,3.471272842,2.70E-08,3.89E-08,14,REC8
370,ENSG00000071246,10.22532841,3.50852032,2.70E-08,3.89E-08,14,VASH1
4062,ENSG00000197857,10.22532841,3.50852032,2.70E-08,3.89E-08,19,ZNF44
1967,ENSG00000135913,7.432604106,3.963246549,2.71E-08,3.90E-08,2,USP37
1592,ENSG00000125611,-6.546063344,4.75386518,2.73E-08,3.92E-08,2,CHCHD5
1818,ENSG00000132581,6.843810157,4.293112368,2.73E-08,3.92E-08,17,SDF2
815,ENSG00000103018,-5.862893804,6.429932166,2.78E-08,3.98E-08,16,CYB5B
2594,ENSG00000152464,7.426005385,3.956853009,2.79E-08,4.00E-08,10,RPP38
3268,ENSG00000169188,10.20708156,3.490906849,2.81E-08,4.02E-08,X,APEX2
3642,ENSG00000178878,10.20708156,3.490906849,2.81E-08,4.02E-08,12,APOLD1
56,ENSG00000007306,10.21623383,3.499740594,2.81E-08,4.02E-08,19,CEACAM7
2606,ENSG00000152804,10.21623383,3.499740594,2.81E-08,4.02E-08,10,HHEX
861,ENSG00000104432,10.20708156,3.490906849,2.81E-08,4.02E-08,8,IL7
4787,ENSG00000255153,10.20708156,3.490906849,2.81E-08,4.02E-08,11,TOLLIP-AS1
1726,ENSG00000130348,7.419376345,3.950430917,2.87E-08,4.09E-08,6,QRSL1
4705,ENSG00000247556,6.534605578,4.540114051,2.89E-08,4.12E-08,15,OIP5-AS1
4178,ENSG00000204177,-10.20432897,3.450853653,2.92E-08,4.15E-08,10,BMS1P1
3053,ENSG00000165689,-10.20432897,3.450853653,2.92E-08,4.15E-08,9,ENTR1
3661,ENSG00000179454,10.19787085,3.482018416,2.92E-08,4.15E-08,14,KLHL28
4201,ENSG00000204482,10.19787085,3.482018416,2.92E-08,4.15E-08,6,LST1
5031,ENSG00000270344,10.19787085,3.482018416,2.92E-08,4.15E-08,12,POC1B-AS1
1363,ENSG00000117569,10.19787085,3.482018416,2.92E-08,4.15E-08,1,PTBP2
368,ENSG00000070950,-10.20432897,3.450853653,2.92E-08,4.15E-08,3,RAD18
4593,ENSG00000238227,-10.20432897,3.450853653,2.92E-08,4.15E-08,9,TMEM250
4691,ENSG00000245680,10.19787085,3.482018416,2.92E-08,4.15E-08,19,ZNF585B
2261,ENSG00000142684,-10.20432897,3.450853653,2.92E-08,4.15E-08,1,ZNF593
253,ENSG00000060749,-7.581592931,3.920116708,2.96E-08,4.20E-08,11,QSER1
1200,ENSG00000113369,6.817447556,4.26752296,3.00E-08,4.25E-08,5,ARRDC3
3410,ENSG00000172215,6.122428107,5.500833223,3.00E-08,4.25E-08,3,CXCR6
1780,ENSG00000131844,10.18860096,3.473074611,3.04E-08,4.30E-08,5,MCCC2
3220,ENSG00000168303,-7.574024363,3.912661896,3.04E-08,4.30E-08,7,MPLKIP
2599,ENSG00000152620,10.18860096,3.473074611,3.04E-08,4.30E-08,5,NADK2
2301,ENSG00000143499,-10.19384552,3.440535182,3.04E-08,4.30E-08,1,SMYD2
3828,ENSG00000185101,10.17927112,3.464074736,3.17E-08,4.46E-08,11,ANO9
2512,ENSG00000149639,-10.18328533,3.430142744,3.17E-08,4.46E-08,20,SOGA1
1403,ENSG00000119328,6.801395623,4.251948043,3.22E-08,4.53E-08,9,ABITRAM
1161,ENSG00000112249,7.392551319,3.924451845,3.23E-08,4.54E-08,6,ASCC3
2123,ENSG00000138709,-7.558767057,3.897636077,3.23E-08,4.54E-08,4,LARP1B
3477,ENSG00000173889,7.392551319,3.924451845,3.23E-08,4.54E-08,3,PHC3
1062,ENSG00000109534,5.798680407,6.334362387,3.28E-08,4.60E-08,4,GAR1
3800,ENSG00000184305,10.16988056,3.455018083,3.30E-08,4.63E-08,4,CCSER1
3127,ENSG00000166963,-10.17264728,3.419675275,3.30E-08,4.63E-08,15,MAP1A
3855,ENSG00000185697,10.16988056,3.455018083,3.30E-08,4.63E-08,8,MYBL1
4805,ENSG00000256073,10.16988056,3.455018083,3.30E-08,4.63E-08,21,URB1-AS1
2350,ENSG00000144597,-6.374755324,4.896484657,3.33E-08,4.66E-08,3,EAF1
92,ENSG00000013288,7.385766398,3.917883073,3.33E-08,4.66E-08,4,MAN2B2
141,ENSG00000029534,10.16042847,3.445903928,3.44E-08,4.80E-08,8,ANK1
3301,ENSG00000169994,10.16042847,3.445903928,3.44E-08,4.80E-08,2,MYO7B
3479,ENSG00000173933,-5.93086376,5.573619386,3.45E-08,4.81E-08,11,RBM4
2504,ENSG00000149485,-5.858264819,5.94430911,3.55E-08,4.94E-08,11,FADS1
2345,ENSG00000144524,-10.15113292,3.398510871,3.58E-08,4.98E-08,2,COPS7B
1392,ENSG00000118762,-10.15113292,3.398510871,3.58E-08,4.98E-08,4,PKD2
3403,ENSG00000172046,-10.15113292,3.398510871,3.58E-08,4.98E-08,3,USP19
4290,ENSG00000213585,-5.60407593,8.66956449,3.59E-08,4.99E-08,5,VDAC1
407,ENSG00000074603,7.365218052,3.897994764,3.64E-08,5.05E-08,15,DPP8
1089,ENSG00000110446,7.365218052,3.897994764,3.64E-08,5.05E-08,11,SLC15A3
975,ENSG00000106610,-7.527759679,3.86710821,3.64E-08,5.05E-08,7,STAG3L4
2934,ENSG00000163788,-6.351492865,4.873601877,3.65E-08,5.06E-08,3,SNRK
3055,ENSG00000165704,6.467100429,4.47454656,3.81E-08,5.26E-08,X,HPRT1
2170,ENSG00000139842,-5.793075397,6.291571816,3.84E-08,5.30E-08,13,CUL4A
2493,ENSG00000149182,10.13169486,3.418209004,3.89E-08,5.36E-08,11,ARFGAP2
1137,ENSG00000111731,10.13169486,3.418209004,3.89E-08,5.36E-08,12,C2CD5
938,ENSG00000105792,-10.14025421,3.387811689,3.89E-08,5.36E-08,7,CFAP69
3079,ENSG00000166153,-10.14025421,3.387811689,3.89E-08,5.36E-08,12,DEPDC4
1181,ENSG00000112787,-10.14025421,3.387811689,3.89E-08,5.36E-08,12,FBRSL1
4942,ENSG00000263528,10.13169486,3.418209004,3.89E-08,5.36E-08,1,IKBKE
4572,ENSG00000236778,10.13169486,3.418209004,3.89E-08,5.36E-08,13,INTS6-AS1
1612,ENSG00000125869,-10.14025421,3.387811689,3.89E-08,5.36E-08,20,LAMP5
2927,ENSG00000163704,-10.14025421,3.387811689,3.89E-08,5.36E-08,3,PRRT3
1114,ENSG00000111275,-7.504058814,3.843782221,3.99E-08,5.48E-08,12,ALDH2
3810,ENSG00000184743,6.752139574,4.204185673,3.99E-08,5.48E-08,11,ATL3
2420,ENSG00000146729,-6.32784916,4.850350758,4.00E-08,5.50E-08,7,NIPSNAP2
2779,ENSG00000159842,10.12198839,3.408857322,4.06E-08,5.57E-08,17,ABR
2489,ENSG00000149091,-10.12929285,3.37703298,4.06E-08,5.57E-08,11,DGKZ
843,ENSG00000103876,-10.12929285,3.37703298,4.06E-08,5.57E-08,15,FAH
4136,ENSG00000198858,10.12198839,3.408857322,4.06E-08,5.57E-08,19,R3HDM4
1892,ENSG00000134444,10.12198839,3.408857322,4.06E-08,5.57E-08,18,RELCH
3095,ENSG00000166377,7.330306738,3.864223741,4.11E-08,5.63E-08,18,ATP9B
211,ENSG00000051620,-10.11824757,3.366173559,4.24E-08,5.79E-08,6,HEBP2
2793,ENSG00000160294,-10.11824757,3.366173559,4.24E-08,5.79E-08,21,MCM3AP
960,ENSG00000106397,10.11221618,3.399444305,4.24E-08,5.79E-08,7,PLOD3
3998,ENSG00000196715,10.11221618,3.399444305,4.24E-08,5.79E-08,7,VKORC1L1
2940,ENSG00000163872,10.11221618,3.399444305,4.24E-08,5.79E-08,3,YEATS2
4672,ENSG00000243989,6.039190345,5.419600389,4.25E-08,5.80E-08,3,ACY1
4372,ENSG00000221978,5.809680666,5.987405655,4.30E-08,5.86E-08,1,CCNL2
1432,ENSG00000119912,10.10237732,3.389969139,4.42E-08,6.01E-08,10,IDE
489,ENSG00000081913,10.10237732,3.389969139,4.42E-08,6.01E-08,18,PHLPP1
4445,ENSG00000227751,10.10237732,3.389969139,4.42E-08,6.01E-08,1,RCC2-AS1
450,ENSG00000078246,-10.10711708,3.355232211,4.42E-08,6.01E-08,12,TULP3
2860,ENSG00000162654,-5.823833161,5.706441771,4.61E-08,6.24E-08,1,GBP4
3446,ENSG00000173064,-10.09590004,3.344207696,4.62E-08,6.25E-08,12,HECTD4
1448,ENSG00000120509,-10.09590004,3.344207696,4.62E-08,6.25E-08,X,PDZD11
341,ENSG00000068878,-10.09590004,3.344207696,4.62E-08,6.25E-08,2,PSME4
2383,ENSG00000145715,-10.09590004,3.344207696,4.62E-08,6.25E-08,5,RASA1
2719,ENSG00000157557,6.712631767,4.165909212,4.63E-08,6.26E-08,21,ETS2
