,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
1110,ENSG00000111224,4.251622879,4.997862101,1.55E-05,1.19E-05,12,PARP11
3437,ENSG00000172785,4.14575219,6.145077174,1.57E-05,1.20E-05,9,CBWD1
841,ENSG00000103653,-4.32074302,4.717868133,1.57E-05,1.20E-05,15,CSK
446,ENSG00000078061,-8.590182574,1.892069164,1.60E-05,1.22E-05,X,ARAF
4766,ENSG00000253958,8.587420641,1.963234092,1.60E-05,1.22E-05,8,CLDN23
2650,ENSG00000154511,-8.590182574,1.892069164,1.60E-05,1.22E-05,1,DIPK1A
4487,ENSG00000231105,8.587420641,1.963234092,1.60E-05,1.22E-05,1,ECE1-AS1
4347,ENSG00000215251,8.587420641,1.963234092,1.60E-05,1.22E-05,20,FASTKD5
2629,ENSG00000153936,-8.590182574,1.892069164,1.60E-05,1.22E-05,1,HS2ST1
381,ENSG00000072201,-8.590182574,1.892069164,1.60E-05,1.22E-05,4,LNX1
4635,ENSG00000242114,-8.590182574,1.892069164,1.60E-05,1.22E-05,22,MTFP1
3714,ENSG00000182087,8.587420641,1.963234092,1.60E-05,1.22E-05,19,TMEM259
762,ENSG00000101439,-4.836094139,3.404112133,1.63E-05,1.25E-05,20,CST3
1987,ENSG00000136143,-4.40783116,4.10138809,1.64E-05,1.25E-05,13,SUCLA2
3765,ENSG00000183426,5.809387328,2.423991508,1.65E-05,1.26E-05,16,NPIPA1
3140,ENSG00000167182,-5.983238399,2.371428038,1.65E-05,1.26E-05,17,SP2
240,ENSG00000058063,-4.296552871,4.772017773,1.67E-05,1.27E-05,3,ATP11B
1644,ENSG00000127124,-4.824877103,3.393462086,1.69E-05,1.29E-05,1,HIVEP3
1652,ENSG00000127526,-4.199830123,5.182390212,1.69E-05,1.29E-05,19,SLC35E1
1185,ENSG00000112941,4.148472121,5.956725758,1.71E-05,1.30E-05,5,TENT4A
2842,ENSG00000162236,-5.396420465,2.697369121,1.76E-05,1.34E-05,11,STX5
588,ENSG00000090565,8.5589265,1.937194597,1.79E-05,1.36E-05,16,RAB11FIP3
3325,ENSG00000170468,8.5589265,1.937194597,1.79E-05,1.36E-05,14,RIOX1
95,ENSG00000013392,-8.557846172,1.861783176,1.79E-05,1.36E-05,6,RWDD2A
2704,ENSG00000156931,-8.557846172,1.861783176,1.79E-05,1.36E-05,3,VPS8
2256,ENSG00000142409,-8.557846172,1.861783176,1.79E-05,1.36E-05,19,ZNF787
5015,ENSG00000269713,-4.717700439,3.544616383,1.81E-05,1.37E-05,1,NBPF9
4965,ENSG00000266412,-4.717700439,3.544616383,1.81E-05,1.37E-05,10,NCOA4
1486,ENSG00000122008,-4.717700439,3.544616383,1.81E-05,1.37E-05,5,POLK
1271,ENSG00000115355,-4.095956749,6.430519155,1.85E-05,1.40E-05,2,CCDC88A
302,ENSG00000066117,-5.378069303,2.680005082,1.88E-05,1.42E-05,12,SMARCD1
3748,ENSG00000182934,4.14979861,5.776973993,1.88E-05,1.42E-05,11,SRPRA
2561,ENSG00000151575,-4.158611098,5.430742088,1.90E-05,1.44E-05,15,TEX9
2293,ENSG00000143401,4.015241688,9.53158131,1.93E-05,1.46E-05,1,ANP32E
1995,ENSG00000136271,5.76824281,2.386135992,1.94E-05,1.46E-05,7,DDX56
2048,ENSG00000137210,-4.157007824,5.339683918,1.94E-05,1.46E-05,6,TMEM14B
1241,ENSG00000114742,-5.936783544,2.32759822,1.94E-05,1.46E-05,3,WDR48
2278,ENSG00000143207,-4.905908722,3.16335129,1.95E-05,1.47E-05,1,COP1
3224,ENSG00000168397,-8.524768336,1.830858114,2.00E-05,1.50E-05,2,ATG4B
1106,ENSG00000110934,5.179737196,2.712096339,2.00E-05,1.50E-05,12,BIN2
1027,ENSG00000108468,5.179737196,2.712096339,2.00E-05,1.50E-05,17,CBX1
5152,ENSG00000277972,8.529858222,1.910669286,2.00E-05,1.50E-05,17,CISD3
3592,ENSG00000177030,-8.524768336,1.830858114,2.00E-05,1.50E-05,11,DEAF1
3781,ENSG00000183742,-8.524768336,1.830858114,2.00E-05,1.50E-05,7,MACC1
1247,ENSG00000114904,-8.524768336,1.830858114,2.00E-05,1.50E-05,3,NEK4
2854,ENSG00000162599,8.529858222,1.910669286,2.00E-05,1.50E-05,1,NFIA
3974,ENSG00000196358,-8.524768336,1.830858114,2.00E-05,1.50E-05,9,NTNG2
3000,ENSG00000164483,-8.524768336,1.830858114,2.00E-05,1.50E-05,6,SAMD3
1499,ENSG00000122490,-8.524768336,1.830858114,2.00E-05,1.50E-05,18,SLC66A2
3720,ENSG00000182165,-8.524768336,1.830858114,2.00E-05,1.50E-05,7,TP53TG1
1051,ENSG00000109062,-4.892626231,3.150770973,2.05E-05,1.54E-05,17,SLC9A3R1
2085,ENSG00000138031,4.278677345,4.519940207,2.06E-05,1.55E-05,2,ADCY3
4052,ENSG00000197712,-4.229487415,4.8513538,2.06E-05,1.55E-05,4,FAM114A1
3100,ENSG00000166435,-4.324741041,4.145910036,2.06E-05,1.55E-05,11,XRRA1
912,ENSG00000105374,-5.061224507,2.919655308,2.10E-05,1.57E-05,19,NKG7
443,ENSG00000077984,4.298696503,4.434569253,2.11E-05,1.58E-05,20,CST7
3619,ENSG00000177963,5.747221989,2.366824464,2.11E-05,1.58E-05,11,RIC8A
462,ENSG00000078808,5.747221989,2.366824464,2.11E-05,1.58E-05,1,SDF4
1388,ENSG00000118564,4.12121735,5.451242979,2.15E-05,1.61E-05,4,FBXL5
2188,ENSG00000140368,4.695488676,3.179444382,2.15E-05,1.61E-05,15,PSTPIP1
3991,ENSG00000196642,4.695488676,3.179444382,2.15E-05,1.61E-05,9,RABL6
2763,ENSG00000159210,-4.666028774,3.495646044,2.18E-05,1.63E-05,17,SNF8
1153,ENSG00000112110,4.098936929,5.80435895,2.20E-05,1.64E-05,6,MRPL18
919,ENSG00000105443,-5.045477339,2.904765528,2.22E-05,1.66E-05,19,CYTH2
1260,ENSG00000115211,4.864830267,2.951862324,2.22E-05,1.66E-05,2,EIF2B4
1680,ENSG00000128596,8.500192195,1.883639593,2.24E-05,1.67E-05,7,CCDC136
2448,ENSG00000147570,-8.490914265,1.799266584,2.24E-05,1.67E-05,8,DNAJC5B
3931,ENSG00000188542,8.500192195,1.883639593,2.24E-05,1.67E-05,2,DUSP28
5205,ENSG00000280411,-8.490914265,1.799266584,2.24E-05,1.67E-05,14,IGHV1-69D
1641,ENSG00000127054,-8.490914265,1.799266584,2.24E-05,1.67E-05,1,INTS11
3785,ENSG00000183856,8.500192195,1.883639593,2.24E-05,1.67E-05,1,IQGAP3
4523,ENSG00000233559,8.500192195,1.883639593,2.24E-05,1.67E-05,7,LINC00513
1540,ENSG00000123600,-8.490914265,1.799266584,2.24E-05,1.67E-05,2,METTL8
3542,ENSG00000175581,8.500192195,1.883639593,2.24E-05,1.67E-05,11,MRPL48
1430,ENSG00000119900,8.500192195,1.883639593,2.24E-05,1.67E-05,6,OGFRL1
3228,ENSG00000168495,-8.490914265,1.799266584,2.24E-05,1.67E-05,8,POLR3D
2234,ENSG00000141542,-8.490914265,1.799266584,2.24E-05,1.67E-05,17,RAB40B
3649,ENSG00000179041,-8.490914265,1.799266584,2.24E-05,1.67E-05,8,RRS1
1023,ENSG00000108395,-8.490914265,1.799266584,2.24E-05,1.67E-05,17,TRIM37
31,ENSG00000005448,8.500192195,1.883639593,2.24E-05,1.67E-05,2,WDR54
1262,ENSG00000115241,-4.220513828,4.700178367,2.27E-05,1.69E-05,2,PPM1G
707,ENSG00000100568,4.049499955,6.275250176,2.29E-05,1.70E-05,14,VTI1B
1091,ENSG00000110536,4.137874569,4.960428287,2.30E-05,1.71E-05,11,PTPMT1
2494,ENSG00000149187,4.021740439,6.417917659,2.36E-05,1.75E-05,11,CELF1
683,ENSG00000100330,4.32570559,4.225848439,2.37E-05,1.76E-05,22,MTMR3
1783,ENSG00000131966,4.08375673,5.462841215,2.43E-05,1.80E-05,14,ACTR10
2533,ENSG00000150787,4.111172216,5.291980203,2.47E-05,1.83E-05,11,PTS
215,ENSG00000053371,8.469903318,1.856085869,2.52E-05,1.86E-05,1,AKR7A2
2784,ENSG00000160072,8.469903318,1.856085869,2.52E-05,1.86E-05,1,ATAD3B
3033,ENSG00000165240,-8.456246651,1.766979396,2.52E-05,1.86E-05,X,ATP7A
4546,ENSG00000235106,-8.456246651,1.766979396,2.52E-05,1.86E-05,9,BRD3OS
2889,ENSG00000163249,-8.456246651,1.766979396,2.52E-05,1.86E-05,2,CCNYL1
2628,ENSG00000153904,-8.456246651,1.766979396,2.52E-05,1.86E-05,1,DDAH1
4323,ENSG00000214176,8.469903318,1.856085869,2.52E-05,1.86E-05,17,PLEKHM1P1
2835,ENSG00000161929,8.469903318,1.856085869,2.52E-05,1.86E-05,17,SCIMP
3912,ENSG00000187742,-8.456246651,1.766979396,2.52E-05,1.86E-05,9,SECISBP2
1203,ENSG00000113504,-8.456246651,1.766979396,2.52E-05,1.86E-05,5,SLC12A7
1948,ENSG00000135605,-8.456246651,1.766979396,2.52E-05,1.86E-05,4,TEC
4426,ENSG00000226726,-8.456246651,1.766979396,2.52E-05,1.86E-05,2,TMEM256P2
18,ENSG00000004766,-8.456246651,1.766979396,2.52E-05,1.86E-05,7,VPS50
4116,ENSG00000198556,8.469903318,1.856085869,2.52E-05,1.86E-05,7,ZNF789
4263,ENSG00000211751,4.05286511,5.522980503,2.60E-05,1.92E-05,7,TRBC1
2676,ENSG00000155957,3.992158335,6.581594467,2.65E-05,1.95E-05,12,TMBIM4
4995,ENSG00000268043,-4.087000964,5.022115831,2.66E-05,1.96E-05,1,NBPF12
2901,ENSG00000163513,-4.150334972,4.843100908,2.72E-05,2.00E-05,3,TGFBR2
319,ENSG00000066933,5.682256869,2.307268311,2.73E-05,2.01E-05,15,MYO9A
335,ENSG00000068400,4.20251115,4.448844487,2.76E-05,2.03E-05,X,GRIPAP1
2626,ENSG00000153879,-3.987547273,6.05390375,2.79E-05,2.05E-05,19,CEBPG
3668,ENSG00000179950,4.042320602,5.714248614,2.79E-05,2.05E-05,8,PUF60
4308,ENSG00000213918,4.418724923,3.869554205,2.83E-05,2.08E-05,16,DNASE1
1351,ENSG00000117305,8.438964874,1.827987293,2.84E-05,2.08E-05,1,HMGCL
1895,ENSG00000134470,8.438964874,1.827987293,2.84E-05,2.08E-05,10,IL15RA
1628,ENSG00000126456,8.438964874,1.827987293,2.84E-05,2.08E-05,19,IRF3
2817,ENSG00000161013,8.438964874,1.827987293,2.84E-05,2.08E-05,5,MGAT4B
2563,ENSG00000151612,8.438964874,1.827987293,2.84E-05,2.08E-05,4,ZNF827
1103,ENSG00000110906,3.94705689,6.690488049,2.97E-05,2.17E-05,12,KCTD10
3438,ENSG00000172845,-3.954985263,6.474235223,2.99E-05,2.18E-05,2,SP3
2620,ENSG00000153395,-4.125106292,4.819360245,3.02E-05,2.20E-05,5,LPCAT1
2446,ENSG00000147454,4.073352553,5.147328839,3.03E-05,2.21E-05,8,SLC25A37
2528,ENSG00000150637,-4.1896448,4.237011983,3.07E-05,2.24E-05,18,CD226
3217,ENSG00000168291,3.951183502,6.374431042,3.08E-05,2.24E-05,3,PDHB
3937,ENSG00000188690,4.39660099,3.848967474,3.09E-05,2.25E-05,10,UROS
1244,ENSG00000114796,-3.94132285,6.497839776,3.16E-05,2.30E-05,3,KLHL24
1043,ENSG00000108839,-8.420725428,1.733965398,3.21E-05,2.33E-05,17,ALOX12
2053,ENSG00000137343,8.407348392,1.799321775,3.21E-05,2.33E-05,6,ATAT1
1837,ENSG00000132964,-8.420725428,1.733965398,3.21E-05,2.33E-05,13,CDK8
2157,ENSG00000139624,8.407348392,1.799321775,3.21E-05,2.33E-05,12,CERS5
1356,ENSG00000117419,8.407348392,1.799321775,3.21E-05,2.33E-05,1,ERI3
3447,ENSG00000173065,-8.420725428,1.733965398,3.21E-05,2.33E-05,17,FAM222B
3017,ENSG00000164896,-8.420725428,1.733965398,3.21E-05,2.33E-05,7,FASTK
4406,ENSG00000225492,-8.420725428,1.733965398,3.21E-05,2.33E-05,1,GBP1P1
4835,ENSG00000257704,-8.420725428,1.733965398,3.21E-05,2.33E-05,19,INAFM1
4852,ENSG00000258441,-3.977521391,5.705086594,3.21E-05,2.33E-05,14,LINC00641
4519,ENSG00000233308,-8.420725428,1.733965398,3.21E-05,2.33E-05,3,OSTN-AS1
332,ENSG00000068308,-8.420725428,1.733965398,3.21E-05,2.33E-05,X,OTUD5
50,ENSG00000006757,8.407348392,1.799321775,3.21E-05,2.33E-05,X,PNPLA4
1079,ENSG00000110060,8.407348392,1.799321775,3.21E-05,2.33E-05,11,PUS3
2725,ENSG00000157837,-8.420725428,1.733965398,3.21E-05,2.33E-05,12,SPPL3
3960,ENSG00000196074,-8.420725428,1.733965398,3.21E-05,2.33E-05,20,SYCP2
995,ENSG00000107614,-8.420725428,1.733965398,3.21E-05,2.33E-05,10,TRDMT1
3116,ENSG00000166847,4.046161829,4.874914341,3.25E-05,2.36E-05,16,DCTN5
514,ENSG00000084693,-4.645231047,3.223562275,3.36E-05,2.43E-05,2,AGBL5
1273,ENSG00000115392,4.584107579,3.076678816,3.36E-05,2.43E-05,2,FANCL
1164,ENSG00000112304,3.976611125,5.726041018,3.45E-05,2.49E-05,6,ACOT13
751,ENSG00000101246,5.614227833,2.245113423,3.56E-05,2.56E-05,20,ARFRP1
166,ENSG00000037757,5.614227833,2.245113423,3.56E-05,2.56E-05,19,MRI1
4631,ENSG00000241973,-5.787707355,2.187622815,3.56E-05,2.56E-05,22,PI4KA
112,ENSG00000018699,5.614227833,2.245113423,3.56E-05,2.56E-05,2,TTC27
2678,ENSG00000155975,-5.787707355,2.187622815,3.56E-05,2.56E-05,8,VPS37A
3232,ENSG00000168615,-8.384307497,1.700191303,3.63E-05,2.61E-05,8,ADAM9
3536,ENSG00000175416,8.375023485,1.770065856,3.63E-05,2.61E-05,5,CLTB
3225,ENSG00000168405,-8.384307497,1.700191303,3.63E-05,2.61E-05,6,CMAHP
4709,ENSG00000248019,8.341957676,1.740194587,3.63E-05,2.61E-05,4,FAM13A-AS1
3846,ENSG00000185442,-8.384307497,1.700191303,3.63E-05,2.61E-05,15,FAM174B
180,ENSG00000044012,8.341957676,1.740194587,3.63E-05,2.61E-05,1,GUCA2B
3305,ENSG00000170049,8.341957676,1.740194587,3.63E-05,2.61E-05,17,KCNAB3
1654,ENSG00000127528,-8.384307497,1.700191303,3.63E-05,2.61E-05,19,KLF2
4126,ENSG00000198799,8.341957676,1.740194587,3.63E-05,2.61E-05,1,LRIG2
4951,ENSG00000264501,-8.384307497,1.700191303,3.63E-05,2.61E-05,1,RN7SL731P
213,ENSG00000052749,8.341957676,1.740194587,3.63E-05,2.61E-05,10,RRP12
4141,ENSG00000198879,-8.384307497,1.700191303,3.63E-05,2.61E-05,10,SFMBT2
3805,ENSG00000184436,8.341957676,1.740194587,3.63E-05,2.61E-05,22,THAP7
3697,ENSG00000181007,8.341957676,1.740194587,3.63E-05,2.61E-05,19,ZFP82
962,ENSG00000106443,-3.983061155,5.429569324,3.66E-05,2.63E-05,7,PHF14
2732,ENSG00000158050,-3.913367542,5.984388856,3.69E-05,2.65E-05,2,DUSP2
2590,ENSG00000152404,-3.890120361,6.681902979,3.70E-05,2.66E-05,11,CWF19L2
25,ENSG00000005075,5.02244986,2.567600014,3.74E-05,2.68E-05,7,POLR2J
2500,ENSG00000149308,-3.895647448,6.418654149,3.76E-05,2.70E-05,11,NPAT
1798,ENSG00000132329,3.957308496,5.433827134,3.77E-05,2.70E-05,2,RAMP1
371,ENSG00000071537,3.928106263,5.880375821,3.77E-05,2.70E-05,14,SEL1L
2937,ENSG00000163832,4.172659296,4.205041654,3.78E-05,2.71E-05,3,ELP6
2946,ENSG00000163935,4.098876693,4.449384373,3.78E-05,2.71E-05,3,SFMBT1
2891,ENSG00000163281,-3.930040745,5.753229837,3.86E-05,2.76E-05,4,GNPDA2
3653,ENSG00000179115,5.590819459,2.223777334,3.90E-05,2.79E-05,19,FARSA
251,ENSG00000059915,5.590819459,2.223777334,3.90E-05,2.79E-05,10,PSD
2866,ENSG00000162739,5.590819459,2.223777334,3.90E-05,2.79E-05,1,SLAMF6
1231,ENSG00000114383,5.590819459,2.223777334,3.90E-05,2.79E-05,3,TUSC2
3729,ENSG00000182487,4.531703502,3.028524082,3.93E-05,2.81E-05,7,NCF1B
856,ENSG00000104320,-3.895944248,6.200362534,3.99E-05,2.84E-05,8,NBN
671,ENSG00000100209,4.471849643,3.522796816,4.00E-05,2.85E-05,22,HSCB
593,ENSG00000090863,-3.919567509,5.713215573,4.01E-05,2.86E-05,16,GLG1
1525,ENSG00000123144,-3.968199299,5.162257086,4.01E-05,2.86E-05,19,TRIR
3386,ENSG00000171681,-3.88037339,6.527986074,4.03E-05,2.87E-05,12,ATF7IP
1491,ENSG00000122203,5.003866058,2.550603138,4.03E-05,2.87E-05,5,KIAA1191
262,ENSG00000062598,-4.498885465,3.337966237,4.11E-05,2.92E-05,20,ELMO2
1100,ENSG00000110876,-4.280967199,3.347992429,4.11E-05,2.92E-05,12,SELPLG
3021,ENSG00000164938,-4.280967199,3.347992429,4.11E-05,2.92E-05,8,TP53INP1
1042,ENSG00000108798,-8.346946409,1.665621482,4.12E-05,2.93E-05,17,ABI3
612,ENSG00000093010,-8.346946409,1.665621482,4.12E-05,2.93E-05,22,COMT
4248,ENSG00000211644,-8.346946409,1.665621482,4.12E-05,2.93E-05,22,IGLV1-51
4352,ENSG00000215424,-8.346946409,1.665621482,4.12E-05,2.93E-05,21,MCM3AP-AS1
806,ENSG00000102858,8.308116203,1.709681403,4.12E-05,2.93E-05,16,MGRN1
2893,ENSG00000163344,-8.346946409,1.665621482,4.12E-05,2.93E-05,1,PMVK
674,ENSG00000100239,-8.346946409,1.665621482,4.12E-05,2.93E-05,22,PPP6R2
5167,ENSG00000278941,8.308116203,1.709681403,4.12E-05,2.93E-05,17,SMG6-IT1
3484,ENSG00000174125,-8.346946409,1.665621482,4.12E-05,2.93E-05,4,TLR1
3966,ENSG00000196187,-8.346946409,1.665621482,4.12E-05,2.93E-05,1,TMEM63A
3458,ENSG00000173511,8.308116203,1.709681403,4.12E-05,2.93E-05,11,VEGFB
1836,ENSG00000132953,-8.346946409,1.665621482,4.12E-05,2.93E-05,13,XPO4
953,ENSG00000106261,-8.346946409,1.665621482,4.12E-05,2.93E-05,7,ZKSCAN1
3993,ENSG00000196652,-8.346946409,1.665621482,4.12E-05,2.93E-05,7,ZKSCAN5
3751,ENSG00000182986,-8.346946409,1.665621482,4.12E-05,2.93E-05,19,ZNF320
1302,ENSG00000116017,-4.707808088,2.976477313,4.15E-05,2.95E-05,19,ARID3A
2012,ENSG00000136717,5.542831509,2.180121258,4.29E-05,3.04E-05,2,BIN1
2600,ENSG00000152684,-5.734383724,2.13781984,4.29E-05,3.04E-05,5,PELO
5131,ENSG00000276293,5.567025001,2.20211664,4.29E-05,3.04E-05,17,PIP4K2B
3946,ENSG00000188921,4.453006987,3.505344115,4.32E-05,3.06E-05,9,HACD4
1128,ENSG00000111647,4.985039746,2.533401299,4.34E-05,3.07E-05,12,UHRF1BP1L
2111,ENSG00000138468,4.243776675,3.870314654,4.49E-05,3.17E-05,3,SENP7
4027,ENSG00000197183,4.946633678,2.498362423,4.68E-05,3.30E-05,20,NOL4L
2849,ENSG00000162433,8.2734618,1.67849798,4.69E-05,3.31E-05,1,AK4
779,ENSG00000101935,-8.308592011,1.630217746,4.69E-05,3.31E-05,X,AMMECR1
1672,ENSG00000128335,8.2734618,1.67849798,4.69E-05,3.31E-05,22,APOL2
2366,ENSG00000145246,-8.308592011,1.630217746,4.69E-05,3.31E-05,4,ATP10D
4073,ENSG00000197982,-8.308592011,1.630217746,4.69E-05,3.31E-05,1,C1orf122
1233,ENSG00000114395,-8.308592011,1.630217746,4.69E-05,3.31E-05,3,CYB561D2
2374,ENSG00000145451,-8.308592011,1.630217746,4.69E-05,3.31E-05,4,GLRA3
144,ENSG00000029993,8.2734618,1.67849798,4.69E-05,3.31E-05,X,HMGB3
3586,ENSG00000176903,-8.308592011,1.630217746,4.69E-05,3.31E-05,14,PNMA1
2685,ENSG00000156253,8.2734618,1.67849798,4.69E-05,3.31E-05,21,RWDD2B
226,ENSG00000055070,-8.308592011,1.630217746,4.69E-05,3.31E-05,1,SZRD1
3892,ENSG00000186815,-8.308592011,1.630217746,4.69E-05,3.31E-05,12,TPCN1
1632,ENSG00000126602,-8.308592011,1.630217746,4.69E-05,3.31E-05,16,TRAP1
3391,ENSG00000171817,-8.308592011,1.630217746,4.69E-05,3.31E-05,19,ZNF540
3056,ENSG00000165714,5.518225371,2.157780624,4.71E-05,3.32E-05,12,BORCS5
917,ENSG00000105404,-3.907990804,5.39754791,4.85E-05,3.41E-05,19,RABAC1
3689,ENSG00000180758,3.951132126,5.033563582,4.86E-05,3.42E-05,1,GPR157
3795,ENSG00000184205,-3.841923936,5.942638873,4.88E-05,3.43E-05,X,TSPYL2
2464,ENSG00000148377,3.946286828,4.713269355,4.95E-05,3.47E-05,10,IDI2
4096,ENSG00000198231,-4.163360677,3.589269253,4.99E-05,3.50E-05,17,DDX42
1597,ENSG00000125652,-4.128846057,3.704971716,5.11E-05,3.58E-05,19,ALKBH7
2237,ENSG00000141646,-4.045848947,4.200115188,5.12E-05,3.59E-05,18,SMAD4
3115,ENSG00000166803,4.638078291,2.743693745,5.15E-05,3.60E-05,15,PCLAF
2318,ENSG00000143878,4.638078291,2.743693745,5.15E-05,3.60E-05,2,RHOB
2771,ENSG00000159496,5.493192266,2.135083669,5.18E-05,3.62E-05,22,RGL4
1303,ENSG00000116062,3.890369361,5.236048395,5.22E-05,3.65E-05,2,MSH6
1045,ENSG00000108854,4.151304421,3.931069882,5.30E-05,3.70E-05,17,SMURF2
1357,ENSG00000117448,-3.906486293,4.853129031,5.32E-05,3.71E-05,1,AKR1A1
3581,ENSG00000176783,3.852816053,5.420551474,5.35E-05,3.73E-05,5,RUFY1
3535,ENSG00000175414,-8.269190038,1.593939087,5.36E-05,3.74E-05,5,ARL10
406,ENSG00000074582,-8.269190038,1.593939087,5.36E-05,3.74E-05,2,BCS1L
1479,ENSG00000121594,-8.269190038,1.593939087,5.36E-05,3.74E-05,3,CD80
928,ENSG00000105672,-8.269190038,1.593939087,5.36E-05,3.74E-05,19,ETV2
4367,ENSG00000221909,8.237954447,1.646614077,5.36E-05,3.74E-05,7,FAM200A
2466,ENSG00000148400,-8.269190038,1.593939087,5.36E-05,3.74E-05,9,NOTCH1
872,ENSG00000104679,-8.269190038,1.593939087,5.36E-05,3.74E-05,8,R3HCC1
3388,ENSG00000171763,8.237954447,1.646614077,5.36E-05,3.74E-05,15,SPATA5L1
4149,ENSG00000198959,8.237954447,1.646614077,5.36E-05,3.74E-05,20,TGM2
1647,ENSG00000127191,-8.269190038,1.593939087,5.36E-05,3.74E-05,9,TRAF2
3629,ENSG00000178163,-8.269190038,1.593939087,5.36E-05,3.74E-05,4,ZNF518B
4354,ENSG00000215717,-3.790279,6.603941338,5.42E-05,3.78E-05,1,TMEM167B
2122,ENSG00000138698,3.851284376,5.377862099,5.50E-05,3.83E-05,4,RAP1GDS1
500,ENSG00000083635,-3.81056735,6.032215405,5.53E-05,3.85E-05,13,NUFIP1
1566,ENSG00000124562,-3.875956456,5.329434544,5.53E-05,3.85E-05,6,SNRPC
1974,ENSG00000135945,-4.426200658,3.269766634,5.54E-05,3.86E-05,2,REV1
3457,ENSG00000173486,-3.831604529,5.748330731,5.59E-05,3.89E-05,11,FKBP2
1598,ENSG00000125656,-4.046537051,3.998120677,5.67E-05,3.94E-05,19,CLPP
1694,ENSG00000129055,5.467717115,2.112018779,5.71E-05,3.97E-05,3,ANAPC13
427,ENSG00000076641,-3.766978414,7.077369295,5.71E-05,3.97E-05,8,PAG1
3788,ENSG00000183921,-5.650510226,2.059785736,5.71E-05,3.97E-05,16,SDR42E2
2973,ENSG00000164163,3.768804805,6.830177292,5.89E-05,4.08E-05,4,ABCE1
549,ENSG00000087884,-8.228681655,1.556741401,6.13E-05,4.24E-05,11,AAMDC
4746,ENSG00000251503,-8.228681655,1.556741401,6.13E-05,4.24E-05,1,CENPS-CORT
4949,ENSG00000264364,-8.228681655,1.556741401,6.13E-05,4.24E-05,17,DYNLL2
5226,ENSG00000281649,8.201551095,1.613997358,6.13E-05,4.24E-05,9,EBLN3P
2020,ENSG00000136813,-8.228681655,1.556741401,6.13E-05,4.24E-05,9,ECPAS
181,ENSG00000046653,-8.228681655,1.556741401,6.13E-05,4.24E-05,X,GPM6B
4165,ENSG00000203814,-8.228681655,1.556741401,6.13E-05,4.24E-05,1,H2BC18
4376,ENSG00000223350,-8.228681655,1.556741401,6.13E-05,4.24E-05,22,IGLV9-49
444,ENSG00000078018,8.201551095,1.613997358,6.13E-05,4.24E-05,2,MAP2
1717,ENSG00000129933,8.201551095,1.613997358,6.13E-05,4.24E-05,19,MAU2
16,ENSG00000003509,-8.228681655,1.556741401,6.13E-05,4.24E-05,2,NDUFAF7
2019,ENSG00000136811,-8.228681655,1.556741401,6.13E-05,4.24E-05,9,ODF2
448,ENSG00000078142,-8.228681655,1.556741401,6.13E-05,4.24E-05,18,PIK3C3
2727,ENSG00000157870,8.201551095,1.613997358,6.13E-05,4.24E-05,1,PRXL2B
3309,ENSG00000170142,-8.228681655,1.556741401,6.13E-05,4.24E-05,3,UBE2E1
131,ENSG00000027001,-3.979513333,4.229783197,6.20E-05,4.28E-05,13,MIPEP
3917,ENSG00000187912,4.588114408,2.698155498,6.26E-05,4.32E-05,19,CLEC17A
2093,ENSG00000138175,5.441784024,2.088573763,6.31E-05,4.35E-05,10,ARL3
312,ENSG00000066557,5.441784024,2.088573763,6.31E-05,4.35E-05,1,LRRC40
2823,ENSG00000161533,-4.38843724,3.234427751,6.33E-05,4.37E-05,17,ACOX1
2204,ENSG00000140740,-4.02639887,3.866303972,6.48E-05,4.46E-05,16,UQCRC2
1983,ENSG00000136100,4.283216356,3.101317967,6.56E-05,4.51E-05,13,VPS36
4037,ENSG00000197343,3.77728873,5.995674696,6.58E-05,4.52E-05,7,ZNF655
4061,ENSG00000197837,4.012969368,4.057412225,6.83E-05,4.68E-05,12,H4-16
420,ENSG00000075975,3.873355173,4.573551215,6.84E-05,4.69E-05,3,MKRN2
812,ENSG00000102962,-4.454619833,3.044790833,6.90E-05,4.73E-05,16,CCL22
2166,ENSG00000139726,-3.715159067,6.985572974,6.90E-05,4.73E-05,12,DENR
2961,ENSG00000164056,4.845892219,2.406801938,6.92E-05,4.74E-05,4,SPRY1
1719,ENSG00000129993,-5.591756946,2.005352369,6.97E-05,4.77E-05,16,CBFA2T3
4332,ENSG00000214595,-5.591756946,2.005352369,6.97E-05,4.77E-05,2,EML6
888,ENSG00000104969,-5.591756946,2.005352369,6.97E-05,4.77E-05,19,SGTA
1670,ENSG00000128294,5.415376228,2.064735813,6.97E-05,4.77E-05,22,TPST2
3461,ENSG00000173545,5.415376228,2.064735813,6.97E-05,4.77E-05,5,ZNF622
2358,ENSG00000144895,3.72395595,6.635778191,7.00E-05,4.79E-05,3,EIF2A
2846,ENSG00000162402,-3.772971859,5.309049681,7.02E-05,4.80E-05,1,USP24
2542,ENSG00000151150,-8.187002927,1.518577161,7.04E-05,4.81E-05,10,ANK3
4649,ENSG00000242802,-8.187002927,1.518577161,7.04E-05,4.81E-05,7,AP5Z1
3316,ENSG00000170293,-8.187002927,1.518577161,7.04E-05,4.81E-05,3,CMTM8
4732,ENSG00000250299,8.16420535,1.580613195,7.04E-05,4.81E-05,13,MRPS31P4
