Names	total	elements
		SIGLEC14
		CNN3
		MMAB
		DHX40
		EVI5
		SLC1A5
		GET4
		VPS41
		LSM10
		ZNF639
		DTX1
		GPALPP1
		C12orf10
		SUN1
		RPL13P5
		CASD1
		NIBAN1
		TTBK2
		SMIM10L1
		CXCL8
		LRRC37BP1
		KCTD5
		LINC01023
		HDAC9
		GZMK
		DNAJC3
		DYM
		ZSCAN16-AS1
		MNDA
		TMEM165
		ZW10
		C12orf29
		LINC01229
		MYT1
		SLC25A25-AS1
		CEP162
		HECTD4
		PPP3CC
		TRAPPC2B
		USP9X
		IFIT2
		TIGD1
		MEA1
		STAP1
		PARP11
		NKG7
		BORCS5
		AGO4
		COG2
		YY1
		ZNF92
		TRAPPC2L
		SLBP
		JMJD7
		CDCA7L
		CCDC138
		FAM222B
		UBL4A
		MCM3
		INO80E
		CDC37L1
		ZNF585B
		FBXW4
		NBPF1
		SLC2A8
		CARD6
		STK38L
		LEPROT
		CUEDC2
		DDX42
		DNAJC9-AS1
		MTHFD2
		CCDC120
		KSR1
		CBLB
		FAF1
		OAS3
		SLC9A7
		VPS39
		POC1B-GALNT4
		CSK
		VAPB
		ZNF236
		CTSS
		MUC12
		NEMP2
		TMTC3
		LUC7L
		RAF1
		INF2
		MRPS33
		AKTIP
		UBE2M
		KLRK1
		ARL10
		ZNF281
		RAMP1
		P2RX5
		ANKRD46
		CLDN23
		SMIM12
		SNX4
		PDE8A
		BLM
		LMBRD2
		SELENOW
		TIMM10B
		SYNRG
		DNLZ
		UNC13D
		SMAD7
		RHBDD2
		TMC8
		GOLGA8A
		HMGA1P4
		SNRPD1
		PCAT6
		LMO2
		PPP2CB
		PDPR
		TWF2
		PRKAR1A
		AVPI1
		PRELID3B
		RAD52
		SGTB
		LINC01160
		CHUK
		C1orf122
		PDPK1
		DENND4B
		KYNU
		CENPS
		GPN3
		CD2AP
		AK9
		CCDC86
		ZFP30
		SMN2
		MYH10
		TTC39C
		CTBP1
		XRRA1
		STX11
		THOC1
		TBXAS1
		STXBP5
		TMEM9B
		KXD1
		MAP6D1
		USP25
		ZNF124
		NSL1
		ASCC2
		PSENEN
		GFM1
		FCRL2
		RAB11FIP3
		CYTH2
		BABAM1
		TRBV9
		AP5M1
		SERF1B
		CYB561D2
		MYO5A
		ADAM10
		REV1
		SPEN
		LIPA
		CCSAP
		MRPS22
		CHST14
		GAMT
		DRAM1
		TSPAN33
		TRMT44
		LRRC34
		SZRD1
		BAD
		TPM1
		PDS5B
		RN7SL55P
		WDFY4
		NOC2L
		MTIF3
		ATF5
		GABARAPL1
		PLEKHA1
		SUGP1
		LIG4
		PFKFB3
		SINHCAFP2
		SIN3A
		NSD3
		TXNL1
		AGFG2
		RNF168
		NAPEPLD
		MTERF4
		AHSA2P
		CABLES2
		ISG20L2
		RNF115
		CCNYL1
		KIAA2026
		SPECC1
		PGAP6
		ESD
		MTMR10
		MAT2B
		VDAC1
		NDOR1
		MED6
		ERLEC1
		TPRN
		TXNDC5
		CD46
		FAM170B
		ARFGAP2
		PMS2P1
		ADRB2
		PMFBP1
		RETREG2
		SIT1
		TYSND1
		UTP14A
		TBP
		NHEJ1
		SEPTIN2
		DNAJC18
		MRPL17
		CENPBD1P1
		TUBB3
		CXXC5
		ERCC3
		TP53BP1
		PTCH1
		RPL15P2
		SMIM19
		TINF2
		TCEAL4
		DDX46
		VPS13A
		TES
		KAT6A
		SNX20
		BCOR
		SH3TC1
		NSUN3
		GOPC
		PNPLA8
		ILF3
		RP2
		MIAT
		EML4-AS1
		C12orf57
		HAUS8
		SEMA4B
		SNX14
		ATG101
		BEX4
		CCNC
		TADA1
		RPS6KB2
		TXLNA
		AIP
		TNFRSF13C
		UBAP1
		DHRS3
		ZFP82
		CPPED1
		EXOSC5
		TXNDC16
		AIMP2
		CEP89
		PRRC1
		DIS3
		THAP3
		VPS13D
		SPATS2
		TMEM184B
		NOMO3
		SKIV2L
		SPIN1
		ARNTL
		IL12A
		EMC7
		DTNB-AS1
		PUS10
		RGS9BP
		SURF2
		INO80C
		KPNA1
		RFXANK
		FAF2
		FAM149B1
		COASY
		ADA
		MAZ
		CLASP2
		PIN4
		EIF2AK3
		RSBN1L
		PDCD10
		RPRD2
		SMYD2
		CHMP4B
		PBX3
		DCTN6
		ZNF761
		MKRN2
		CCDC93
		PSME4
		SSNA1
		CMAHP
		ZMAT3
		SNAPIN
		MED23
		PCNX1
		H4C11
		RPL17P50
		UFC1
		GMEB2
		YEATS2-AS1
		PDCD2
		LIMK2
		GAR1
		RPF2
		UBE4A
		C1orf109
		MX2
		RAB39B
		IGHV1OR15-1
		SEL1L
		NDUFC2
		LAMP5
		UBE2G2
		TRAPPC13
		PHLPP1
		COPS7B
		NARS1
		BAG6
		KIAA0040
		BTF3L4
		GZF1
		SPTY2D1OS
		DDX55
		ITGA4
		C2CD5
		MLX
		NSUN2
		GCNA
		KATNBL1
		TPTEP2-CSNK1E
		LGALSL
		SLCO4A1
		NCAPH
		PTPRK
		RN7SK
		TAGLN
		WDR81
		THOC3
		AP5Z1
		PHACTR4
		ENG
		GAPVD1
		SNHG3
		WBP1L
		ARHGAP31
		TMBIM4
		ZNF140
		SAP30L
		SMIM4
		BRD9
		UHRF1BP1L
		VEZF1
		GLUD1
		GIT1
		SYT1
		IGLVI-70
		APIP
		CCDC84
		SREK1IP1
		HMGN5
		ZNF701
		ODF2
		EFCAB10
		EPB41
		SCAPER
		CRYBB2P1
		TYROBP
		ADSS2
		RARA
		FASTKD3
		RMI1
		ANKRD16
		RNF220
		COLCA2
		SS18
		TRABD
		IKZF2
		MYD88
		GUCA2B
		IGLV1-47
		CBFB
		EBAG9
		UROD
		COMMD4
		RRP8
		TTLL12
		RBCK1
		RFC2
		SH2D3A
		LAYN
		VCPKMT
		MGLL
		SCFD2
		PIAS2
		IL2RA
		TRAPPC12
		PLK2
		IGLV3-1
		ARHGAP9
		DARS-AS1
		ZNF597
		SMURF1
		PRIM1
		PRMT5-AS1
		COPS5
		TVP23B
		HDX
		SCPEP1
		MAPKAPK5
		GRASP
		INHBA
		ZFP91
		TFB2M
		METTL9
		MAP2K5
		MTG2
		MEMO1P1
		KNL1
		LINC00513
		RPS10P7
		LRRK1
		CHRNA1
		CD80
		DENR
		DDRGK1
		PHF6
		ADPRH
		MLLT6
		EPB41L2
		CDK5RAP1
		JMJD6
		BCL2L2-PABPN1
		WIPF2
		SMARCD2
		TRIM21
		PPM1B
		AAMP
		FABP1
		CCDC191
		AK4
		CAPRIN1
		DGUOK-AS1
		FMNL3
		HTD2
		TRIM13
		CBL
		MXI1
		SPTLC2
		ZDHHC9
		CLCN5
		IL3RA
		ANKRD13C
		CEP97
		MYO19
		TSPO
		JMY
		ARRDC3
		TBPL1
		MRPL39
		ZNF844
		SRPK2
		ABI1
		IFIT5
		SLC1A4
		MCM9
		SPG21
		PLD4
		ENY2
		CDC37L1-DT
		ZNF302
		DOK3
		ITPA
		CALU
		ANKFY1
		OR2A20P
		DENND3
		SYS1
		LINC00852
		ZKSCAN5
		SLC18A2
		FIP1L1
		SSH1
		RHOB
		H6PD
		DOCK10
		TBC1D10C
		ZBTB9
		GNPTAB
		R3HCC1
		PPP2R1A
		SASH3
		EPG5
		TET2
		HNRNPM
		ARL14EP
		RPA1
		ACTR1B
		GLUL
		WNT10A
		LAMTOR1
		HK2
		NOTCH2NLA
		MICB
		C19orf48
		ANKRD36BP1
		KLHL8
		AIMP1
		PPIL2
		UBE2E1
		VPS18
		SLC27A4
		GEMIN7
		MTRF1L
		CPNE3
		HSPBP1
		DNPH1
		TNFAIP8
		ATP8A1
		ICAM1
		MTHFS
		CALCRL
		STAG3L1
		BCL2L1
		CD19
		EIF2A
		ZNF561-AS1
		SCARB2
		SLC20A2
		ABCF3
		SLC16A3
		APLP2
		MICAL3
		TTC21A
		PRR5L
		SLC9A1
		CYTOR
		PRR7
		CA2
		GTPBP10
		TIMMDC1
		TGOLN2
		DNAJB9
		ETS1
		FGD1
		PIGS
		EDC4
		WBP2
		MLST8
		PRPF18
		SLF2
		TMEM131
		NOL6
		SLC25A33
		TMEM234
		VAMP3
		MIR155HG
		RCE1
		CD81
		TCIRG1
		SCRN3
		SDHAF4
		PARL
		PAPSS1
		SIDT2
		TRRAP
		GRN
		HSH2D
		SCAMP1
		PTS
		NBPF26
		NIPAL3
		IGKV1D-16
		DDX54
		FGFR1OP
		MINDY2
		SNHG10
		CEACAM7
		PADI2
		FTSJ1
		ADSL
		LAS1L
		DR1
		UBXN1
		GLRX5
		RAB5C
		FLAD1
		CAB39
		MSH2
		CYLD
		HIF1AN
		METTL7A
		ITM2A
		PET100
		GLIDR
		IGLV2-11
		NFKBIB
		MTMR2
		PRRC2A
		STK35
		CAPN5
		USP48
		AAGAB
		RRM1
		PA2G4
		NEDD8
		C1orf35
		NAA30
		SARS1
		RAD17
		CTBP1-DT
		ARID4A
		KLHDC10
		ST6GALNAC6
		SYCP2
		C6orf136
		NMI
		RGS9
		XKR8
		PCCA
		B4GALT7
		TMEM163
		SDHC
		GNB5
		YLPM1
		PRKAR1B
		GBF1
		IL16
		UBTD2
		TCF3
		DIPK1A
		SLF1
		RNASEH2A
		CCDC88C
		B4GALT3
		MAP1B
		NVL
		HLA-L
		LTO1
		ATAT1
		PPFIBP2
		NUP54
		PPP2R2D
		CUL9
		LINC01133
		PRPF38A
		PORCN
		ALG3
		ATP6V1C2
		OXNAD1
		FAM122C
		ZMYND11
		LRRFIP2
		CYTH3
		INTS4
		MLEC
		KLC1
		GALE
		NT5C2
		NAF1
		PDK1
		ZFYVE21
		WDR41
		RNF121
		GXYLT1
		C8orf76
		TMEM219
		OXSR1
		REEP4
		BTBD19
		MTSS1
		MEST
		HTRA2
		DLD
		SPAG5-AS1
		PPFIA1
		RANGRF
		HBS1L
		HMMR
		CUL2
		DENND4C
		KIAA0319
		NEDD9
		DDX23
		ETV5
		FAM221A
		ARFGEF1
		ARHGDIA
		HDHD5
		CORO7
		CETN2
		SDR42E2
		LSM1
		CCDC150
		RHOBTB3
		PPP2R3C
		CCND2
		CUL4A
		HSP90AB3P
		FAM217B
		ZBED2
		SGSM2
		UPP1
		CAPN10
		NDUFS5
		CISD1
		ZNHIT3
		SNRPD3
		MYO1G
		PPP1R35
		UNC93B1
		GMNN
		FAM114A1
		CCT5
		ARF3
		RALGAPA1
		PSMD7
		ALG10
		SIK3
		TM2D1
		L3MBTL3
		LINC02446
		SELENOO
		ELP1
		TAPT1
		ZNF654
		SS18L1
		ACD
		BCL3
		SOX11
		HIVEP3
		EIF1AXP1
		ZNF736
		SYVN1
		MAP7D3
		EEF1AKMT2
		SMARCA2
		MIF4GD
		TUBGCP6
		UBP1
		P4HB
		TTPAL
		TPTEP2
		ALKBH8
		FAM160B2
		ZNF222
		CERS2
		BRF2
		DUSP16
		NBPF9
		F11R
		NAA25
		SUPT6H
		FAM193B
		ZNF330
		ELL2
		GPR89A
		ZNF770
		PLAC8
		BECN1
		TRPC4AP
		LGALS8
		DDR1
		ATP6V1D
		CARD19
		ADPGK-AS1
		ADPRHL2
		SPAG7
		TRBV29-1
		TACO1
		SNRNP40
		UBE3C
		IGKV2-29
		LRP2BP
		HNRNPH2
		NDUFA10
		CEPT1
		ATE1
		RNF13
		ZNFX1
		ARAF
		CD69
		CEP44
		DCTN5
		MFSD14A
		NORAD
		TEX30
		RNVU1-26
		CLNS1A
		REX1BD
		ZXDB
		EPS15L1
		UBR7
		CYB561A3
		ING1
		BCAT1
		CHN1
		ARL17A
		HGSNAT
		ETFRF1
		CEBPB
		MALSU1
		LRCH3
		FMNL2
		METTL3
		CAPN7
		REXO2
		GEM
		CCL3
		ALKBH3
		ANXA4
		UAP1
		ECI1
		TTC9
		KDM3A
		TULP3
		ATP2A2
		CCDC73
		APBB1IP
		ATIC
		NPL
		TBC1D9
		STRN
		PGM3
		SMG1P4
		ZNF845
		KCNN4
		ZGPAT
		C3orf38
		DHRS4-AS1
		TAOK1
		ZMYM6
		SPINT2
		EEF1A1P19
		SMG9
		APOL3
		IL2RB
		TIFA
		FDPS
		LRPAP1
		G6PC3
		C21orf58
		RAB5IF
		C2CD6
		SUCLA2
		NCOA4
		NANS
		POC1B
		ANO6
		TRIB2
		CCDC115
		ZNF562
		SRF
		MAD2L2
		MAT2A
		CLN3
		C2orf74
		LINC01943
		STX4
		PGPEP1
		SIN3B
		KLRD1
		EIF2AK3-DT
		FMN2
		TRIM8
		NDRG3
		SLC10A3
		RNF6
		VAV1
		PEPD
		SEC22A
		DPY19L1
		RASSF1-AS1
		WDR66
		SNHG31
		CSF2RB
		IFI44
		TMA7
		RPS6KA3
		PHF21A
		C15orf40
		PPWD1
		DNAJC13
		EAF2
		BET1
		HDAC6
		DCLRE1C
		SPART
		FTX
		XPO5
		ZNF622
		GOLGA8B
		LINC01534
		EXOC6
		PLA2G4E-AS1
		PIK3IP1
		SHISA5
		RNF169
		MPST
top50	19	RPS17
		HSPD1
		UBE2N
		ATP5H
		ATP5A1
		CCT3
		CCT2
		EEF1B2
		PRPF40A
		RPS15A
		SF3B1
		H2AFV
		RBM25
		RPS9
		RPL22
		PSMC1
		HSP90B1
		SNRPB
		ATP5C1
MFZZ	205	KRTCAP2
		DPY30
		PDCL3
		CCNI
		ING3
		C4orf3
		ECH1
		PDCD4
		TMEM156
		BTF3
		CHMP2B
		NFE2L2
		MRPL57
		ETFA
		VMP1
		DNAJC9
		RNF7
		LIMD2
		RPL21P28
		SERP1
		TAF9
		ARHGAP25
		ANKRD40
		PHPT1
		TSTD1
		MAPK1IP1L
		RB1CC1
		USP15
		TUT4
		DDX3Y
		EML4
		SINHCAF
		ADAR
		ATP5F1C
		ATP6AP2
		PPP6R3
		ARL6IP4
		PDIA6
		MRPS6
		SARNP
		ATP5MPL
		ATG12
		MRPL51
		SNRPB2
		HINT1
		KMT2C
		USP8
		KLRB1
		SAFB
		ACTR2
		HECA
		AP1G1
		IRF1
		IRF2BP2
		SOX4
		SFPQ
		HLA-H
		TAGLN2
		DOCK8
		AEBP2
		SH3BGRL
		CDC42SE1
		ARPP19
		ATP5MC2
		PPT1
		UBE2B
		EXOSC8
		IFRD1
		TMEM154
		BCAS4
		PPP1R2
		FOSL2
		LMAN2
		ATP5F1E
		LSP1
		LYN
		NUCB2
		CKLF
		IDI1
		PPP4R3A
		CHD4
		HIF1A
		CD48
		PPP1R16B
		NDUFA3
		RSRC2
		PTP4A1
		SREK1
		OAZ1
		SETX
		CEP57
		ATP1B3
		DDX3X
		WASF2
		NDUFB9
		RAB7A
		CNOT6L
		ATP5MC3
		GLTP
		G3BP1
		ELOVL5
		UTRN
		DHRS7
		PLIN2
		EIF3M
		ZNF24
		KDM5A
		TMEM33
		ATP5PD
		NDUFC1
		FUBP1
		DDX24
		C6orf62
		PRPF39
		NCOA3
		SPCS3
		YPEL5
		PSMD8
		SVIP
		NFKBIZ
		GNG2
		MDH2
		DERL2
		UBE2L3
		PTTG1
		CARD16
		RGS1
		TNRC6B
		COX6A1
		CNN2
		CCR6
		PIP4K2A
		CPSF6
		ANKRD44
		NDUFA1
		RSBN1
		ARPC1B
		YTHDF2
		MRPS36
		GLS
		BRD2
		LCP1
		WIPF1
		RNF181
		CWC15
		TOP2B
		RNF114
		ZNF207
		SEC61B
		RSL1D1
		HIGD2A
		APRT
		SLC16A1
		EVL
		FNBP1
		MYADM
		ERVK3-1
		TOMM20
		SYNE2
		SSH2
		RC3H1
		RAB8B
		GNAI2
		DTX3L
		FNIP1
		WDR43
		LITAF
		VAPA
		NR3C1
		CHCHD7
		AP2M1
		LCK
		UQCRFS1
		HIGD1A
		MPHOSPH8
		STRAP
		CSNK1A1
		SRP9
		LSM7
		HLA-DRB6
		BLOC1S1
		MARCKS
		TBCA
		SRSF10
		EMC4
		RASSF2
		CRBN
		MOB1A
		U2AF1L4
		AP3S1
		THUMPD1
		GGNBP2
		GSTO1
		IRF8
		BLOC1S6
		CEMIP2
		FUNDC2
		GABARAPL2
		PCED1B-AS1
		AMD1
		TTC1
		BOLA2B
		RUBCN
		PSMB9
		RAB8A
